Topic,Count,Name,Representation,Representative_Docs
33,875,33_causal_treatment_outcome_covariate,"['causal', 'treatment', 'outcome', 'covariate', 'trial', 'estimator', 'effect', 'inference', 'estimate', 'survival']","['causal effect modify treatment policy network interference modify treatment policy widely applicable class intervention useful study causal effect continuous exposure approach evaluate causal effect assume interference mean effect learn datum setting exposure unit affect outcome common spatial network datum introduce new class intervention induce modify treatment policy identify causal effect presence network interference build recent development causal inference network provide flexible semi parametric efficient estimator statistical estimand numerical experiment demonstrate induced modify treatment policy eliminate causal identification bias result network interference use methodology develop evaluate effect zero emission vehicle uptake air pollution california strengthen prior evidence', 'stochastic intervention causal inference reinforcement learning causal inference method widely apply decision make domain precision medicine optimal policy economic central causal inference treatment effect estimation intervention strategy change drug dosing increase financial aid exist method restrict deterministic treatment compare outcome different treatment unable address substantial recent interest treatment effect estimation stochastic treatment unit health status change adopt dose reduction word lack capability provide fine grain treatment effect estimation support sound decision making study advance causal inference research propose new effective framework estimate treatment effect stochastic intervention particularly develop stochastic intervention effect estimator sie base nonparametric influence function theoretical guarantee robustness fast convergence rate additionally construct customise reinforcement learning algorithm base random search solver effectively find optimal policy produce great expect outcome decision make process finally conduct empirical study justify framework achieve significant performance comparison state art baseline', 'causal aggregation estimation inference causal effect constraint base datum fusion causal inference common estimate causal effect single treatment variable outcome practitioner interested effect simultaneous intervention multiple covariate fix target variable propose novel method allow estimate effect joint intervention datum different experiment variable manipulate little randomized datum randomized datum use observational datum set certain parental set know instrumental variable available joint causal effect linear propose method estimation inference joint causal effect characterize condition identifiability overidentifie case indicate leverage available causal information multiple datum set efficiently estimate causal effect dimension covariate vector large sample datum set sparsity assumption derive estimator causal effect high dimensional scenario addition deal case lack experimental constraint prevent direct estimation causal effect joint causal effect non linear characterize condition identifiability hold propose non linear causal aggregation methodology experimental datum set similar gradient boost algorithm iteration combine weak learner train different dataset unconfounded sample demonstrate effectiveness propose method simulated semi synthetic datum']"
34,871,34_dark_matter_dm_wimp,"['dark', 'matter', 'dm', 'wimp', 'annihilation', 'axion', 'relic', 'particle', 'mass', 'search']","['search dark matter nucleon interaction dark mediator report result search dark matter nucleon interaction dark mediator optimize low energy datum t liquid xenon experiment ionization signal datum utilize migdal effect set stringent limit cross section dark matter mass range assumption dark mediator dark photon decay scalar dark matter pair early universe rule significant parameter space thermal relic dark matter model', 'search connection dark matter high energy neutrino icecube work present result search signature dark matter decay annihilation standard model particle secret neutrino interaction dark matter neutrinos produce decay annihilation galactic extragalactic dark matter additionally interaction dark matter neutrino exist dark matter interact extragalactic neutrinos particular galactic dark matter induce anisotropy neutrino sky interaction present use seven half year high energy starting event hese sample datum measure neutrino energy range approximately tev pev study phenomenon sky event selection dominate extragalactic neutrinos dark matter pev mass constrain velocity average annihilation cross section small exclusive channel channel mass constrain lifetime dark matter large s channel study decay exclusively bound large finally search evidence astrophysical neutrino scatter galactic dark matter scenario fermionic dark matter vector mediator constrain dimensionless coupling associate interaction dark matter mass gev mediator mass gev case scalar dark matter fermionic mediator constrain coupling dark matter mediator mass mev', 'model component dark matter scenario multi component scalar dark matter base single symmetry simple motivated paper investigate time phenomenology model component dark matter model see extension know singlet scalar model feature complex scalar field dark matter particle standard model singlet different charge symmetry interaction allow rise novel process dark matter particle affect relic density detection prospect study detail key parameter model identify viable region characterize mean random scan unlike singlet scalar model dark matter mass tev compatible present datum dark matter density turn dominate light component find current future direct detection experiment sensitive signal dark matter particle']"
35,856,35_curvature_ricci_manifold_riemannian,"['curvature', 'ricci', 'manifold', 'riemannian', 'hypersurface', 'metric', 'flow', 'finsler', 'surface', 'mean']","['constant scalar curvature metric connect sum let m g compact riemannian manifold dimension n yamabe problem find metric constant scalar curvature conformal class g minimize total scalar curvature proof complete suppose compact riemannian n manifold constant scalar curvature form connected sum m m m m remove small ball m m join boundary paper use analysis construct metric constant scalar curvature m m description explicit contrast general yamabe case know little metric look like case depend sign scalar curvature m m positive negative zero constant scalar curvature metric develop small neck separate m m m m crush small conformal factor positive scalar curvature construct different metric scalar curvature conformal class', 'evolve hypersurface mean curvature background manifold evolve ricci flow consider problem deform parameter family hypersurface immerse close riemannian manifold positive curvature operator hypersurface family satisfie mean curvature flow ambient metric satisfy normalize ricci flow prove initial metric background manifold sufficiently pinch initial hypersurface satisfy suitable pinching condition hypersurface shrink round point finite time converge totally geodesic sphere time tend infinity', 'boundary effect ricci curvature compact riemannian manifold boundary study ricci curvature interior affect geometry boundary establish integral inequality function define solely boundary apply obtain geometric inequality involve total mean curvature discuss related rigidity question prove ricci curvature rigidity result manifold boundary']"
36,825,36_spike_neuron_snn_neural,"['spike', 'neuron', 'snn', 'neural', 'neuromorphic', 'network', 'synaptic', 'brain', 'neuronal', 'memristor']","['supervise learning spike decode multilayer spike neural network experimental study support notion spike base neuronal information processing brain neural circuit exhibit wide range temporally base cod strategy rapidly efficiently represent sensory stimulus accordingly desirable apply spike base computation tackle real world challenge particular transfer theory neuromorphic system low power embed application motivate propose new supervised learning method train multilayer spike neural network solve classification problem base rapid spike decode strategy propose learning rule support multiple spike fire stochastic hide neuron stable rely spike response generate deterministic output layer addition explore distinct spike base encoding strategy order form compact representation present input datum demonstrate classification performance learn rule apply benchmark dataset include mnist learn rule capable generalise datum successful constrain network architecture contain input hidden layer neuron furthermore highlight novel encoding strategy term scanline encoding transform image datum compact spatiotemporal pattern subsequent network processing design constrain optimise network structure perform input dimensionality reduction strong implication neuromorphic application', 'integer value training spike drive inference spike neural network high performance energy efficient object detection brain inspire spike neural network snn bio plausibility low power advantage artificial neural network ann application snn currently limit simple classification task poor performance work focus bridge performance gap ann snn object detection design revolve network architecture spike neuron overly complex module design cause spike degradation yolo series convert corresponding spike version design spikeyolo architecture solve problem simplify vanilla yolo incorporate meta snn block second object detection sensitive quantization error conversion membrane potential binary spike spike neuron address challenge design new spike neuron activate integer value training maintain spike drive extend virtual timestep inference propose method validate static neuromorphic object detection dataset static coco dataset obtain high prior state art snn respectively neuromorphic dataset achieve great ann equivalent architecture energy efficiency improve code', 'scale spike drive transformer efficient spike fire approximation training ambition brain inspire spike neural network snn low power alternative traditional artificial neural network anns work address major challenge realize vision performance gap snn ann high training cost snn identify intrinsic flaw spike neuron cause binary firing mechanism propose spike firing approximation sfa method integer training spike drive inference optimize spike firing pattern spike neuron enhance efficient training reduce power consumption improve performance enable easy scaling well utilize neuromorphic chip develop efficient spike drive transformer architecture spike mask autoencoder prevent performance degradation snn scaling achieve state art accuracy model contain m m m m parameter respectively instance m model outperform good exist snn imagenet training time acceleration inference energy efficiency improve respectively validate effectiveness efficiency propose method task include object detection semantic segmentation neuromorphic vision task work enable snn match ann performance maintain low power advantage mark significant step snn general visual backbone code available']"
37,803,37_gravitational_wave_binary_gw,"['gravitational', 'wave', 'binary', 'gw', 'black', 'ligo', 'hole', 'merger', 'detector', 'waveform']","['accuracy gravitational waveform model observe neutron star black hole binary advanced ligo gravitational wave radiate coalescence compact object binary contain neutron star black hole interesting source ground base gravitational wave observatory advance ligo advanced virgo advanced ligo sensitive inspiral neutron star black hole maximum distance mpc achieve sensitivity extract physics imprint observe signal require accurate modeling binary construct template waveform nsbh binary black hole significant angular momentum spin affect phase evolution emitted gravitational wave investigate ability post newtonian pn template model gravitational wave emit inspiral phase nsbh binary restrict black hole spin align orbital angular momentum compare approximant examine restrict amplitude waveform accurate order orbital dynamic complete order spin dynamic consider pn waveform recently derive spin orbit spin orbit tail correction compare approximant effective body model model large disagreement start low moderate black hole spin particularly binary spin anti aligned orbital angular momentum divergence begin early inspiral v pn spin correction currently know require optimal detection search measure parameter neutron star black hole binary complicate search strong dependence gravitational wave signal spin dynamic possible extract significant astrophysical information', 'binary black hole merger advanced ligo observe run observational run advanced ligo detector september january see detection gravitational wave binary black hole merger paper present result search binary black hole merger signal total mass detailed implication observation system search base general relativistic model gravitational wave signal binary black hole system unambiguously identify signal significance great observe period identify possible signal substantially low significance probability astrophysical origin provide detailed estimate parameter observed system provide unprecedented opportunity study body motion compact object binary large velocity highly nonlinear regime observe deviation general relativity place improve empirical bound high order post newtonian coefficient observation infer stellar mass binary black hole merger rate lie range observation begin inform astrophysical prediction binary black hole formation rate indicate future observing run advanced detector network yield gravitational wave detection', 'detection parameter estimation gravitational wave binary neutron star merger real ligo datum deep learning key challenge real time detection parameter estimation gravitational wave compact binary merger computational cost conventional match filter bayesian inference approach particular application method signal parameter space available gravitational wave detector real time parameter estimation computationally prohibitive hand rapid detection inference critical prompt follow electromagnetic astro particle counterpart accompany important transient binary neutron star black hole neutron star merger train deep neural network identify specific signal learn computationally efficient representation mapping gravitational wave signal parameter allow detection inference quickly reliably high sensitivity accuracy work apply deep learn approach rapidly identify characterize transient gravitational wave signal binary neutron star merger real ligo datum time artificial neural network promptly detect characterize binary neutron star gravitational wave signal real ligo datum distinguish noise signal coalesce black hole binary illustrate key result demonstrate deep learn framework classifie correctly gravitational wave event gravitational wave transient catalog phy rev x result emphasize importance realistic gravitational wave detector datum machine learning approach represent step achieve real time detection inference gravitational wave']"
38,789,38_game_auction_player_agent,"['game', 'auction', 'player', 'agent', 'equilibrium', 'price', 'mechanism', 'allocation', 'nash', 'voting']","['price anarchy auction revenue paper develop tool welfare revenue analysis baye nash equilibrium asymmetric auction single dimensional agent employ tool derive price anarchy result social welfare revenue approach separate standard smoothness framework distinct part isolate analysis common auction analysis specific give auction relate bidder contribution welfare equilibrium contribution welfare optimal auction price bidder face additional allocation intuitively agent utility contribution welfare high price pay additional allocation high relative value condition value cover hold baye nash equilibrium auction second revenue covering relate price bidder face additional allocation revenue auction auction rule feasibility constraint combine part give approximation result optimal welfare right condition optimal revenue mechanism reserve price welfare result approximation respect optimal mechanism reserve center piece result analyze single item price auction individual monopoly reserve distribution satisfy regularity condition auction revenue approximation revenue optimal auction bound matroid auction price pay semantic generalize price position auction finally extension theorem simultaneous composition multiple auction run simultaneously single value unit demand agent', 'bayesian game smoothness framework consider general class bayesian game player utility depend type possibly multidimensional strategy profile player type distribute independently information version fix instance type profile smooth game price anarchy bind imply smoothness property carry baye nash price anarchy proof literature item bidding auction greedy auction cast smoothness proof simplify smoothness price item bid fractionally subadditive bidder actually manage improve exist result show interesting separation second price item bidding second price item bidding poa complete information large class bayesian game strategy space player change type able slightly strong definition smoothness imply bayes nash poa bind weight congestion game actually satisfy strong definition smoothness allow inefficiency bound weighted congestion game know literature carry incomplete version weight player private information incomplete version natural class monotone valid utility game call effort market game universally incomplete version effort market game ability player budget private information baye nash poa', 'complexity correlate equilibrium generalized game correlate equilibrium generalization fundamental object study game theory offer tractable alternative nash equilibrium multi player setting computational aspect equilibrium computation understand setting fundamental question open generalized game game set strategy allow player depend player strategy class game model fundamental setting economic cornerstone economic research seminal paper arrow debreu recently grow interest economic computer science study correlate equilibrium generalized game know find social welfare maximize correlate equilibrium generalized game np hard existence efficient algorithm find equilibrium remain important open question paper answer question negatively show problem ppad complete']"
39,779,39_disk_dust_maser_emission,"['disk', 'dust', 'maser', 'emission', 'gas', 'molecular', 'line', 'star', 'region', 'cloud']","['rapid evolution volatile co protostellar disk stage protoplanetary disk stage recent observation co gas abundance relative myr old protoplanetary disk heavily deplete factor compare canonical interstellar medium value depletion happen significantly affect composition planetesimal atmosphere giant planet important constrain depletion occur early protostellar disk stage present spatially resolve observation line protostellar disk line emit disk inner envelope line consistent disk origin line ratio indicate line optically thick disk region line optically thin line profile emission well reproduce keplerian gaseous disk similar size mm continuum emission suggest small radial separation gas mm sized grain disk contrast large separation commonly see protoplanetary disk assume gas dust ratio find co gas abundance protostellar disk consistent ism abundance factor nearly order magnitude high average value myr old disk result suggest fast myr evolution abundance co gas protostellar disk stage protoplanetary disk stage', 'alma survey protoplanetary disk lynd present alma observation protoplanetary disk star form region lynd orion molecular cloud observation include mm continuum emission spectral window cover transition detect protoplanetary disk dust continuum level detection rate sample contain transitional disk detect continuum target infrared bright class ii object bias sample massive disk determine dust mass upper limit source sample compare sample protostar region find decrease dust mass evolutionary state compare sample region survey find lynd relatively massive dust disk population compare region similar old age median dust mass dust mass equal great minimum solar nebula dust mass value analyze disk mass accretion rate relationship sample find viscous disk lifetime similar age region large spread object show large scale au structure dust continuum gas line discuss potential origin emission include accretion streamer large dust grain', 'organic molecule protoplanetary disk dg tau reveal alma planet form protoplanetary disk inherit chemical composition crucial map distribution investigate formation simple organic formaldehyde methanol protoplanetary disk analyze alma observation nearby disk jet system t tauri star dg tau o e transition unprecedented resolution au distance pc emission originate rotate ring extend au peak au edge mm dust continuum emission detect mjy beam km s channel assume ortho para ratio disk height average column density inner au o emission detect upper limit beam average column density ring disk dg tau locate co iceline au suggest abundance enhance outer disk formation grain surface hydrogenation co ice emission peak edge mm dust continuum enhanced desorption gas phase cause increase uv penetration temperature inversion abundance ratio agreement disk chemistry model inner edge ring coincide radius polarization dust continuum change orientation hint tight link chemistry dust property outer disk possible presence substructure dust distribution']"
40,778,40_solution_elliptic_equation_existence,"['solution', 'elliptic', 'equation', 'existence', 'regularity', 'boundary', 'fractional', 'problem', 'parabolic', 'dirichlet']","['generalize solution nonlocal elliptic problem elliptic equation order general nonlocal boundary value condition plane bound domain piecewise smooth boundary consider generalize solution belong sobolev space study fredholm property unbounded operator correspond elliptic equation act define function space satisfy homogeneous nonlocal condition prove', 'existence solution nonlinear subcritical high order elliptic dirichlet problem consider order elliptic boundary value problem lu bounded smooth domain dirichlet boundary condition operator uniformly elliptic linear operator order principle form assume superlinear origin satisfy h positive function subcritical combine degree theory new recently establish priori estimate prove existence nontrivial solution', 'existence result variational quasilinear elliptic system involve vectorial prove existence regularity result follow elliptic system bounded domain consider special case prove classification result particular energy solution form positive solution correspond scalar equation']"
41,753,41_quark_meson_qcd_heavy,"['quark', 'meson', 'qcd', 'heavy', 'lattice', 'mass', 'baryon', 'decay', 'chiral', 'charm']","['new method b meson decay constant form factor lattice nrqcd determine normalisation scalar pseudoscalar current operator non relativistic quark highly improve stagger light quark lattice quantum chromodynamic qcd use matrix element operator extract meson decay constant form factor compare obtain standard vector axial vector operator provide test systematic error lattice qcd determination meson decay constant form factor provide new value meson decay constant lattice qcd calculation ensemble include quark sea u quark mass go physical value result gev gev agree early result temporal axial current combine previous result provide update value gev gev', 'bottomonium precision test lattice qcd hyperfine splitting leptonic width quark contribution hadron calculate mass difference leptonic width lattice qcd highly improve stagger quark formalism quark include quark sea result lattice lattice spacing low fm multiple heavy quark mass enable map heavy quark mass dependence determine value quark mass result second uncertainty come neglect quark line disconnected correlation function decay constant mev mev give hyperfine splitting leptonic width good agreement experiment provide accurate lattice qcd result date quantity margin time result time moment vector vector correlation function compare value quark contribution determine experiment moment provide test qcd yield quark contribution anomalous magnetic moment muon result cover range heavy quark mass useful constrain qcd like composite theory standard model physics', 'isospin break decay constant heavy meson qcd sum rule present study strong isospin break ib effect qcd difference mass leptonic decay constant charmed beauty pseudoscalar vector meson method qcd sum rule apply sum rule analysis decay constant meson contain heavy quark light quark light mass range average u quark mass strange quark mass analyse dependence decay constant light quark mass extract good accuracy ib ratio decay constant lead order mass difference obtain yield mev mev mev mev case finding consistent recent lattice qcd result low case show tension standard deviation']"
42,752,42_collision_heavy_rhic_ion,"['collision', 'heavy', 'rhic', 'ion', 'hadron', 'gev', 'pb', 'transverse', 'multiplicity', 'centrality']","['scale property fractional momentum loss high pt hadron nucleus nucleus collision gev tev measurement fractional momentum loss high transverse momentum identify hadron heavy ion collision present collision gev measure phenix experiment relativistic heavy ion collider charge hadron collision measure alice experiment large hadron collider study scale property function number variable number participant number quark participant charge particle density bjorken energy density time equilibration time find maximum vary centrality collision energy maximum tend follow power law function scaling variable datum gev tev sufficiently high particle density common scaling lend insight physics parton energy loss', 'femtoscopy pb pb pp collision lhc alice experiment report result femtoscopic analysis pb pb collision tev pp collision tev identical pion kaon detailed femtoscopy study heavy ion collision sps rhic show emission region size hbt radius decrease increase pair transverse momentum understand manifestation collective behavior matter trend predict persist lhc datum pb pb collision confirm existence flow medium provide strict constraint dynamical model similar analysis carry pp collision pion kaon qualitative similarity heavy ion datum see especially collision produce large number particle observed trend insight soft particle production mechanism pp collision radius find universally scale event multiplicity heavy ion collision extend range multiplicity upwards pb pb datum downward pp datum test scaling new area particular high multiplicity pp collision reach particle density comparable one measure peripheral cu cu au au collision rhic allow time directly compare freeze size system different initial state', 'examine model dependence determination kinetic freeze temperature transverse flow velocity small collision system transverse momentum distribution identify particle produce small collision system relativistic heavy ion collider rhic large hadron collider lhc analyze model model utilize blast wave model different statistic model employ certain linear correspondence base different distribution model describe experimental datum measure pioneer high energy nuclear interaction experiment phenix solenoidal tracker rhic star large ion collider experiment alice ccollaboration equally find kinetic freeze temperature transverse flow velocity central collision comparable peripheral collision increase collision energy rhic lhc consider quantity typically decrease compare central collision proton proton collision close peripheral collision']"
43,709,43_telescope_instrument_astronomical_wavefront,"['telescope', 'instrument', 'astronomical', 'wavefront', 'sky', 'imaging', 'coronagraph', 'observatory', 'optic', 'survey']","['flight mask design roman space telescope coronagraph instrument past decade thousand confirm exoplanet detect major challenge characterize world stellar system information composition formation exoplanet circumstellar debris disk achieve direct imaging direct imaging challenging small angular separation arcsec high star planet flux ratio jupiter analog earth analog visible atmospheric turbulence prohibit reach high flux ratio ground observation earth atmosphere nancy grace roman space telescope roman set launch space base observatory demonstrate high contrast imaging active wavefront control coronagraph instrument instrument main purpose mature technology need future flagship mission image characterize earth like exoplanet technology include high actuator count deformable mirror photon count detector complementary wavefront sensing control loop different coronagraph type paper describe complete set flight coronagraph mask design intended combination roman coronagraph instrument type mask configuration include primary design meet instrument level requirement support good effort basis unsupported one contribute nasa exoplanet exploration program unsupported mask configuration commission instrument approve operation initial technology demonstration phase', 'high contrast small separation ii impact dark hole realistic optical set deformable mirror future large ground base telescope offer resolution sensitivity probe habitable zone large sample nearby star exo earth imaging end facility expect equip high contrast instrument efficiently suppress light observed star image close companion observatory include feature segment primary mirror secondary mirror strut lead diffraction effect star image limit instrument contrast overcome constraint promising method consist combine coronagraphy wavefront shaping reduce starlight small separation generate dark region image enhance exoplanet signal aim study limitation combination observe short orbit planet analysis focus speed nice test bed coronagraphy wavefront shape deformable mirror dms complex telescope aperture shape determine main realistic parameter limit contrast small separation develop end end simulator bench fresnel propagation effect study impact large phase amplitude error test bed optical component defect wavefront shaping system final image contrast numerically dm finite stroke non functional actuator coronagraph manufacturing error near focal plane phase error represent major limitation high contrast imaging exoplanet small separation carefully define optical set open path high contrast small separation', 'simon observatory pre deployment performance large aperture telescope optic tube ghz spectral band simon observatory map temperature polarization half sky millimeter wavelength spectral band atacama desert chile datum provide new insight genesis content history universe astrophysic galaxy galaxy cluster object solar system time vary astrophysical phenomena ambitious new instrument suite initially comprise m small aperture telescope m large aperture telescope design common combination new technology new implementation realize observatory significantly capable previous generation paper present pre deployment performance mid frequency optic tube field large aperture telescope sensitivity ghz spectral band optic tube contain lens filter detector readout component operate cryogenic temperature seven form core large aperture telescope receiver initial deployment describe optic tube include detail comprehensive testing method new technique beam passband characterization measured performance performance metric include beam optical efficiency passband forecast sky performance system forecast sensitivity exceed requirement large aperture telescope great margin spectral band predict instrument realize diffraction limit performance expected detector passband']"
44,705,44_news_social_sentiment_hate,"['news', 'social', 'sentiment', 'hate', 'twitter', 'medium', 'political', 'tweet', 'bias', 'fake']","['author profiling hate speech detection rapid growth social medium recent year feed highly undesirable phenomenon proliferation abusive offensive language internet previous research suggest hateful content tend come user share set common stereotype form community current state art approach hate speech detection oblivious user community information rely entirely textual lexical semantic cue paper propose novel approach problem incorporate community base profiling feature twitter user experiment dataset tweet method significantly outperform current state art hate speech detection conduct qualitative analysis model characteristic release code pre train model resource public domain', 'infer political preference twitter sentiment analysis task automatic analysis opinion emotion user entity aspect entity political sentiment analysis social medium help political strategist scrutinize performance party candidate improvise weakness far actual election time election social network flood blog chat debate discussion prospect political party politician datum generate large study analyze draw inference late technique twitter popular social medium platform enable perform domain specific datum preparation work choose identify inclination political opinion present tweet model text classification problem classical machine learning tweet relate delhi election extract employ task algorithm observe support vector machine portray good performance', 'news content role social context fake news detection social medium popular news consumption fast dissemination easy access low cost enable wide propagation fake news news intentionally false information detect fake news important task ensure user receive authentic information help maintain trustworthy news ecosystem majority exist detection algorithm focus find clue news content generally effective fake news intentionally write mislead user mimic true news need explore auxiliary information improve detection social context news dissemination process social medium form inherent tri relationship relationship publisher news piece user potential improve fake news detection example partisan bias publisher likely publish fake news low credible user likely share fake news paper study novel problem exploit social context fake news detection propose tri relationship embed framework trifn model publisher news relation user news interaction simultaneously fake news classification conduct experiment real world dataset demonstrate propose approach significantly outperform baseline method fake news detection']"
45,702,45_code_software_bug_developer,"['code', 'software', 'bug', 'developer', 'project', 'test', 'llm', 'language', 'development', 'testing']","['datum stream mining predict software build outcome source code metric software development project involve use wide range tool produce software artifact software repository source control system focus emergent research source rich information software development project mining repository increasingly common view gain deep understanding development process', 'exploratory characterization bug software project context dire consequence pandemic influence development software software analysis mitigation bug software consequential software project impact public health policy user data privacy objective goal paper help practitioner researcher improve quality software empirical study open source software project relate methodology use open source software project host github conduct empirical study apply qualitative analysis bug report collect project identify bug category finding identify bug category include datum bug bug occur mining storage datum identify bug category appear category software project include project use statistical modeling perform prediction relate ii medical equipment software design implement medical equipment ventilator conclusion base finding advocate robust statistical model construction well synergy data science practitioner public health expert existence security bug user tracking software necessitate development tool detect data privacy violation security weakness', 'llm generate code maintainable reliable human write code background rise large language model llm software development open new possibility code generation despite widespread use technology remain unclear llm generate code solution term software quality compare human write code aim study compare internal quality attribute llm generate human write code method empirical study integrate dataset cod task llm configuration zero shot shot fine tuning sonarqube assess software quality dataset comprise python code solution difficulty level introductory interview competition analyze key code quality metric include maintainability reliability estimated effort require resolve code issue result analysis show llm generate code few bug require effort fix overall interestingly fine tune model reduce prevalence high severity issue blocker critical bug shift low severity category decrease model performance competition level problem llm solution introduce structural issue present human write code conclusion finding provide valuable insight quality llm generate code introduction critical issue complex scenario highlight need systematic evaluation validation llm solution work deepen understanding strength limitation llm code generation']"
46,676,46_privacy_fl_federate_client,"['privacy', 'fl', 'federate', 'client', 'private', 'learning', 'federated', 'dp', 'datum', 'attack']","['efficient model compression hierarchical federate learning federated learning fl emerge collaborative learning paradigm garner significant attention capacity preserve privacy distribute learning system system client collaboratively train unified neural network model local dataset share model parameter raw datum enhance privacy predominantly fl system design mobile edge computing environment training typically occur wireless network consequently model size increase conventional fl framework increasingly consume substantial communication resource address challenge improve communication efficiency paper introduce novel hierarchical fl framework integrate benefit cluster fl model compression present adaptive cluster algorithm identify core client dynamically organize client cluster furthermore enhance transmission efficiency core client implement local aggregation compression lc aggregation algorithm collect compress model client cluster simulation result affirm propose algorithm maintain comparable predictive accuracy significantly reduce energy consumption relative exist fl mechanism', 'balance privacy performance private federate learning algorithm federate learning fl distribute machine learning ml framework multiple client collaborate train model expose private datum fl involve cycle local computation bi directional communication client server bolster datum security process fl algorithm frequently employ differential privacy dp mechanism introduce noise client model update share enhance privacy dp mechanism hamper convergence performance paper posit optimal balance exist number local step communication round maximize convergence performance give privacy budget specifically present proof optimal number local step communication round enhance convergence bound dp version scaffnew algorithm finding reveal direct correlation optimal number local step communication round set variable dp privacy budget problem parameter specifically context strongly convex optimization furthermore provide empirical evidence validate theoretical finding', 'advance personalize federate learning group privacy fairness federate learning fl framework training machine learn model distribute collaborative manner training set participate client process datum store locally share model update obtain minimize cost function local input fl propose stepping stone privacy preserve machine learning show vulnerable issue leakage private information lack personalization model possibility have train model fair group paper address triadic interaction personalization privacy guarantee fairness attain model train fl framework differential privacy variant study apply cut edge standard provide formal privacy guarantee client fl hold diverse dataset represent heterogeneous community make important protect sensitive information ensure train model uphold aspect fairness user attain objective method forth introduce group privacy assurance utilization aka metric privacy represent localized form differential privacy rely metric orient obfuscation approach maintain original data topological distribution method enable personalized model training federated approach provide formal privacy guarantee possess significantly well group fairness measure variety standard metric global model train classical fl template theoretical justification applicability provide experimental validation real world dataset illustrate working propose method']"
47,671,47_galaxy_redshift_quasar_line,"['galaxy', 'redshift', 'quasar', 'line', 'lyman', 'gas', 'emission', 'alpha', 'survey', 'absorption']","['lyman limit imaging high redshift galaxy iii new observation qso field present result deep lyman limit imaging new field continue search galaxy z technique use custom broad band filter set g design isolate object have lyman continuum break superpose flat spectrum ultraviolet continuum observation specifically aim detect know galaxy produce optically thick qso metal line absorption system equally sensitive generally distribute object redshift interest previously publish result survey detect case object expect property star form galaxy z arcsec qso sight line candidate absorber similar luminosity impact parameter r average surface density robust lyman break object galaxy square arcminute magnitude limit r simple evolution model base property normal galaxy z predict density lyman break object time large observe conclude substantial population star form galaxy relatively normal luminosity place z', 'integral field spectroscopic survey high redshift damp lyman alpha galaxy search galaxy counterpart damp lyman alpha absorber dla quasar dla sub dla spectra use integral field spectroscopy search ly alpha emission line object redshift absorption system recover previously confirm object find statistically significant candidate ly alpha emission line object candidate identify have wavelength close dla line background quasar emission absorb comparison currently know ly alpha emit dla galaxy candidate similar line flux line width velocity offset emission line systemic dla redshift large impact parameter large kpc low column density system find large impact parameter assume single gas cloud extend qso line sight location candidate emission line find average candidate dla galaxy surround neutral gas exponential scale length kpc', 'high redshift quasar discover commission image datum sloan digital sky survey report discovery quasar redshift magnitude originally select distant quasar candidate optical near infrared photometry sloan digital sky survey sdss confirm probable high redshift quasar supplement sdss datum j k measurement quasar possess strong broad lyman alpha emission line characteristic sharp cutoff blue produce lyman alpha forest absorption quasar contain strong broad absorption feature exhibit strong n v emission absorption produce lyman alpha forest increase high redshift object consistent smooth extrapolation absorption see low redshift quasar high luminosity object relative know object z make potentially valuable probe early quasar property intervene intergalactic medium']"
48,663,48_pulsar_ray_psr_outburst,"['pulsar', 'ray', 'psr', 'outburst', 'kev', 'emission', 'pulse', 'radio', 'observation', 'accretion']","['asca observation young rotation power pulsar psr psr present x ray observation young energetic radio pulsar psrs surrounding archival datum advanced satellite cosmology astrophysic asca energetic pulsar psr detect x ray significance sigma unabsorbed flux estimate assume power law spectrum neutral hydrogen column density x erg s kev band pulse emission detect pulse fraction confidence level duty cycle argue emission well explain originate pulsar power synchrotron nebula x ray counterpart pulsar hard source error region previously unidentified gamma ray source evidence support result kaspi et al companion paper suggest psr counterpart x ray emission psr detect similar assumption derive sigma upper limit unabsorbed kev x ray flux erg use flux limit estimate pulsar velocity km s cast doubt previously report association psr supernova remnant kes kes detect evident correlation x ray radio emission asca image psr dominate mirror scatter emission x ray bright supernova remnant rcw locate away find evidence extended emission pulsar contrast previous report large nebulae surround pulsar', 'x ray observation high b radio pulsar study high magnetic field pulsar important examine relationship radio pulsar magnetar x ray isolate neutron star xinss report x ray observation high magnetic field radio pulsar present result deep xmm newton observation psr take follow initial detection pulsar spectrum fit blackbody temperature ev bolometric luminosity erg s distance kpc detect x ray pulsation source set sigma upper limit pulse fraction kev band compare psr rotation power pulsar similar age find significantly hotter support hypothesis magnetic field affect observe thermal property pulsar report xmm newton chandra observation psrs detect pulsar set sigma upper limit blackbody temperature ev respectively despite similarity rotational property source significantly cool xinss attribute group have bear different magnetic field evolve differently', 'psr x ray emission high magnetic field radio pulsar existence radio pulsar have infer magnetic field magnetar regime suggest possible transition object find radio pulsar population discovery object contribute greatly understanding neutron star physics report unusual x ray emission detect radio pulsar psr xmm newton pulsar characteristic age yr infer surface dipole magnetic field strength kev range emission show single narrow pulse unusually high pulse fraction pulsation detect kev range derive upper limit level pulse fraction pulse emission describe thermal blackbody model high temperature unambiguous signature magnetar like emission find high magnetic field radio pulsar x ray characteristic psr require alternate model conventional thermal emission neutron star addition psr radio pulsar small characteristic age thermal x ray emission detect']"
