query_type,query_value,rank,doc_id,specter_score,title,categories,abstract
text,graph neural networks for citation analysis,11,0912.3953,0.7530013918876648,Studies on access: a review,cs.DL cs.CY,"  A review of the empirical literature on access to scholarly information. This
review focuses on surveys of authors, article download and citation analysis.
"
text,graph neural networks for citation analysis,12,2305.02691,0.751514732837677,"PGB: A PubMed Graph Benchmark for Heterogeneous Network Representation
  Learning",cs.LG cs.SI,"  There has been rapid growth in biomedical literature, yet capturing the
heterogeneity of the bibliographic information of these articles remains
relatively understudied. Although graph mining research via heterogeneous graph
neural networks has taken center stage, it remains unclear whether these
approaches capture the heterogeneity of the PubMed database, a vast digital
repository containing over 33 million articles. We introduce PubMed Graph
Benchmark (PGB), a new benchmark dataset for evaluating heterogeneous graph
embeddings for biomedical literature. The benchmark contains rich metadata
including abstract, authors, citations, MeSH terms, MeSH hierarchy, and some
other information. The benchmark contains three different evaluation tasks
encompassing systematic reviews, node classification, and node clustering. In
PGB, we aggregate the metadata associated with the biomedical articles from
PubMed into a unified source and make the benchmark publicly available for any
future works.
"
text,graph neural networks for citation analysis,13,1909.11715,0.7505359649658203,GraphMix: Improved Training of GNNs for Semi-Supervised Learning,cs.LG stat.ML,"  We present GraphMix, a regularization method for Graph Neural Network based
semi-supervised object classification, whereby we propose to train a
fully-connected network jointly with the graph neural network via parameter
sharing and interpolation-based regularization. Further, we provide a
theoretical analysis of how GraphMix improves the generalization bounds of the
underlying graph neural network, without making any assumptions about the
""aggregation"" layer or the depth of the graph neural networks. We
experimentally validate this analysis by applying GraphMix to various
architectures such as Graph Convolutional Networks, Graph Attention Networks
and Graph-U-Net. Despite its simplicity, we demonstrate that GraphMix can
consistently improve or closely match state-of-the-art performance using even
simpler architectures such as Graph Convolutional Networks, across three
established graph benchmarks: Cora, Citeseer and Pubmed citation network
datasets, as well as three newly proposed datasets: Cora-Full, Co-author-CS and
Co-author-Physics.
"
text,graph neural networks for citation analysis,14,2407.13329,0.749759316444397,CiteFusion: An Ensemble Framework for Citation Intent Classification Harnessing Dual-Model Binary Couples and SHAP Analyses,cs.CL,"Understanding the motivations underlying scholarly citations is essential to evaluate research impact and promote transparent scholarly communication. This study introduces CiteFusion, an ensemble framework designed to address the multi-class Citation Intent Classification task on two benchmark datasets: SciCite and ACL-ARC. The framework employs a one-vs-all decomposition of the multi-class task into class-specific binary subtasks, leveraging complementary pairs of SciBERT and XLNet models, independently tuned, for each citation intent. The outputs of these base models are aggregated through a feedforward neural network meta-classifier to reconstruct the original classification task. To enhance interpretability, SHAP (SHapley Additive exPlanations) is employed to analyze token-level contributions, and interactions among base models, providing transparency into the classification dynamics of CiteFusion, and insights about the kind of misclassifications of the ensemble. In addition, this work investigates the semantic role of structural context by incorporating section titles, as framing devices, into input sentences, assessing their positive impact on classification accuracy. CiteFusion ultimately demonstrates robust performance in imbalanced and data-scarce scenarios: experimental results show that CiteFusion achieves state-of-the-art performance, with Macro-F1 scores of 89.60% on SciCite, and 76.24% on ACL-ARC. Furthermore, to ensure interoperability and reusability, citation intents from both datasets schemas are mapped to Citation Typing Ontology (CiTO) object properties, highlighting some overlaps. Finally, we describe and release a web-based application that classifies citation intents leveraging the CiteFusion models developed on SciCite."
text,graph neural networks for citation analysis,15,2109.09192,0.7483442425727844,"Self-citation and its impact on research evaluation: Literature review.
  Part I",cs.DL,"  This review summarizes papers which analyze impact of self-citation on
research evaluation. We introduce a generalized definition of self-citation and
its variants: author, institutional, country, journal, discipline, publisher
self-citation. Formulae of the basic self-citation measures are given, namely
self-citing and self-cited rates. World literature on author, institutional,
country and journal self-citation is studied in more detail. Current views on
the role and impact of self-citation are compiled and analyzed. It is found
that there is a general consensus on some points: (a) pathological is as
excessive self-citation so its total absence; (b) self-citation has low impact
on large science units but may be critical for analysis of individual
researchers; (c) share of self-citations is generally higher for units with low
bibliometric performance, while top scientists, institutions, journals receive
the majority of their citations from outside. This review also considers how
bibliometric instruments and databases respond to challenge of possible
manipulation by self-citations and how they correct bibliometric indicators
calculated by them. The first part of the review presented here deals with the
fundamental terms and definitions, and the most discussed and studied type of
the self-citation, author self-citation. The paper was funded by RFBR, project
number 20-111-50209
"
text,graph neural networks for citation analysis,16,2203.12455,0.7464557886123657,Assessing Network Representations for Identifying Interdisciplinarity,cs.DL cs.SI,"  Many studies have sought to identify interdisciplinary research as a function
of the diversity of disciplines identified in an article's references or
citations. However, given the constant evolution of the scientific landscape,
disciplinary boundaries are shifting and blurring, making it increasingly
difficult to describe research within a strict taxonomy. In this work, we
explore the potential for graph learning methods to learn embedded
representations for research papers that encode their 'interdisciplinarity' in
a citation network. This facilitates the identification of interdisciplinary
research without the use of disciplinary categories. We evaluate these
representations and their ability to identify interdisciplinary research,
according to their utility in interdisciplinary citation prediction. We find
that those representations which preserve structural equivalence in the
citation graph are best able to predict distant, interdisciplinary interactions
in the network, according to multiple definitions of citation distance.
"
text,graph neural networks for citation analysis,17,2105.05527,0.746454656124115,Self-citation Analysis using Sentence Embeddings,cs.DL,"  The purpose of citation indexes and metrics is intended to be a measure for
scientific innovation and quality for researchers, journals, and institutions.
However, those metrics are often prone to abuse and manipulation by excessive
and unethical self-citations induced by authors, reviewers, editors, or
journals. Identifying whether there are or not legitimate reasons for
self-citations is normally determined during the review process, where the
participating parts may have intrinsic incentives, rendering the legitimacy of
self-citations, after publication, questionable. In this paper, we conduct a
large-scale analysis of journal self-citations while taking into consideration
the similarity between a publication and its references. Specifically, we look
into PubMed Central articles published since 1990 and compute similarities of
article-reference pairs using sentence embeddings. We examine journal
self-citations with an aim to distinguish between justifiable and unethical
self-citations.
"
text,graph neural networks for citation analysis,18,2103.14556,0.7446845173835754,"Predicting the future success of scientific publications through social
  network and semantic analysis",cs.DL,"  Citations acknowledge the impact a scientific publication has on subsequent
work. At the same time, deciding how and when to cite a paper, is also heavily
influenced by social factors. In this work, we conduct an empirical analysis
based on a dataset of 2010-2012 global publications in chemical engineering. We
use social network analysis and text mining to measure publication attributes
and understand which variables can better help predicting their future success.
Controlling for intrinsic quality of a publication and for the number of
authors in the byline, we are able to predict scholarly impact of a paper in
terms of citations received six years after publication with almost 80 percent
accuracy. Results suggest that, all other things being equal, it is better to
co-publish with rotating co-authors and write the papers' abstract using more
positive words, and a more complex, thus more informative, language.
Publications that result from the collaboration of different social groups also
attract more citations.
"
text,graph neural networks for citation analysis,19,2103.13946,0.7441630363464355,"A comparative analysis of local network similarity measurements:
  application to author citation networks",cs.DL cs.SI,"  Understanding the evolution of paper and author citations is of paramount
importance for the design of research policies and evaluation criteria that can
promote and accelerate scientific discoveries. Recently many studies on the
evolution of science have been conducted in the context of the emergent science
of science field. While many studies have probed the link problem in citation
networks, only a few works have analyzed the temporal nature of link prediction
in author citation networks. In this study we compared the performance of 10
well-known local network similarity measurements to predict future links in
author citations networks. Differently from traditional link prediction
methods, the temporal nature of the predict links is relevant for our approach.
Our analysis revealed interesting results. The Jaccard coefficient was found to
be among the most relevant measurements. The preferential attachment
measurement, conversely, displayed the worst performance. We also found that
the extension of local measurements to their weighted version do not
significantly improved the performance of predicting citations. Finally, we
also found that a neural network approach summarizing the information from all
10 considered similarity measurements was not able to provide the highest
prediction performance.
"
text,graph neural networks for citation analysis,20,2004.12275,0.7435628175735474,Citation Cascade and the Evolution of Topic Relevance,cs.SI cs.DL,"  Citation analysis, as a tool for quantitative studies of science, has long
emphasized direct citation relations, leaving indirect or high order citations
overlooked. However, a series of early and recent studies demonstrate the
existence of indirect and continuous citation impact across generations. Adding
to the literature on high order citations, we introduce the concept of a
citation cascade: the constitution of a series of subsequent citing events
initiated by a certain publication. We investigate this citation structure by
analyzing more than 450,000 articles and over 6 million citation relations. We
show that citation impact exists not only within the three generations
documented in prior research, but also in much further generations. Still, our
experimental results indicate that two to four generations are generally
adequate to trace a work's scientific impact. We also explore specific
structural properties such as depth, width, structural virality, and size,
which account for differences among individual citation cascades. Finally, we
find evidence that it is more important for a scientific work to inspire trans
domain (or indirectly related domain) works than to receive only intra domain
recognition in order to achieve high impact. Our methods and findings can serve
as a new tool for scientific evaluation and the modeling of scientific history.
"
