query_type,query_value,rank,doc_id,score,title,abstract,categories
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",11,1707.07379,153.87395,"A Discrete Choice Framework for Modeling and Forecasting The Adoption
  and Diffusion of New Transportation Services","  Current travel demand models are unable to predict long-range trends in
travel behavior as they do not entail a mechanism that projects membership and
market share of new modes of transport (Uber, Lyft, etc). We propose
integrating discrete choice and technology adoption models to address the
aforementioned issue. In order to do so, we build on the formulation of
discrete mixture models and specifically Latent Class Choice Models (LCCMs),
which were integrated with a network effect model. The network effect model
quantifies the impact of the spatial/network effect of the new technology on
the utility of adoption. We adopted a confirmatory approach to estimating our
dynamic LCCM based on findings from the technology diffusion literature that
focus on defining two distinct types of adopters: innovator/early adopters and
imitators. LCCMs allow for heterogeneity in the utility of adoption for the
various market segments i.e. innovators/early adopters, imitators and
non-adopters. We make use of revealed preference (RP) time series data from a
one-way carsharing system in a major city in the United States to estimate
model parameters. The data entails a complete set of member enrollment for the
carsharing service for a time period of 2.5 years after being launched.
Consistent with the technology diffusion literature, our model identifies three
latent classes whose utility of adoption have a well-defined set of preferences
that are significant and behaviorally consistent. The technology adoption model
predicts the probability that a certain individual will adopt the service at a
certain time period, and is explained by social influences, network effect,
socio-demographics and level-of-service attributes. Finally, the model was
calibrated and then used to forecast adoption of the carsharing system for
potential investment strategy scenarios.
",stat.AP
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",12,2507.15497,150.81657,Strategy Evolution in the Adoption of Conservation Tillage Technology under Time Preference Heterogeneity and Lemon Market: Insights from Evolutionary Dynamics,"The promotion of Conservation Tillage Technology (CTT) is critical for mitigating global soil degradation, yet their actual adoption rates remain substantially lower than anticipated targets. Existing research predominantly focuses on static factor analyses, failing to adequately capture the dynamic evolutionary mechanisms of farmer strategic interactions and the impacts of information asymmetries in agricultural markets. This study constructs an evolutionary game model integrating heterogeneous time preferences and lemon market effects to reveal the dynamic equilibrium of technology adoption within farmer groups operating under bounded rationality. Key findings indicate that farmers with high time preferences significantly impede CTT adoption due to the excessive discounting of long-term benefits. Furthermore, the lemon market effect dictates the system's equilibrium states: 1) When the lemon market benefit ($P$) exceeds the lemon market loss ($Q$) ($P > Q$), stable tripartite coexistence of adoption strategies emerges; 2) When $P < Q$, the system evolves unpredictably, exhibiting dynamics characterized by heteroclinic cycles; 3) At the critical threshold $P = Q$, the system transforms into a conservative Hamiltonian system, yielding stable periodic oscillation solutions. Based on these insights, policy recommendations are proposed: implementing ecological certification schemes to mitigate information asymmetry, offering subsidies and insurance to reduce adoption risks, and utilizing environmental taxes to internalize the negative externalities associated with conventional tillage. This research not only provides a dynamic analytical paradigm for the diffusion of green agricultural technologies but also furnishes a theoretical foundation for designing sustainable agricultural policies in developing countries.",physics.soc-ph econ.TH math.DS
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",13,2512.15371,150.02606,Network localization governs social contagion dynamics with macro-level reinforcement,"The spread of ideas, behaviors, and technologies generally depends on feedback mechanisms operating across multiple scales. Previous studies have extensively examined pairwise transmission and local reinforcement. However, the role of macro-level social influence -- where widespread adoption enhances further adoption -- remains understudied. Here, we focus on a contagion process that incorporates both pairwise interactions and macro-level reinforcement. We show that the contagion undergoes a shift from continuous to mixed-order transition as macro-level influence exceeds a reinforcement threshold. Simulations on various real-world networks indicate that network localization governs the contagion outcomes by determining the critical point and the reinforcement threshold. Building on this insight, we develop a structural metric linking network localization to contagion dynamics, revealing a key trade-off: networks that facilitate weak contagion tend to experience slower diffusion and lower adoption rates, while networks that suppress weak contagions enable faster and more widespread adoption. These findings challenge the conventional belief that stronger local connectivity uniformly promotes contagion.",physics.soc-ph physics.app-ph
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",14,1309.6369,149.18375,Predicting Adoption Probabilities in Social Networks,"  In a social network, adoption probability refers to the probability that a
social entity will adopt a product, service, or opinion in the foreseeable
future. Such probabilities are central to fundamental issues in social network
analysis, including the influence maximization problem. In practice, adoption
probabilities have significant implications for applications ranging from
social network-based target marketing to political campaigns; yet, predicting
adoption probabilities has not received sufficient research attention. Building
on relevant social network theories, we identify and operationalize key factors
that affect adoption decisions: social influence, structural equivalence,
entity similarity, and confounding factors. We then develop the
locally-weighted expectation-maximization method for Na\""ive Bayesian learning
to predict adoption probabilities on the basis of these factors. The principal
challenge addressed in this study is how to predict adoption probabilities in
the presence of confounding factors that are generally unobserved. Using data
from two large-scale social networks, we demonstrate the effectiveness of the
proposed method. The empirical results also suggest that cascade methods
primarily using social influence to predict adoption probabilities offer
limited predictive power, and that confounding factors are critical to adoption
probability predictions.
",cs.SI physics.soc-ph
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",15,1605.03479,149.12517,Competition of simple and complex adoption on interdependent networks,"  We consider the competition of two mechanisms for adoption processes: a
so-called complex threshold dynamics and a simple
Susceptible-Infected-Susceptible (SIS) model. Separately, these mechanisms
lead, respectively, to first order and continuous transitions between
non-adoption and adoption phases. We consider two interconnected layers. While
all nodes on the first layer follow the complex adoption process, all nodes on
the second layer follow the simple adoption process. Coupling between the two
adoption processes occurs as a result of the inclusion of some additional
interconnections between layers. We find that the transition points and also
the nature of the transitions are modified in the coupled dynamics. In the
complex adoption layer, the critical threshold required for extension of
adoption increases with interlayer connectivity whereas in the case of an
isolated single network it would decrease with average connectivity. In
addition, the transition can become continuous depending on the detailed inter
and intralayer connectivities. In the SIS layer, any interlayer connectivity
leads to the extension of the adopter phase. Besides, a new transition appears
as as sudden drop of the fraction of adopters in the SIS layer. The main
numerical findings are described by a mean-field type analytical approach
appropriately developed for the threshold-SIS coupled system.
",physics.soc-ph cond-mat.stat-mech
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",16,1802.03951,148.72069,From continuous to discontinuous transitions in social diffusion,"  Models of social diffusion reflect processes of how new products, ideas or
behaviors are adopted in a population. These models typically lead to a
continuous or a discontinuous phase transition of the number of adopters as a
function of a control parameter. We explore a simple model of social adoption
where the agents can be in two states, either adopters or non-adopters, and can
switch between these two states interacting with other agents through a
network. The probability of an agent to switch from non-adopter to adopter
depends on the number of adopters in her network neighborhood, the adoption
threshold $T$ and the adoption coefficient $a$, two parameters defining a Hill
function. In contrast, the transition from adopter to non-adopter is
spontaneous at a certain rate $\mu$. In a mean-field approach, we derive the
governing ordinary differential equations and show that the nature of the
transition between the global non-adoption and global adoption regimes depends
mostly on the balance between the probability to adopt with one and two
adopters. The transition changes from continuous, via a transcritical
bifurcation, to discontinuous, via a combination of a saddle-node and a
transcritical bifurcation, through a supercritical pitchfork bifurcation. We
characterize the full parameter space. Finally, we compare our analytical
results with Montecarlo simulations on annealed and quenched degree regular
networks, showing a better agreement for the annealed case. Our results show
how a simple model is able to capture two seemingly very different types of
transitions, i.e., continuous and discontinuous and thus unifies underlying
dynamics for different systems. Furthermore the form of the adoption
probability used here is based on empirical measurements.
",physics.soc-ph
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",17,1704.03867,147.83034,"A Conceptual Model for the Organisational Adoption of Information System
  Security Innovations","  Information System (IS) Security threats is still a major concern for many
organisations. However, most organisations fall short in achieving a successful
adoption and implementation of IS security measures. In this paper, we
developed a theoretical model for the adoption process of IS Security
innovations in organisations. The model was derived by combining four
theoretical models of innovation adoption, namely: Diffusion of Innovation
theory (DOI), the Technology Acceptance Model (TAM), the Theory of Planned
Behaviour (TPB) and the Technology-Organisation-Environment (TOE) framework.
The model depicts IS security innovation adoption in organisations, as two
decision proceedings. The adoption process from the initiation stage until the
acquisition of innovation is considered as a decision made by organisation
while the process of innovation assimilation is assumed as a result of the user
acceptance of innovation within the organisation. In addition, the model
describes the IS Security adoption process progressing in three sequential
stages, i.e. pre-adoption, adoption- decision and post-adoption phases. The
model also introduces several factors that influence the different stages of IS
Security innovation adoption process. This study contributes to IS security
literature by proposing an overall model of IS security adoption that includes
organisational adoption and user acceptance of innovation in a single
illustration. Also, IS security adoption model proposed in this study provides
important practical implications for research and practice.
",cs.CR cs.CY
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",18,2510.00036,147.39285,Modeling Product Ecosystems,"This paper develops a dynamical-systems framework for modeling influence propagation in product adoption networks, formulated as a positive linear system with Metzler interaction matrices and utility-based decay. Exact solutions are derived for constant, piecewise-constant, and fully time-varying interaction structures using matrix exponentials and the Peano--Baker series. It establishes five results: (i) positive interactions guarantee nonnegative amplification, (ii) perceived utility saturates after $\approx\!3$ complementary additions (Weber--Fechner), (iii) frequency of comparable introductions dominates incremental quality improvements, (iv) reinforcing interactions yields monotone gains while decay control gives ambiguous effects, and (v) long-run retention under SIS-type dynamics is bounded by the inverse spectral radius of the adoption graph. These results extend epidemic-threshold theory and positive-systems analysis to networked adoption, yielding explicit, calibratable expressions for influence dynamics on networks.",cs.SI
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",19,2505.14721,145.9489,The emerging AI 'revolution tranquille' in America,"Using data from the U.S. Census Bureaus Business Trends and Outlook Survey (BTOS), I examine the adoption of AI among US firms at national, state, industry, and firm size levels. I find that adoption remains overall low (only around 7% of firms currently use AI), but is on a steady upward trajectory with a rising share of firms planning to implement AI. Adoption rates vary significantly across regions and sectors: some states are emerging as early adopters, while others lag, and knowledge-intensive industries (such as information technology and professional services) along with larger firms show higher openness to AI adoption compared to sectors like construction or small businesses. In general, these trends indicate that a quiet revolution in AI adoption is underway; a gradual but expanding diffusion of AI across the economy with important implications for future productivity and policy.",econ.GN q-fin.EC
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",20,1805.00816,143.88866,Impacts of Opinion Leaders on Social Contagions,"  Opinion leaders are ubiquitous in both online and offline social networks,
but the impacts of opinion leaders on social behavior contagions are still not
fully understood, especially by using a mathematical model. Here we generalize
the classical Watts threshold model and address the influences of the opinion
leaders, where an individual adopts a new behavior if one of his/her opinion
leaders adopts the behavior. First, we choose the opinion leaders randomly from
all individuals in the network and find the impacts of opinion leaders make
other individuals adopt the behavior more easily. Specifically, the existence
of opinion leaders reduces the lowest mean degree of the network required for
the global behavior adoption, and increases the highest mean degree of the
network that the global behavior adoption can occur. Besides, the introduction
of opinion leaders accelerates the behavior adoption, but does not change the
adoption order of individuals. The developed theoretical predictions agree with
the simulation results. Second, we randomly choose the opinion leaders from the
top h% of the highest degree individuals, and find an optimal h% for the
network with the lowest mean degree that the global behavior adoption can
occur. Meanwhile, the influences of opinion leaders on accelerating the
adoption of behaviors become less significant and can even be ignored when
reducing the value of h%.
",physics.soc-ph cs.SI
