query_type,query_value,rank,doc_id,score,title,abstract,categories
text,convex optimization gradient descent convergence,11,2507.20773,31.290024,Numerical Design of Optimized First-Order Algorithms,"We derive several numerical methods for designing optimized first-order algorithms in unconstrained convex optimization settings. Our methods are based on the Performance Estimation Problem (PEP) framework, which casts the worst-case analysis of optimization algorithms as an optimization problem itself. We benchmark our methods against existing approaches in the literature on the task of optimizing the step sizes of memoryless gradient descent (which uses only the current gradient for updates) over the class of smooth convex functions. We then apply our methods to numerically tune the step sizes of several memoryless and full (i.e., using all past gradient information for updates) fixed-step first-order algorithms, namely coordinate descent, inexact gradient descent, and cyclic gradient descent, in the context of linear convergence. In all cases, we report accelerated convergence rates compared to those of classical algorithms.",math.OC
text,convex optimization gradient descent convergence,12,1507.02030,31.225437,Beyond Convexity: Stochastic Quasi-Convex Optimization,"  Stochastic convex optimization is a basic and well studied primitive in
machine learning. It is well known that convex and Lipschitz functions can be
minimized efficiently using Stochastic Gradient Descent (SGD). The Normalized
Gradient Descent (NGD) algorithm, is an adaptation of Gradient Descent, which
updates according to the direction of the gradients, rather than the gradients
themselves. In this paper we analyze a stochastic version of NGD and prove its
convergence to a global minimum for a wider class of functions: we require the
functions to be quasi-convex and locally-Lipschitz. Quasi-convexity broadens
the con- cept of unimodality to multidimensions and allows for certain types of
saddle points, which are a known hurdle for first-order optimization methods
such as gradient descent. Locally-Lipschitz functions are only required to be
Lipschitz in a small region around the optimum. This assumption circumvents
gradient explosion, which is another known hurdle for gradient descent
variants. Interestingly, unlike the vanilla SGD algorithm, the stochastic
normalized gradient descent algorithm provably requires a minimal minibatch
size.
",cs.LG math.OC
text,convex optimization gradient descent convergence,13,2309.09961,31.196972,Accelerated Gradient Descent via Long Steps,"  Recently Grimmer [1] showed for smooth convex optimization by utilizing
longer steps periodically, gradient descent's textbook $LD^2/2T$ convergence
guarantees can be improved by constant factors, conjecturing an accelerated
rate strictly faster than $O(1/T)$ could be possible. Here we prove such a
big-O gain, establishing gradient descent's first accelerated convergence rate
in this setting. Namely, we prove a $O(1/T^{1.0564})$ rate for smooth convex
minimization by utilizing a nonconstant nonperiodic sequence of increasingly
large stepsizes. It remains open if one can achieve the $O(1/T^{1.178})$ rate
conjectured by Das Gupta et. al. [2] or the optimal gradient method rate of
$O(1/T^2)$. Big-O convergence rate accelerations from long steps follow from
our theory for strongly convex optimization, similar to but somewhat weaker
than those concurrently developed by Altschuler and Parrilo [3].
",math.OC
text,convex optimization gradient descent convergence,14,2412.04427,31.086721,A Proof of the Exact Convergence Rate of Gradient Descent,"  We prove the exact worst-case convergence rate of gradient descent for smooth
strongly convex optimization on $\mathbb{R}^d$. Concretely, assuming that the
objective function $f$ is $\mu$-strongly convex and $L$-smooth, we identify the
smallest possible value of $\tau$ for which the inequality
$f(x_{N})-f_{*}\leq\tau\|x_{0}-x_{*}\|^{2}$ always holds. The result was
previously conjectured by Drori and Teboulle for the case $\mu=0$, and by
Taylor, Hendrickx, and Glineur for the case $\mu>0$.
",math.OC
text,convex optimization gradient descent convergence,15,1603.07421,31.00991,On the Powerball Method for Optimization,"  We propose a new method to accelerate the convergence of optimization
algorithms. This method simply adds a power coefficient $\gamma\in[0,1)$ to the
gradient during optimization. We call this the Powerball method and analyze the
convergence rate for the Powerball method for strongly convex functions. While
theoretically the Powerball method is guaranteed to have a linear convergence
rate in the same order of the gradient method, we show that empirically it
significantly outperforms the gradient descent and Newton's method, especially
during the initial iterations. We demonstrate that the Powerball method
provides a $10$-fold speedup of the convergence of both gradient descent and
L-BFGS on multiple real datasets.
",cs.SY cs.LG math.OC
text,convex optimization gradient descent convergence,16,1906.02027,31.006912,Last-iterate convergence rates for min-max optimization,"  While classic work in convex-concave min-max optimization relies on
average-iterate convergence results, the emergence of nonconvex applications
such as training Generative Adversarial Networks has led to renewed interest in
last-iterate convergence guarantees. Proving last-iterate convergence is
challenging because many natural algorithms, such as Simultaneous Gradient
Descent/Ascent, provably diverge or cycle even in simple convex-concave min-max
settings, and previous work on global last-iterate convergence rates has been
limited to the bilinear and convex-strongly concave settings. In this work, we
show that the Hamiltonian Gradient Descent (HGD) algorithm achieves linear
convergence in a variety of more general settings, including convex-concave
problems that satisfy a ""sufficiently bilinear"" condition. We also prove
similar convergence rates for the Consensus Optimization (CO) algorithm of
[MNG17] for some parameter settings of CO.
",math.OC cs.GT cs.LG stat.ML
text,convex optimization gradient descent convergence,17,2110.15412,30.932724,"Stochastic Mirror Descent: Convergence Analysis and Adaptive Variants
  via the Mirror Stochastic Polyak Stepsize","  We investigate the convergence of stochastic mirror descent (SMD) under
interpolation in relatively smooth and smooth convex optimization. In
relatively smooth convex optimization we provide new convergence guarantees for
SMD with a constant stepsize. For smooth convex optimization we propose a new
adaptive stepsize scheme -- the mirror stochastic Polyak stepsize (mSPS).
Notably, our convergence results in both settings do not make bounded gradient
assumptions or bounded variance assumptions, and we show convergence to a
neighborhood that vanishes under interpolation. Consequently, these results
correspond to the first convergence guarantees under interpolation for the
exponentiated gradient algorithm for fixed or adaptive stepsizes. mSPS
generalizes the recently proposed stochastic Polyak stepsize (SPS) (Loizou et
al. 2021) to mirror descent and remains both practical and efficient for modern
machine learning applications while inheriting the benefits of mirror descent.
We complement our results with experiments across various supervised learning
tasks and different instances of SMD, demonstrating the effectiveness of mSPS.
",math.OC cs.LG
text,convex optimization gradient descent convergence,18,2012.14558,30.894247,"Gradient Descent Averaging and Primal-dual Averaging for Strongly Convex
  Optimization","  Averaging scheme has attracted extensive attention in deep learning as well
as traditional machine learning. It achieves theoretically optimal convergence
and also improves the empirical model performance. However, there is still a
lack of sufficient convergence analysis for strongly convex optimization.
Typically, the convergence about the last iterate of gradient descent methods,
which is referred to as individual convergence, fails to attain its optimality
due to the existence of logarithmic factor. In order to remove this factor, we
first develop gradient descent averaging (GDA), which is a general
projection-based dual averaging algorithm in the strongly convex setting. We
further present primal-dual averaging for strongly convex cases (SC-PDA), where
primal and dual averaging schemes are simultaneously utilized. We prove that
GDA yields the optimal convergence rate in terms of output averaging, while
SC-PDA derives the optimal individual convergence. Several experiments on SVMs
and deep learning models validate the correctness of theoretical analysis and
effectiveness of algorithms.
",cs.LG math.OC
text,convex optimization gradient descent convergence,19,2101.01323,30.84001,"On the global convergence of randomized coordinate gradient descent for
  non-convex optimization","  In this work, we analyze the global convergence property of coordinate
gradient descent with random choice of coordinates and stepsizes for non-convex
optimization problems. Under generic assumptions, we prove that the algorithm
iterate will almost surely escape strict saddle points of the objective
function. As a result, the algorithm is guaranteed to converge to local minima
if all saddle points are strict. Our proof is based on viewing coordinate
descent algorithm as a nonlinear random dynamical system and a quantitative
finite block analysis of its linearization around saddle points.
",math.OC cs.NA math.DS math.NA
text,convex optimization gradient descent convergence,20,1712.01033,30.776695,"NEON+: Accelerated Gradient Methods for Extracting Negative Curvature
  for Non-Convex Optimization","  Accelerated gradient (AG) methods are breakthroughs in convex optimization,
improving the convergence rate of the gradient descent method for optimization
with smooth functions. However, the analysis of AG methods for non-convex
optimization is still limited. It remains an open question whether AG methods
from convex optimization can accelerate the convergence of the gradient descent
method for finding local minimum of non-convex optimization problems. This
paper provides an affirmative answer to this question. In particular, we
analyze two renowned variants of AG methods (namely Polyak's Heavy Ball method
and Nesterov's Accelerated Gradient method) for extracting the negative
curvature from random noise, which is central to escaping from saddle points.
By leveraging the proposed AG methods for extracting the negative curvature, we
present a new AG algorithm with double loops for non-convex
optimization~\footnote{this is in contrast to a single-loop AG algorithm
proposed in a recent manuscript~\citep{AGNON}, which directly analyzed the
Nesterov's AG method for non-convex optimization and appeared online on
November 29, 2017. However, we emphasize that our work is an independent work,
which is inspired by our earlier work~\citep{NEON17} and is based on a
different novel analysis.}, which converges to second-order stationary point
$\x$ such that $\|\nabla f(\x)\|\leq \epsilon$ and $\nabla^2 f(\x)\geq
-\sqrt{\epsilon} I$ with $\widetilde O(1/\epsilon^{1.75})$ iteration
complexity, improving that of gradient descent method by a factor of
$\epsilon^{-0.25}$ and matching the best iteration complexity of second-order
Hessian-free methods for non-convex optimization.
",math.OC stat.ML
