Topic,Count,Name,Representation,Representative_Docs
18,1535,18_graphene_bilayer_nanotube_carbon,"['graphene', 'bilayer', 'nanotube', 'carbon', 'electronic', 'electron', 'dirac', 'band', 'layer', 'transport']","['probe charge scatter mechanism suspend graphene vary dielectric environment graphene high carrier mobility require graphene base electronic device investigation fundamental property graphene dirac fermion largely accept mobility limit factor graphene coulomb scatter charge impurity reside graphene underlie substrate true traditional graphene device substrate possibly recently report high mobility suspend support device attractive approach reduce scattering place graphene environment high static dielectric constant effectively screen electric field impurity experiment far report modest effect environment mobility investigate effect dielectric environment graphene study electrical transport multi terminal graphene device suspend liquid range non polar liquid observe rapid increase report record room temperature mobility large vs graphene device anisole polar liquid observe drastic drop mobility demonstrate non polar liquid enhance mobility screen charge impurity adsorb graphene charge ion polar liquid cause observed mobility suppression furthermore molecular dynamic simulation establish scatter plane flexural phonon dominant scatter mechanism suspend graphene vacuum room temperature suppress presence liquid expect finding provide avenue control reduce carrier scatter future graphene base electronic device', 'point defect graphene metal understand coupling graphene local environment critical able integrate tomorrow electronic device presence metallic substrate affect property atomically tailor graphene layer deliberately introduce single carbon vacancy graphene monolayer grow surface investigate impact electronic structural magnetic property graphene layer low temperature scan tunneling microscopy study complement density functional theory existence broad electronic resonance fermi energy associate vacancy vacancy site reactive lead increase coupling graphene layer metal substrate point give rise rapid decay localized state quenching magnetic moment associate carbon vacancy free stand graphene layer', 'contrast diffusion behavior o f atom graphene bilayer graphene chemical modification graphene adatom importance nanoelectronic application base principle density functional theory calculation include van der waal interaction present comparative study diffusion characteristic oxygen o fluorine f atom graphene layer bilayer graphene find o f atom low bind energy layer bilayer graphene compare graphene interestingly calculated diffusion barrier o atom slightly increase ev graphene ev bilayer graphene f atom significantly decrease ev graphene ev bilayer graphene contrast behavior o f diffusion bilayer graphene trace different bonding nature o adatom strongly covalent bonding bridge site bond diffuse graphene layer slight interference layer f adatom weakly ionic bonding c atom easily diffuse hop graphene layer accept electron charge layer present finding important implication understand diffusion process f o atom graphene bilayer graphene']"
19,1519,19_quantum_circuit_qubit_gate,"['quantum', 'circuit', 'qubit', 'gate', 'algorithm', 'error', 'classical', 'code', 'computing', 'computer']","['quantum readout error mitigation deep learning quantum computing device inevitably subject error leverage quantum technology computational benefit practical application quantum algorithm protocol implement reliably noise imperfection noise imperfection limit size quantum circuit realize quantum device develop quantum error mitigation technique require extra qubit gate critical importance work present deep learning base protocol reduce readout error quantum hardware technique base train artificial neural network measurement result obtain experiment simple quantum circuit consist singe qubit gate neural network deep learning non linear noise correct possible exist linear inversion method advantage method exist method demonstrate quantum readout error mitigation experiment perform ibm qubit quantum device', 'dynamic hypergraph partition quantum circuit hybrid execution quantum algorithm offer exponential speedup classical algorithm range computational problem fundamental mechanism underlie quantum computation require development construction quantum computer device refer nisq noisy intermediate scale quantum device nisq device extremely limited qubit count suffer noise computation problem get bad size circuit increase limit practical use quantum computer modern day application paper focus utilize quantum circuit partition overcome inherent issue nisq device partition quantum circuit small subcircuit allow execution quantum circuit large fit quantum device previous approach quantum circuit partition approach differ work focus hardware aware partitioning optimal graph base partitioning multi processor architecture approach achieve success objective fail scale impact cost noise ultimate goal paper mitigate issue minimize important metric noise time cost achieve use dynamic partitioning practical circuit cutting advantage benefit hybrid execution classical computation alongside quantum hardware approach prove beneficial respect noise classical execution enable reduction noise reduction number qubit require case mixture classical quantum computation require', 'circuit centric quantum classifier current generation quantum computing technology quantum algorithm require limited number qubit quantum gate robust error suitable design approach variational circuit parameter gate learn approach particularly fruitful application machine learning paper propose low depth variational quantum algorithm supervised learning input feature vector encode amplitude quantum system quantum circuit parametrise single qubit gate single qubit measurement classify input circuit architecture ensure number learnable parameter poly logarithmic input dimension propose quantum classical training scheme analytical gradient model estimate run slightly adapt version variational circuit simulation circuit centric quantum classifier perform standard classical benchmark dataset require dramatically few parameter method evaluate sensitivity classification state preparation parameter noise introduce quantum version dropout regularisation provide graphical representation quantum gate highly symmetric linear layer neural network']"
20,1344,20_segmentation_image_medical_cancer,"['segmentation', 'image', 'medical', 'cancer', 'diagnosis', 'tumor', 'ct', 'dataset', 'deep', 'lesion']","['mix datum augmentation preserve foreground region medical image segmentation development medical image segmentation deep learning significantly support doctor diagnosis deep learning need large amount datum training require datum augmentation extend diversity prevent overfitting exist method datum augmentation medical image segmentation mainly base model need update parameter cost extra computing resource propose datum augmentation method design train high accuracy deep learning network medical image segmentation propose datum augmentation approach call keepmask keepmix create medical image well identify boundary organ parameter method achieve well performance obtain precise boundary medical image segmentation dataset dice coefficient method achieve high baseline chaos high baseline msd spleen unet', 'segment medical image medical image segmentation critical component clinical practice facilitate accurate diagnosis treatment planning disease monitoring exist method tailor specific modality disease type lack generalizability diverse spectrum medical image segmentation task present medsam foundation model design bridge gap enable universal medical image segmentation model develop large scale medical image dataset image mask pair cover imaging modality cancer type conduct comprehensive evaluation internal validation task external validation task demonstrate well accuracy robustness modality wise specialist model deliver accurate efficient segmentation wide spectrum task medsam hold significant potential expedite evolution diagnostic tool personalization treatment plan', 'spatial guide self supervise clustering network medical image segmentation segmentation medical image fundamental step automate clinical decision support system exist medical image segmentation method base supervised deep learning remain problematic reliance large amount label training datum medical imaging data repository continue expand commensurate increase annotate datum propose new spatial guide self supervise clustering network sgscn medical image segmentation introduce multiple loss function design aid group image pixel spatially connect similar feature representation iteratively learn feature representation cluster assignment pixel end end fashion single image propose context base consistency loss well delineate shape boundary image region enforce pixel belong cluster spatially close cluster centre evaluate method public medical image dataset compare exist conventional self supervise clustering method experimental result method accurate medical image segmentation']"
21,1280,21_bose_condensate_superfluid_einstein,"['bose', 'condensate', 'superfluid', 'einstein', 'trap', 'gas', 'vortex', 'bec', 'phase', 'interaction']","['vortex state density angular momentum couple bose einstein condensate motivate recent experiment theoretically study gas atomic boson confine elliptical harmonic trap form quasi dimensional atomic bose einstein condensate subject density dependent gauge potential realise effective density angular momentum coupling present exact thomas fermi solution allow identify stable regime parameter space model accompany numerical simulation reveal effect interplay rigid body density angular momentum coupling elliptically confine condensate vary strength gauge potential trap anisotropy explore superfluid state emerge different experimentally accessible geometry large rotation strength dense vortex lattice concentric vortex ring arrangement obtain', 'dynamic quantum phase transition ferromagnetic bose einstein condensate discuss dynamic slow quantum phase transition bose einstein condensate determine analytically scale property system magnetization verify numerical simulation dimensional model', 'trap bose einstein condensate finite temperature gas model simple picture describe result recent treatment partially condense dilute trap bose gas temperature t condensate wavefunction nearly identical condensate number condensate atom cloud non condensed atom describe statistical mechanic ideal bose gas combine potential magnetic trap cloud condensate interaction provide physical motivation result emerge hartree fock bogoliubov popov approximation explore implication future experiment']"
22,1214,22_group_subgroup_finite_finitely,"['group', 'subgroup', 'finite', 'finitely', 'abelian', 'automorphism', 'prove', 'free', 'class', 'action']","['conjugacy distinguish subgroup let nonempty class finite group close take subgroup homomorphic image extension subgroup abstract residually group say conjugacy conjugate hold image quotient group r prove group have normal free subgroup finitely generate subgroup conjugacy prove finitely generate subgroup limit group lyndon group certain relator group conjugacy distinguish class finite group', 'group structure family subset group binary operation set induce binary operation subset explore family subset group group induced operation refer family power group give group result serve characterize type group term power group particular consider power group group factor group subgroup case isomorphism prove precisely group element finite order provide example illustrate case process consider natural question identity element group belong identity element power group inverse element power group consist inverse element', 'group law free subgroup topological group prove permutation group different finite set different stabilizer satisfy group law locally compact topological group property finite subset group generate free subgroup derive consequence theorem thompson group weakly branch group automorphism group regular tree profinite group alternate composition factor unbounded degree']"
23,1076,23_element_mesh_method_numerical,"['element', 'mesh', 'method', 'numerical', 'scheme', 'galerkin', 'equation', 'discretization', 'finite', 'problem']","['multilevel correction method optimal control elliptic equation propose paper multilevel correction method solve optimal control problem constrain elliptic equation finite element method scheme solve optimization problem fine finite element space transform series solution linear boundary value problem multigrid method multilevel mesh series solution optimization problem coarse finite element space propose scheme instead solve large scale optimization problem fine finite element space solve series linear boundary value problem optimization problem low dimensional finite element space improve overall efficiency solution optimal control problem govern pde', 'conform dg method biharmonic equation polytopal mesh conform discontinuous galerkin finite element method introduce solve biharmonic equation method use discontinuous approximation keep simple formulation conform finite element method time ultra simple formulation method reduce programming complexity practice optimal order error estimate discrete norm establish correspond finite element solution error estimate norm derive sub optimal order convergence low order element optimal order convergence high order element numerical result present confirm theory convergence', 'error estimate second order lagrange galerkin moving mesh scheme dimensional convection diffusion equation new move mesh scheme base lagrange galerkin method approximation dimensional convection diffusion equation study mesh movement prescribe discretize dynamical system nodal point follow direction convection show restriction time increment mesh movement lead overlap element invalid mesh linear element optimal error estimate norm prove case order backward euler method second order step method time result base new estimate time dependent interpolation operator derive work preservation total mass verify choice time discretization numerical experiment present confirm error estimate demonstrate propose move mesh scheme circumvent limitation lagrange galerkin method fix mesh exhibit']"
24,1072,24_protein_drug_molecular_material,"['protein', 'drug', 'molecular', 'material', 'molecule', 'machine', 'prediction', 'gene', 'learning', 'structure']","['pgraphdta improve drug target interaction prediction protein language model contact map develop discover new drug complex resource intensive endeavor involve substantial cost time investment safety concern key aspect drug discovery involve identify novel drug target dt interaction exist computational method predict dt interaction primarily focus binary classification task aim determine dt pair interact protein ligand interaction exhibit continuum bind strength know bind affinity present persistent challenge accurate prediction study investigate technique employ drug target interaction dti prediction propose novel enhancement enhance performance approach include integration protein language model plm incorporation contact map information inductive bias current model extensive experimentation demonstrate propose approach outperform baseline model consider study present compelling case development direction anticipate insight gain work significantly narrow search space potential drug target specific protein accelerate drug discovery code datum pgraphdta available', 'structure base drug design geometric deep learning structure base drug design use dimensional geometric information macromolecule protein nucleic acid identify suitable ligand geometric deep learning emerge concept neural network base machine learning apply macromolecular structure review provide overview recent application geometric deep learning bioorganic medicinal chemistry highlight potential structure base drug discovery design emphasis place molecular property prediction ligand bind site pose prediction structure base de novo molecular design current challenge opportunity highlight forecast future geometric deep learning drug discovery present', 'contrastive representation learning protein structure learn protein structure gain wide interest protein modeling structural bioinformatics unfortunately number available structure order magnitude low training datum size commonly computer vision machine learning number reduce annotated protein structure consider make training exist model difficult prone fitting address challenge introduce new representation learn framework protein structure framework use unsupervised contrastive learning learn meaningful representation protein structure make use protein protein data bank representation solve large variety task protein function prediction protein fold classification structural similarity prediction protein ligand bind affinity prediction fine tune network pre train algorithm lead significantly improve task performance achieve new state art result task']"
25,1043,25_market_price_risk_portfolio,"['market', 'price', 'risk', 'portfolio', 'volatility', 'financial', 'stock', 'asset', 'return', 'option']","['multiplicative stochastic model time interval trade financial market stock price change financial market occur transaction analogy diffusion stochastic physical system analysis price change real market show long range correlation price fluctuation largely depend number transaction introduce multiplicative stochastic model time interval trade analyze spectral density correlation number transaction model reproduce spectral property real market explain mechanism power law distribution trading activity study provide evidence statistical property financial market enclose statistic time interval trade multiplicative stochastic diffusion serve consistent model statistic', 'replication financial derivative extreme market model give marginal black schole merton model mathematical model dynamic financial market include derivative investment instrument formula provide theoretical price estimate european style option model fundamental idea eliminate risk hedge option purchase sell underlie asset specific way replicate payoff option portfolio continuously trade underlie value time verify crucial restrictive assumption task market follow geometric brownian motion relax generalize way concept robust finance revolve develop model account uncertainty variation financial market martingale optimal transport adaptation optimal transport theory robust financial framework prominent direction paper consider market model arbitrarily underlying asset value observe arbitrarily time period demonstrate existence portfolio super hedge general path dependent derivative security term trade european option underlying portfolio replicate derivative payoff market model yield extremal price derivative give marginal distribution underlying mathematical term paper resolve question dual attainment multi period vectorial martingale optimal transport problem', 'remark asset pricing consider consumption base asset pricing model derive new modify basic pricing equation present successive approximation taylor series expansion investor utility average time interval linear quadratic taylor approximation derive new expression mean price mean payoff volatility skewness asset define maximum investor utility discuss market base origin price probability use volume weight average price vwap market base average price introduce market base price volatility use vwap result zero correlation price p trade volume derive correlation price p square trade volume square price volume predict market base price volatility forecast d statistical moment market trade value volume horizon']"
26,1000,26_privacy_federate_fl_client,"['privacy', 'federate', 'fl', 'client', 'private', 'learning', 'datum', 'federated', 'dp', 'attack']","['sqsgd locally private communication efficient federate learning federated learning fl technique train machine learning model decentralized datum source study fl local notion privacy constraint provide strong protection sensitive datum disclosure obfuscate datum leave client identify major concern design practical privacy preserve fl algorithm communication efficiency high dimensional compatibility develop gradient base learn algorithm call selective quantize stochastic gradient descent address concern proposed algorithm base novel privacy preserve quantization scheme use constant number bit dimension client improve base algorithm way apply gradient subsampling strategy simultaneously offer well training performance small communication cost fix privacy budget secondly utilize randomized rotation preprocesse step reduce quantization error thirdly adaptive gradient norm upper bind shrinkage strategy adopt improve accuracy stabilize training finally practicality propose framework demonstrate benchmark dataset experiment result sqsgd successfully learn large model like lenet resnet local privacy constraint addition fix privacy communication level performance sqsgd significantly dominate baseline algorithm', 'optimize local update federate learning reinforcement learning federated learning fl distribute framework collaborative model training large scale distribute datum enable high performance maintain client datum privacy nature model aggregation centralized server result performance drop presence non iid datum different client remark train client locally datum necessary benefit overall performance client paper devise novel framework leverage deep reinforcement learning drl agent select optimize datum necessary train client model overshare information server start awareness client performance drl agent utilize change training loss reward signal learn optimize training datum necessary improve client performance specifically aggregation round drl algorithm consider local performance current state output optimize weight class training datum round local training agent learn policy create optimize partition local training dataset fl round fl client utilize entire local training dataset enhance performance datum distribution mitigate non iid effect aggregation extensive experiment demonstrate train fl client algorithm result superior performance multiple benchmark dataset fl framework code available', 'privacy preserve self teach federate learning heterogeneous datum application scenario train machine learning model multiple participant federate learning fl propose enable joint training deep learning model local datum party reveal datum type fl method vertical fl category handle data source d space different feature space exist vertical fl method suffer limitation restrictive neural network structure slow training speed lack ability advantage datum unmatched id work propose fl method call self teach federate learning address aforementioned issue use unsupervised feature extraction technique distribute supervise deep learning task method latent variable transmit party model training privacy preserve store datum parameter activation weight bias locally extensive experiment perform evaluate demonstrate validity efficiency propose method']"
27,898,27_knot_link_homology_manifold,"['knot', 'link', 'homology', 'manifold', 'invariant', 'floer', 'hyperbolic', 'heegaard', 'genus', 'homotopy']","['conway classification alternate knot alternate knot link twist project sphere identify phase space hamiltonian dynamic system degree freedom saddle system correspond crossing edge correspond stable unstable manifold connect saddle face orient different sens determine direction manifold correspondence realize knot section degree freedom integrable dynamical system crossing correspond unstable orbit face foliate torus stable orbit associated matrix connect graph decompose permutation separation show unique knot link characteristic polynomial correspond knot link twist family explicitly compute term chebyschev polynomial classification rational knot formulate term derivative polynomial knot compute equal number crossing knot multiply number previously conway tabulation knot property lead classification knot exemplify family have ribbon subdivide family ribbon subfamily relate prime knot crossing', 'complete invariant orient knot construct complete invariant orient classical knot space value invariant knot set infinite invariant finite second finite set compute algorithmically knot diagram finite number step algorithm reveal knot number knot', 'knot floer homology twisted torus knot paper study knot floer homology subfamily twisted p torus knot q mod specifically classify knot subfamily admit l space surgery calculation use fact knot knot admit genus heegaard diagram']"
28,850,28_blockchain_security_protocol_attack,"['blockchain', 'security', 'protocol', 'attack', 'transaction', 'secure', 'privacy', 'user', 'iot', 'trust']","['usage permissione blockchain architecture big datum electronic medical record advent blockchain technology multiple research avenue platform dialogue open technology transfer pubic implement regular public access use secure decentralized software blockchain solution till date deal financial application monetary transaction helpful accessible general public especially low level financial society medi chain people medical blockchain usable desktop application interface make use cut edge blockchain technology bft consensus protocol ensure highly secure private medical datum record paper aim bring change blockchain service perceive adoption new technology largely base usability ease adoption', 'tiramisu layer consensus protocol scalable secure blockchain cryptocurrencie poise revolutionize modern economy democratize commerce currency operate blockchain base distribute ledger exist permissionless blockchain base protocol offer unparalleled benefit like decentralization anonymity transparency protocol suffer performance hinder widespread adoption particular high time finality low transaction rate replace centralized payment system visa network permissione blockchain protocol offer attractive performance guarantee consider suitable deploy decentralized cryptocurrencie centralized nature researcher develop multi layered blockchain protocol combine permissione permissionless blockchain protocol achieve high performance decentralization key idea exist layered blockchain protocol literature divide blockchain operation layer use different type blockchain protocol manage layer work come assumption honest majority accurately reflect real world participant self interested rational assumption render protocol susceptible security threat real world highlight literature focus explore game theoretic attack protocol generalize layered approach take exist protocol literature present framework analyze system bar model provide generalized game theoretic analysis protocol analysis identify critical system parameter require distribute ledger secure operation realistic setting', 'recent advance blockchain application blockchain emerge decentralize data collection sharing storage technology provide abundant transparent secure tamper proof secure robust ledger service real world use case recent year witness notable development blockchain technology blockchain adopt application exist survey limit scope particular issue blockchain application hard depict general picture current giant blockchain ecosystem paper investigate recent advance blockchain technology active research topic real world application review recent development consensus mechanism storage mechanism general blockchain system extensive literature conduct blockchain enable iot edge computing federate learning emerge application include healthcare pandemic social network supply chain detailed specific research topic discuss finally discuss future direction challenge opportunity academia industry']"
29,847,29_solution_elliptic_equation_boundary,"['solution', 'elliptic', 'equation', 'boundary', 'existence', 'regularity', 'problem', 'dirichlet', 'positive', 'prove']","['existence summability solution nonlinear x elliptic equation measurable coefficient prove existence result solution class nonlinear degenerate elliptic equation measurable coefficient zero dirichlet boundary condition main term give nonlinear operator divergence form associate family vector field satisfy inequality doubling condition furthermore prove solution satisfy generalization result hold solution leray lion type equation', 'symmetry solution semilinear elliptic equation singular nonlinearitie consider positive solution singular semilinear elliptic equation bounded smooth domain zero dirichlet boundary condition provide weak strong maximum principle solution allow deduce symmetry monotonicity property solution move plane method', 'existence multiplicity solution critical kirchhoff type elliptic equation logarithmic perturbation paper interested following critical kirchhoff type elliptic equation logarithmic perturbation bounded domain smooth boundary parameter critical sobolev exponent presence nonlocal term critical nonlinearity logarithmic term prevent apply straightforward way classical critical point theory geometry structure energy functional change space dimension varie crucial influence existence solution problem basis careful analysis structure energy functional existence multiplicity result obtain variational method precisely problem admit local minimum solution ground state solution sequence solution converge existence infinitely solution obtain problem admit local minimum solution negative energy sufficient condition derive local minimum solution ground state solution']"
30,832,30_gene_population_specie_phylogenetic,"['gene', 'population', 'specie', 'phylogenetic', 'cell', 'mutation', 'tree', 'fitness', 'evolutionary', 'genetic']","['entropy rate multidimensional moran process generalization interrelationship fundamental biological process natural selection mutation stochastic drift quantify entropy rate moran process mutation measure long run variation markov process entropy rate show behave intuitively respect evolutionary parameter monotonicity respect mutation probability neutral landscape relative fitness strength selection strict upper bound depend number replicate type entropy rate give neutral fitness landscape attain maximum large population limit additional limit compute include small mutation weak strong selection large population hold parameter constant reveal individual contribution dependence evolutionary parameter long run outcome process', 'stochastic population dynamic spatially extend predator prey system spatially extend population dynamic model incorporate intrinsic noise serve case study role fluctuation correlation biological system include spatial structure stochastic noise predator prey competition invalidate deterministic lotka volterra picture neutral population cycle stochastic model yield long live erratic population oscillation stem resonant amplification mechanism spatially extend predator prey system observe noise stabilize activity persistent correlation fluctuation induce renormalization oscillation parameter analyze perturbatively critical dynamic non equilibrium relaxation kinetic predator extinction threshold characterize direct percolation universality class spatial environmental variability result localize patch enhance specie density affix variable rate individual particle allow trait inheritance subject mutation induce fast evolutionary dynamic rate distribution stochastic spatial variant cyclic competition rock paper scissor interaction illustrate connection population dynamic evolutionary game theory demonstrate space help maintain diversity dimension species cyclic competition model leonard type characterize emergence spiral pattern property elucidate mapping complex ginzburg landau equation extension general food network classify mean field level provide fundamental understanding ensue cooperativity emergence alliance novel space time pattern emerge result formation compete alliance coarsen domain incorporate rock paper scissor competition game', 'estimation phylogenetic tree gene sequence datum phylogenetic tree important way bioinformatics find evolutionary relationship biological specie research propose model describe estimation phylogenetic tree give set datum estimate phylogenetic tree certain necessary step consider gene sequence useful datum resource estimate relationship specie molecular level research approach create fusion exist model estimation phylogenetic tree population base meta heuristic approach genetic algorithm ncbi entrez database acquisition gene sequence datum modular parallel approach apply handle dataset efficiently paper illustrate propose model create independent platform phylogenetic tree estimation exist benchmark approach tree population population base meta heuristic search technique find good possible phylogenetic tree estimation give set gene sequence datum']"
31,828,31_algebra_lie_module_superalgebra,"['algebra', 'lie', 'module', 'superalgebra', 'hopf', 'subalgebra', 'affine', 'algebras', 'irreducible', 'representation']","['commutative post lie algebra structure nilpotent lie algebra poisson algebras explicit description commutative post lie algebra structure class nilpotent lie algebra non metabelian filiform nilpotent lie algebra lie algebra strictly upper triangular matrix cpa structure associative induce associated poisson admissible algebra', 'nilpotent decomposition solvable lie algebra semisimple lie algebra completely classify cartan killing levi theorem state finite dimensional lie algebra isomorphic semidirect sum large solvable ideal semisimple lie algebra focus classification solvable lie algebra main challenge lie algebra research approach task class nilpotent lie algebra construct extension algebra solvable one paper propose approach decompose solvable nonnilpotent lie algebra nilpotent lie algebra call left right nilpotent algebra solvable algebra right nilpotent algebra small ideal low central series solvable algebra left nilpotent algebra factor algebra solvable algebra right nilpotent algebra solvable algebra decomposable left nilpotent algebra abelian algebra dimension high right algebra abelian algebra dimension solvable algebra isomorphic left nilpotent algebra heisenberg algebras fix dimension right algebra abelian algebras dimension', 'infinite dimensional lie algebra connection harish chandra module paper construct kind infinite dimensional lie algebra give commutative associative algebra canonical nambu lie algebra relate inner derivation algebra witt algebra study regular representation lie algebra natural representation inner derivation algebra particular second kind lie algebra find regular representation harish chandra module inner derivation algebra rise intermediate series module witt algebra contain small toroidal lie algebra center']"
32,825,32_flow_turbulence_turbulent_reynold,"['flow', 'turbulence', 'turbulent', 'reynold', 'flame', 'velocity', 'convection', 'vortex', 'scale', 'fluid']","['periodic motion represent isotropic turbulence temporally periodic solution extract numerically force box turbulence high symmetry unstable small perturbation find forward integration capture newton raphson iteration periodic flow period identify micro scale reynold number statistical property periodic flow compare turbulent flow find long period time large eddy turnover time turbulence exhibit behaviour quantitatively turbulent flow particular compare energy spectrum reynold number dependence energy dissipation rate pattern energy cascade process magnitude large lyapunov exponent periodic motion consist high activity low activity period turbulence approach low activity rate eddy turnover time reference periodic motion kaplan york dimension kolmogorov sinai entropy turbulence high symmetry estimate respectively significance periodic solution embed turbulence turbulence analysis discuss', 'ultimate turbulent taylor couette flow flow structure strongly turbulent taylor couette flow reynold number inner cylinder experimentally examine high speed particle image velocimetry piv wind reynold number turbulent taylor vortex flow find scale exactly predict ultimate turbulence regime boundary layer turbulent dimensionless angular velocity flux effective scaling correspondence turbulence ultimate regime scaling confirm local angular velocity flux measurement extract high speed piv measurement flux show huge fluctuation spatial temporal average nicely agree result global torque measurement', 'critical layer model turbulent pipe flow model base description scaling radial location turbulent fluctuation turbulent pipe flow present illuminate scale behaviour large scale motion model derive treat nonlinearity perturbation equation involve reynold stress unknown forcing yield linear relationship velocity field response nonlinearity assume small perturbation examine propagate mode permit comparison result experimental datum identify steady component velocity field vary wall normal direction turbulent mean profile optimal force shape give large velocity response assume lead mode dominant observe turbulent pipe flow investigation amplified velocity response give wavenumber frequency combination reveal critical layer like behaviour reminiscent neutrally stable solution orr sommerfeld equation linearly unstable flow distinct region flow influence viscosity important identify wall layer scale critical layer propagation velocity equal local mean velocity scale pipe flow framework appear consistent scaling result wall turbulence reveal mechanism effect viscosity extend immediate vicinity wall']"
33,814,33_visual_video_image_multimodal,"['visual', 'video', 'image', 'multimodal', 'text', 'language', 'caption', 'vision', 'captioning', 'task']","['visual question answer video quality assessment advent proliferation large multi modal model lmms introduce new paradigm computer vision transform task unified visual question answer framework video quality assessment vqa classic field low level visual perception focus initially quantitative video quality scoring drive advance lmms progress holistic visual quality understanding task recent study image domain demonstrate visual question answer vqa markedly enhance low level visual quality evaluation relate work explore video domain leave substantial room improvement address gap introduce instruction dataset visual question answer instruction dataset focus video quality assessment dataset consist subset cover video type contain instruction question answer pair leverage foundation present series model series model interleave visual motion token enhance perception spatial temporal quality detail video conduct extensive experiment video quality scoring understanding task result demonstrate model achieve excellent performance task notably final model assistant exceed renowned visual quality understand task maintain strong competitiveness quality scoring task work provide foundation feasible approach integrate low level video quality assessment understanding lmms', 'powerful language model unlock rich visual representation clip foundational multimodal model align image text feature share representation space contrastive learning large scale image text pair effectiveness primarily stem use natural language rich supervision motivate remarkable advancement large language model llm work explore llm superior text understanding extensive open world knowledge enhance clip capability especially processing long complex image caption propose efficient post training strategy integrate llm pretraine clip address challenge pose autoregressive nature llm introduce caption caption contrastive fine tuning framework significantly enhance discriminative quality llm output extensive experiment demonstrate approach outperform lora base method achieve nearly fourfold fast training superior performance furthermore validate substantial improvement state art model clip zero shot multimodal retrieval task cross lingual retrieval task multimodal language model pretraine', 'generate image multimodal language model propose method fuse frozen text large language model llm pre train image encoder decoder model mapping embed space model demonstrate wide suite multimodal capability image retrieval novel image generation multimodal dialogue approach capable conditioning arbitrarily interleave image text input generate coherent image text output achieve strong performance image generation propose efficient mapping network ground llm shelf text image generation model mapping network translate hide representation text embed space visual model enable leverage strong text representation llm visual output approach outperform baseline generation model task long complex language addition novel image generation model capable image retrieval prespecified dataset decide retrieve generate inference time learn decision module condition hidden representation llm model exhibit wide range capability compare prior multimodal language model process image text input produce retrieve image generate image generate text outperform non llm base generation model text image task measure context dependence']"
34,813,34_code_software_developer_bug,"['code', 'software', 'developer', 'bug', 'llm', 'project', 'vulnerability', 'test', 'language', 'development']","['survey bug ai generate code developer widely ai code generation model aim increase productivity efficiency quality concern ai generate code generate code produce model train publicly available code know contain bug quality issue issue cause trust maintenance challenge development process quality issue associate ai generate code report include bug defect finding scatter lack systematic summary comprehensive review currently lack reveal type distribution error possible remediation strategy correlation specific model paper systematically analyze exist ai generate code literature establish overall understanding bug defect generate code provide reference future model improvement quality assessment aim understand nature extent bug ai generate code provide classification bug type pattern present code generate different model discuss possible fix mitigation strategy adopt eliminate bug generate code', 'trust code copilot evaluate large language model code security perspective code security usability essential cod assistant application drive large language model llm current code security benchmark focus solely single evaluation task paradigm code completion generation lack comprehensive assessment dimension like secure code generation vulnerability repair discrimination paper propose cov eval multi task benchmark cover task code completion vulnerability repair vulnerability detection classification comprehensive evaluation llm code security develop vc judge improved judgment model align closely human expert review llm generate program vulnerability efficient reliable way conduct comprehensive evaluation proprietary open source llm overall llm identify vulnerable code tend generate insecure code struggle recognize specific vulnerability type perform repair extensive experiment qualitative analysis reveal key challenge optimization direction offer insight future research llm code security', 'survey evaluate large language model code generation task paper provide comprehensive review current method metric evaluate performance large language model llm code generation task rapid growth demand automate software development llm demonstrate significant potential field code generation paper begin review historical development llm application code generation detail method metric assess code generation capability llm include code correctness efficiency readability evaluation method base expert review user experience paper evaluate widely benchmark dataset identify limitation propose direction future improvement specifically paper analyze performance code generation model different task combine multiple evaluation metric code compilation interpretation success rate unit test pass rate performance efficiency metric comprehensively assess practical application llm code generation finally paper discuss challenge face evaluate llm code generation particularly ensure comprehensiveness accuracy evaluation method adapt evolve practice software development analysis discussion provide valuable insight optimize improve application llm code generation task']"
