Topic,Count,Name,Representation,Representative_Docs
54,909,54_algebra_lie_baxter_superalgebra,"['algebra', 'lie', 'baxter', 'superalgebra', 'rota', 'module', 'algebras', 'subalgebra', 'hopf', 'affine']","['extend algebra pre lie algebra post lie algebra companion structure extended rota baxter algebra common theme splitting operation notion algebra pre lie algebra post lie algebra attract sustained attention broad application important aspect study derive structure rota baxter operator associative lie algebra paper introduce extended version algebra pre lie algebra post lie algebra establish close relation new structure generalize classical counterpart new structure derive extend rota baxter operator combine standard rota baxter operator modify rota baxter operator characterize new notion derive structure extended rota baxter algebra define binary quadratic operad companion operad nontrivial unary operation extended algebra show binary quadratic nonsymmetric operad companion operad extend rota baxter algebra key ingredient achieve right free extend rota baxter algebra construct bracketed word', 'module lie algebra give non negative integer study different notion lie algebra non abelian product lie algebra relate module inner second lie algebra version group propose elli', 'dimensional lie algebra pre lie algebra paper explicitly determine respect adjoint representation dimensional complex lie algebra furthermore provide induced pre lie algebra structure correspond solution lie classical yang baxter equation dimensional lie algebras']"
55,908,55_quantum_circuit_classical_machine,"['quantum', 'circuit', 'classical', 'machine', 'qml', 'qnn', 'learning', 'neural', 'kernel', 'qubit']","['quantum convolutional neural network hybrid quantum classical approach iris dataset classification paper present hybrid quantum classical machine learning model classification task integrate qubit quantum circuit classical neural network quantum circuit design encode feature iris dataset angle embed entangle gate capture complex feature relationship difficult classical model model term quantum convolutional neural network qcnn train epoch achieve perfect accuracy iris dataset test set epoch result demonstrate potential quantum enhance model supervised learning task particularly efficiently encode processing datum quantum resource detail quantum circuit design parameterized gate selection integration quantum layer classical neural network component work contribute grow body research hybrid quantum classical model applicability real world dataset', 'vqe generate quantum circuit dataset machine learning quantum machine learning potential computationally outperform classical machine learning clear actually valuable practical problem artificial scenario show certain quantum machine learn technique advantageous compare classical counterpart evidence suggest quantum machine learning surpass conventional approach deal standard classical dataset mnist dataset contrast deal quantum datum quantum state circuit task benefit quantum method important develop practically meaningful quantum dataset expect quantum method superior paper propose machine learning task likely soon arise real world clustering classification quantum circuit provide dataset quantum circuit optimize variational quantum eigensolver utilize common type hamiltonian condense matter physic range qubit apply different ansatz vary depth range generate quantum circuit dataset distinct class contain sample dataset easily learn quantum method particular demonstrate successful classification dataset real qubit device available ibmq provide setting elementary dataset quantum machine learning expect beneficial hope encourage ease advancement field', 'learn optimize quantum neural network gradient quantum machine learning emerge sub field machine learning goal perform pattern recognition task encode datum quantum state extension classical quantum domain possible development hybrid quantum classical algorithm allow parameterized quantum circuit optimize gradient base algorithm run classical computer similarity training hybrid algorithm classical neural network lead development quantum neural network qnns current training regime qnn gradient objective function compute quantum device computation highly non scalable affect hardware sampling noise present current generation quantum hardware paper propose training algorithm rely gradient information specifically introduce novel meta optimization algorithm train optimizer network output parameter quantum circuit objective function minimize empirically theoretically achieve well quality minima few circuit evaluation exist gradient base algorithm different dataset']"
56,903,56_segmentation_object_semantic_vocabulary,"['segmentation', 'object', 'semantic', 'vocabulary', 'detection', 'label', 'coco', 'camouflage', 'mask', 'image']","['sim semantic aware instance mask generation box supervise instance segmentation weakly supervise instance segmentation bound box annotation recently attract research attention current effort leverage low level image feature extra supervision explicitly exploit high level semantic information object ineffective foreground object similar appearance background object nearby propose new box supervise instance segmentation approach develop semantic aware instance mask sim generation paradigm instead heavily rely local pair wise affinity neighboring pixel construct group category wise feature centroid prototype identify foreground object assign semantic level pseudo label consider semantic aware prototype distinguish different instance semantic propose self correction mechanism rectify falsely activate region enhance correct one furthermore handle occlusion object tailor copy paste operation weakly supervise instance segmentation task augment challenge training datum extensive experimental result demonstrate superiority propose sim approach state art method source code', 'clip language guide self supervise semantic segmentation exist semantic segmentation approach limit costly pixel wise annotation predefine class work present clip leverage self supervise pixel representation learning vision language model enable semantic segmentation task unsupervised transfer learning language drive segmentation human annotation unknown class information learn pixel embedding pixel segment contrastive learning different augmented view image improve pixel embedding enable language drive semantic segmentation design type consistency guide vision language model embed consistency align pixel embedding joint feature space pre train vision language model clip semantic consistency force model prediction clip set carefully design target class known unknown prototype clip enable new task class free semantic segmentation unknown class information need training result approach show consistent substantial performance improvement popular benchmark compare state art unsupervised language drive semantic segmentation method importantly method outperform method unknown class recognition large margin', 'data drive unsupervised semantic segmentation pre train self supervise vision transformer successive proposal self supervise training scheme continue emerge take step close develop universal foundation model process unsupervised downstream task recognize evaluation method validate quality visual feature learn self supervise training scheme unsupervised dense semantic segmentation explore downstream task utilize evaluate quality semantic information introduce patch level feature representation self supervise training vision transformer paper propose novel data drive approach unsupervised semantic segmentation downstream task generate semantically consistent dense pseudo annotate segmentation mask unlabeled image dataset visual prior synchronize datum compare pseudo annotated segmentation mask ground truth mask evaluate recent self supervise training scheme learn share semantic property patch level discriminative semantic property segment level finally evaluate exist state art self supervise training scheme propose downstream task good version outperform exist state art method unsupervised dense semantic segmentation task miou pixel accuracy suim dataset achieve competitive level accuracy large scale complex dataset coco dataset']"
57,875,57_memory_gpu_cache_cpu,"['memory', 'gpu', 'cache', 'cpu', 'cxl', 'hardware', 'performance', 'mpi', 'hpc', 'risc']","['efficiency scalability fully resolve fluid particle simulation heterogeneous cpu gpu architecture current supercomputer heterogeneous architecture cpu gpus time numerical simulation task frequently involve multiphysic scenario component run different hardware multiple reason architectural requirement pragmatism etc lead naturally software design different simulation module map different subsystem heterogeneous architecture present detailed performance analysis hybrid way couple simulation fully resolve particle laden flow eulerian representation flow utilize gpu lagrangian model particle run cpus roofline model employ predict node level performance lattice boltzmann base fluid simulation reach good performance single gpu furthermore gpu gpu communication large scale flow simulation result moderate slowdown efficiency cuda aware mpi communication combine communication hiding technique gpu parallel efficiency achieve flow simulation good performance characteristic integration stiff lagrangian particle system require frequent cpu cpu communication bottleneck additionally special attention pay cpu gpu communication overhead essential couple particle flow simulation thank problem aware co partition cpu gpu communication overhead find negligible lesson learn development criterion postulate hybrid implementation meet efficient use heterogeneous supercomputer additionally priori estimate speedup hybrid implementation suggest', 'harness integrate cpu gpu system memory hpc look grace hopper memory management discrete cpu gpu physical memory traditionally achieve explicit gpu allocation datum copy unified virtual memory grace hopper superchip time support integrate cpu gpu system page table hardware level addressing system allocate memory cache coherent nvlink interconnect bring alternative solution enable unified memory system work provide depth study system memory management grace hopper superchip memory memory oversubscription scenario provide suite representative application include qiskit quantum compute simulator system memory manage memory memory utilization profiler hardware counter quantify characterize impact integrate cpu gpu system page table gpu application study focus touch policy page table entry initialization page size page migration identify practical optimization strategy different access pattern result new solution unified memory system allocate memory benefit use case minimal porting effort', 'python base flow solver numerical simulation immerse boundary method single gpus present efficient implementation run dimensional numerical simulation fluid structure interaction problem single gpu base nvidia cuda numba python incompressible flow move body solve framework implementation immerse boundary method tailor gpu different gpu grid architecture exploit optimize overall performance target single gpu avoid gpu cpu gpu gpu communication bottleneck simulation datum global memory gpu provide detail numerical methodology implementation algorithm gpu memory management critical single gpu implementation additionally verify result compare analogous cpu base parallel solver assess satisfactorily efficiency code term relative compute time different operation scaling cpu code compare single gpu case overall test single gpu code time fast cpu solver peak performance cpu core speedup mainly come change method solution linear system equation speedup section algorithm equivalent cpu gpu implementation modest speedup computation non linear term finally showcase performance new gpu implementation application interest external flow bioinspire aerodynamic internal flow cardiovascular flow demonstrate strong scaling code different gpu card single double precision']"
58,872,58_random_walk_percolation_tree,"['random', 'walk', 'percolation', 'tree', 'brownian', 'process', 'vertex', 'probability', 'graph', 'branching']","['self switch random walk random graph feel phase transition study random walk random graph time random walk return starting point edge probability independently sample accord priori measure random graph sample accord edge probability edge probability depend size graph dense case proportion time random walk spend different value occupation measure converge priori measure go infinity interestingly sparse case occupation measure converge limit measure density function survival probability poisson branching process limit measure support supercritial value random graph show self witch random walk detect phase transition', 'speed random walk supercritical gaussian free field percolation regular tree paper study random walk supercritical branching process uncountable unbounded set type support tree cluster root level set gaussian free field gff arbitrary value value percolation threshold particular infinite positive probability condition infinite simple random walk ballistic law large number donsker theorem speed design renewal construction withstand long range dependency structure tree allow translate underlie ergodic property regularity estimate random walk', 'linearly edge reinforce random walk thesis examine linearly edge reinforce random walk infinite tree particular recurrence transience random walk general fix tree galton watson tree random tree characterize show relate branch number tree call reinforcement parameter phase transition transience recurrence take place critical parameter value tool random walk random environment introduce know result repeat detailed proof result quasi independent percolation prove product finally edge reinforce random walk z existence kind stationary limit distribution finite moment show']"
59,862,59_bose_superfluid_condensate_vortex,"['bose', 'superfluid', 'condensate', 'vortex', 'einstein', 'gas', 'droplet', 'dipolar', 'supersolid', 'trap']","['generate function quantum depletion bose einstein condensate consider bose gas unit torus zero temperature gross pitaevskii regime know perform bose einstein condensation macroscopic fraction boson occupy quantum state call condensate study bose gas quantum depletion number boson outside condensate derive explicit asymptotic formula generating function prove upper bound tail quantum depletion', 'exponential decay number excitation weakly interact bose gas consider trap boson mean field limit couple constant ground state system exhibit bose einstein condensation prove probability find particle outside condensate wave function decay exponentially', 'vortex dipolar bose einstein condensate quantize vortex hallmark superfluidity seek observable feature new superfluid system follow recent experimental observation vortex bose einstein condensate comprise atom inherent long range dipole dipole interaction nat phy thoroughly investigate vortex property dimensional dominantly dipolar regime mean field effect crucial stability investigate interplay trap geometry magnetic field tilt angle']"
60,847,60_quantum_qaoa_optimization_algorithm,"['quantum', 'qaoa', 'optimization', 'algorithm', 'qubo', 'problem', 'circuit', 'classical', 'annealing', 'solve']","['step qaoa enhance quantum optimization decompose k hot constraint qubo formulation quantum approximate optimization algorithm qaoa show promise solve combinatorial optimization problem leverage quantum computational power propose simple approach step qaoa aim improve effectiveness qaoa decompose problem k hot encoding qubo quadratic unconstrained binary optimization formulation identify separate problem stage transform soft constraint hard constraint simplify generation initial condition enable efficient optimization method particularly beneficial tackle complex societal problem involve intricate constraint structure', 'variational quantum algorithm combinatorial optimization promise quantum computing address complex problem require high computational resource long hinder intrinsic demanding requirement quantum hardware development nonetheless current state quantum computing denominate noisy intermediate scale quantum nisq era introduce algorithm method able harness computational power current quantum computer advantage classical computer refer quantum advantage achieve quantum advantage particular relevance combinatorial optimization domain imply solve np hard optimization problem combinatorial problem highly relevant practical application area operation research resource allocation problem quantum computing method variational quantum algorithms vqa emerge strong candidate reach practical applicability nisq system paper explore current state recent development vqas emphasize applicability combinatorial optimization identify quantum approximate optimization algorithm qaoa lead candidate problem furthermore implement qaoa circuit vary depth solve maxcut problem graph node demonstrate potential challenge vqas practical optimization task release code dataset optimize circuit parameter', 'quantum approximate optimization learning base adaptive optimization combinatorial optimization problem ubiquitous computationally hard solve general quantum approximate optimization algorithm qaoa representative quantum classical hybrid algorithm design solve combinatorial optimization problem transform discrete optimization problem classical optimization problem continuous circuit parameter qaoa objective landscape notorious pervasive local minima viability significantly rely efficacy classical optimizer work design double adaptive region bayesian optimization darbo qaoa numerical result demonstrate algorithm greatly outperform conventional optimizer term speed accuracy stability address issue measurement efficiency suppression quantum noise conduct optimization loop superconducte quantum processor proof concept work help unlock power qaoa pave way achieve quantum advantage practical classical task']"
61,833,61_emotion_recognition_emotional_facial,"['emotion', 'recognition', 'emotional', 'facial', 'speech', 'expression', 'multimodal', 'ser', 'fer', 'modality']","['multi modal emotion recognition text speech video pretraine transformer complex nature human emotion diversity emotion representation method human emotion recognition challenging field research input modality text audio speech video employ generate multimodal feature vector generate feature modality pre train transformer model fine tuning utilize modality transformer model transfer learn extract feature emotional structure feature fuse emotion recognition perform classifier select appropriate fusion method classifi feature level decision level fusion technique experiment ultimately good model combine feature level fusion concatenate feature vector classification support vector machine iemocap multimodal dataset achieve accuracy keyword multimodal emotion recognition iemocap self supervise learning transfer learning transformer', 'empirical study improvement speech emotion recognition multimodal speech emotion recognition aim detect speaker emotion audio text prior work mainly focus exploit advanced network model fuse different modality information facilitate performance neglect effect different fusion strategy emotion recognition work consider simple important problem fuse audio text modality information helpful multimodal task propose multimodal emotion recognition model improve perspective loss empirical result method obtain new state art result iemocap dataset depth analysis explain improved model achieve improvement outperform baseline', 'self supervise pre training speech emotion representation propose universal speech emotion representation model pre train open source unlabeled emotion datum self supervise online distillation combine utterance level loss frame level loss pre training outperform state art pre train universal model emotion specialist model train linear layer speech emotion recognition task mainstream iemocap dataset addition show consistent improvement different language speech emotion recognition dataset show excellent result emotion task song emotion recognition emotion prediction conversation sentiment analysis comparison experiment ablation experiment visualization comprehensively demonstrate universal capability propose good knowledge universal representation model emotion relate task fill gap field']"
62,832,62_control_controller_mpc_disturbance,"['control', 'controller', 'mpc', 'disturbance', 'system', 'predictive', 'nonlinear', 'safety', 'stability', 'constraint']","['recede constraint model predictive control learn approximate control invariant set recent year advanced model base data drive control method unlock potential complex robotic system expect trend continue exponential rate near future ensure safety advanced control method remain challenge know tool controller model predictive controller reinforcement learn policy safe call control invariant set safe set unfortunately nonlinear system set exactly compute general numerical algorithms exist compute approximate control invariant set classic theoretic control method break set exact paper present recent effort address issue present novel model predictive control scheme guarantee recursive feasibility safety weak assumption classic method particular recursive feasibility guarantee make safe set constraint backward horizon assume set satisfie condition weak control invariance safety instead guarantee weak assumption safe set trigger safe task abortion strategy risk constraint violation detect evaluate approach simulate robot manipulator empirically demonstrate lead constraint violation state art approach retain reasonable performance term tracking cost number complete task computation time', 'learn soft constrain mpc value function efficient mpc design implementation provide stability safety guarantee model predictive control mpc apply safety critical control problem provide closed loop safety performance guarantee implementation mpc controller require solve optimization problem sampling instant challenge execute embed hardware address challenge propose framework combine tighten soft constrain mpc formulation supervised learning approximate mpc value function combination enable obtain corresponding optimal control law implement efficiently embed platform framework ensure stability constraint satisfaction nonlinear system design effort similar nominal mpc propose formulation provide input state stability iss respect approximation error value function furthermore prove value function correspond soft constrain mpc problem lipschitz continuous lipschitz continuous system optimal control law discontinuous serve purpose allow relate approximation error sufficiently large constraint tightening obtain constraint satisfaction guarantee second pave way efficient supervised learning procedure obtain continuous value function approximation demonstrate effectiveness method nonlinear numerical example', 'stability performance analysis model predictive control uncertain linear system model mismatch pose challenge model base controller design paper investigate model predictive control mpc uncertain linear system input constraint focus stability closed loop infinite horizon performance uncertainty arise parametric mismatch true estimate system matrix frobenius norm examine simple mpc controller exclusively use estimate system model establish sufficient condition mpc controller stabilize true system derive theoretical performance bind base relaxed dynamic programming elucidate impact prediction horizon model error suboptimality gap mpc controller oracle infinite horizon optimal controller knowledge true system simulation numerical example validate theoretical result theoretical analysis offer guideline obtain desire modeling accuracy choose proper prediction horizon develop certainty equivalent mpc controller uncertain linear system']"
63,827,63_control_trajectory_planning_quadrotor,"['control', 'trajectory', 'planning', 'quadrotor', 'path', 'robot', 'obstacle', 'controller', 'aerial', 'flight']","['resc reinforcement learn base search control framework quadrotor local planning dense environment agile flight complex environment pose significant challenge current motion planning method fail fully leverage quadrotor dynamic potential lead performance failure reduce efficiency aggressive approach frequently decouple trajectory optimization control generation neglect dynamic limit ability generate aggressive feasible address challenge introduce enhance search control planning framework integrate visibility path search reinforcement learning rl control generation directly account dynamic bridge gap planning method extract control point collision free path propose heuristic search refine rl policy generate low level control command quadrotor controller utilize reduced dimensional obstacle observation efficient inference lightweight neural validate framework simulation real world experiment demonstrate improve time efficiency dynamic maneuverability compare exist method confirm robustness applicability', 'model predictive control optimal motion planning unmanned aerial vehicle motion planning essential process navigation unmanned aerial vehicle uavs need adapt obstacle different structure operating environment reach goal paper present optimal motion planner uavs operate unknown complex environment motion planner receive point cloud datum local range sensor convert voxel grid represent surround environment local trajectory guide uav goal generate base voxel grid trajectory optimize model predictive control mpc enhance safety speed smoothness uav operation optimization carry definition cost function constraint take account uav dynamic requirement number simulation comparison state art method conduct complex environment obstacle evaluate performance method result method provide short smoother trajectory fast stable speed profile energy efficient make suitable uav application', 'sandwich approach motion planning control paper develop new approach robot motion planning control obstacle laden environment inspire fundamental fluid mechanic motion planning propose novel transformation motion space arbitrary obstacle random size shape obstacle free planning space geodesically vary distance constrained transition obtain robot desire trajectory search uniform grid distribute planning space implement search planning space generate short path compare exist search motion space trajectory tracking propose mpc base trajectory tracking control linear equality inequality safety constraint enforce safety requirement planning control']"
64,819,64_qkd_quantum_key_protocol,"['qkd', 'quantum', 'key', 'protocol', 'secure', 'security', 'secret', 'cryptography', 'encryption', 'cryptographic']","['efficient secure quantum classical communication network rapid advancement quantum technology call design deployment quantum safe cryptographic protocol communication network primary approach achieve quantum resistant security quantum key distribution qkd post quantum cryptography pqc offer unique advantage drawback practical implementation work introduce pro con protocol explore combine achieve high level security improve performance key distribution hope discussion inspire research design hybrid cryptographic protocol quantum classical communication network', 'experimental implementation distribute phase reference quantum key distribution protocol quantum cryptography consider promising technology promise unconditional security recent year rigorous work experimental realization quantum key distribution qkd protocol realize secure network qkd protocol coherent way differential phase shift qkd protocol undergo rapid experimental development ease experimental implementation present available technology work experimentally realize optical fiber base coherent way differential phase shift qkd protocol telecom wavelength protocol belong class protocol name distribute phase reference protocol weak coherent pulse encode information analyze key rate respect different parameter distance disclose rate compression ratio detector dead time', 'security differential phase shift qkd explicit individual attack quantum key distribution qkd know unconditionally secure principle quantify security qkd protocol practical standpoint continue remain important challenge focus phase base qkd protocol characterize security n pulse differential phase shift quantum key distribution dps qkd protocol individual attack particular focus minimum error discrimination med clone attack obtain correspond shrink factor sift key need shrink order secure key compare secure key rate obtain known low bound general individual attack departure theoretical low bound explicit attack strategy work provide practical assessment security phase base protocol base attack know implementation']"
65,817,65_series_forecasting_time_multivariate,"['series', 'forecasting', 'time', 'multivariate', 'forecast', 'imputation', 'temporal', 'transformer', 'dependency', 'datum']","['time series datum augmentation imbalance learning problem recent state art forecasting method train collection time series method refer global model capture common pattern different time series improve generalization performance require large amount datum readily available global model fail capture relevant pattern unique particular time series case datum augmentation useful increase sample size time series dataset main contribution work novel method generate univariate time series synthetic sample approach stem insight observation concern particular time series interest represent small fraction observation context frame problem train forecasting model imbalanced learning task oversample strategy popular approach deal imbalance problem machine learning use technique create synthetic time series observation improve accuracy forecasting model carry experiment different database contain total univariate time series find propose solution outperform global local model provide well trade approach', 'time series forecast llm understanding enhance model capability large language model llm apply field develop rapidly recent year classic machine learning task time series forecasting recently boost llm recent work treat large language model shot time series reasoner fine tuning achieve remarkable performance unexplored research problem apply llm time series forecast zero shot setting instance llm preference input time series understood paper compare llm traditional time series forecasting model observe interesting property llm context time series forecasting study show llm perform predict time series clear pattern trend face challenge dataset lack periodicity observation explain ability llm recognize underlying period dataset support experiment addition input strategy investigate find incorporate external knowledge adopt natural language paraphrase substantially improve predictive performance llm time series overall study contribute insight llm advantage limitation time series forecast different condition', 'align pre train llm data efficient time series forecaster multivariate time series forecasting vital domain economic planning weather prediction deep train scratch model exhibit effective performance require large amount datum limit real world applicability recently researcher leverage representation learn transferability pre train large language model llm handle limited non linguistic dataset effectively incorporate llm time series datum present challenge limited adaptation different composition time series linguistic datum inability process multi scale temporal information tackle challenge propose framework time series forecasting pre train llm consist stage fine tuning strategy time series alignment stage align llm nuance time series datum forecasting fine tuning stage downstream time series forecasting task furthermore framework feature novel level aggregation method integrate multi scale temporal datum pre train llm enhance ability interpret time specific information experiment time series forecasting dataset superior exist state art method compare train scratch model shot scenario achieve high rank shot scenario addition evaluation compare different unsupervised representation learning approach highlight effectiveness representation learning forecasting task ablation study validate component contribution underscore essential role utilize llm pre train weight optimal performance code available']"
66,802,66_topological_hermitian_insulator_skin,"['topological', 'hermitian', 'insulator', 'skin', 'phase', 'non', 'chern', 'edge', 'bulk', 'hall']","['exceptional second order topological insulator point gap topological phase non hermitian system exhibit exotic boundary state counterpart hermitian system develop classification second order point gap topological phase protect reflection symmetry base classification propose exceptional second order topological insulator exhibit second order boundary state stabilize point gap topology illustrative example uncover dimensional exceptional second order topological insulator point gapless corner state furthermore identify dimensional exceptional second order topological insulator feature hinge state isolated exceptional point represent second order topological phase intrinsic non hermitian system work enlarge family point gap topological phase non hermitian system', 'universal platform point gap topological phase topological material point gap topological phase responsible exceptional phenomenon intrinsic non hermitian system realization quantum material elusive propose simple universal platform point gap topological phase construct hermitian topological insulator superconductor point gap topological phase realize make boundary d dimensional topological insulator superconductor dissipative crucial observation proposal add decay constant boundary mode d dimensional topological insulator superconductor topologically equivalent attach point gap topological phase boundary furthermore establish proposal extend version nielsen ninomiya theorem relate dissipative gapless mode point gap topological number bulk boundary correspondence point gap topological phase resultant point gap topological phase exhibit exceptional boundary state gap high order non hermitian skin effect', 'non hermitian topological phase skin effect kagome lattice non hermitian physics add new ingredient topological physic lead rise frontier non hermitian topological phase study investigate chern insulator phase emerge non hermitian kagome model non reciprocal pure imaginary near neighbor hopping presence absence rotation symmetry hybrid topological skin effect explore identification distinct corner skin mode different energy region band gap employ dynamical analysis underlie physics reveal non hermitian skin effect associate chiral edge state lead diverse non hermitian bulk boundary response simplicity kagome model rich emergent topological phenomenon suggest appeal candidate study non hermitian topological phase discuss possible realization model non hermitian metamaterial']"
67,787,67_ai_ethical_ethic_risk,"['ai', 'ethical', 'ethic', 'risk', 'governance', 'intelligence', 'artificial', 'regulation', 'technology', 'human']","['principle practice deep dive ai ethic regulation rapidly evolve domain artificial intelligence ai complex interaction innovation regulation emerge focus society despite tremendous advancement ai capability excel specific task contribute diverse sector establish high degree trust ai generate output decision necessitate meticulous caution continuous oversight broad spectrum stakeholder include governmental body private sector corporation academic institution individual launch significant initiative effort include develop ethical guideline ai engage vibrant discussion ai ethic ai practitioner broad society article thoroughly analyze ground break ai regulatory framework propose european union delve fundamental ethical principle safety transparency non discrimination traceability environmental sustainability ai development deployment consider technical effort strategy undertake academic industry uphold principle explore synergy conflict ethical principle lens work present forward look perspective future ai regulation advocate harmonized approach safeguard societal value encourage technological advancement', 'question bank ai risk assessment rapid advancement artificial intelligence ai represent chatgpt raise concern responsible ai development utilization exist framework lack comprehensive synthesis ai risk assessment question address introduce novel question bank develop refine question globally recognize ai risk framework categorize accord australia ai ethic principle comprise prioritize question cover wide range ai risk area facilitate effective risk assessment serve valuable resource stakeholder assess manage ai risk pave way new risk framework guideline promote responsible ai practice contribute responsible ai deployment mitigate potential risk harm', 'global impact ai artificial intelligence recent advance future direction review artificial intelligence ai emerge technology potential transform aspect society include economy healthcare transportation article synthesize recent research literature global impact ai explore potential benefit risk article highlight implication ai include impact economic ethical social security privacy job displacement aspect discuss ethical concern surround ai development include issue bias security privacy violation ensure responsible development deployment ai collaboration government industry academia essential article conclude emphasize importance public engagement education promote awareness understanding ai impact society large']"
68,782,68_code_reed_dna_cyclic,"['code', 'reed', 'dna', 'cyclic', 'construction', 'mds', 'solomon', 'length', 'codeword', 'linear']","['error correct graph code paper construct error correct graph code error correct graph code distance family graph common vertex set size start graph modify neighborhood vertex order obtain graph natural graph generalization standard hamming distance error correct code binary string yohananov yaakobi construct code metric construct good code optimal code large alphabet analogue extend work show combinatorial result determine optimal rate distance trade nonconstructively graph code analogue reed solomon code code concatenation lead positive distance code rate positive rate code distance graph code analogue dual bch code yield large code distance give explicit graph code ramsey graph recent work start paper alon gujgiczer simonyi study general graph code symmetric difference graph code require desire property error correct graph code particularly interesting instantiation concept', 'construction code non chain ring application dna code prime positive integer let finite field characteristic non chain ring paper study code study application code find dna code define gray map find classical code code ring later find condition code reversible dna code code finally algebraic method provide classical dna code well parameter', 'dna code cod work introduce novel approach construct dna code linear code non chain extension study code ring determine generator code ring arbitrary length establish reverse constraint code necessary sufficient criterion derive reverse complement code present construction obtain dna code reversible code use construction code generate additional optimal new classical code finally provide example constacyclic code construct dna code established result parameter linear code well optimal accord code available']"
69,780,69_continual_forgetting_incremental_catastrophic,"['continual', 'forgetting', 'incremental', 'catastrophic', 'cl', 'replay', 'learning', 'class', 'task', 'forget']","['learn learn shot continual active learning continual learning strive ensure stability solve previously see task demonstrate plasticity novel domain recent advance continual learning confine supervised learning setting especially nlp domain work consider shot continual active learning set label datum inadequate unlabeled datum abundant limited annotation budget exploit meta learning propose method call meta continual active learning method sequentially query informative example pool unlabeled datum annotation enhance task specific performance tackle continual learning problem meta objective specifically employ meta learn experience replay address inter task confusion catastrophic forgetting incorporate textual augmentation avoid memory fitting cause experience replay sample query ensure generalization conduct extensive experiment benchmark text classification dataset diverse domain validate feasibility effectiveness meta continual active learning analyze impact different active learn strategy meta continual learning model experimental result demonstrate introduce randomness sample selection good default strategy maintain generalization meta continual learning framework', 'convergence continual learning adaptive method objective continual learning prevent catastrophic forgetting learn multiple task sequentially exist solution drive conceptualization plasticity stability dilemma convergence continual learning sequential task study far paper provide convergence analysis memory base continual learning stochastic gradient descent empirical evidence train current task cause cumulative degradation previous task propose adaptive method nonconvex continual learning nccl adjust step size previous current task gradient propose method achieve convergence rate sgd method catastrophic forgetting term define paper suppress iteration demonstrate propose algorithm improve performance continual learning exist method image classification task', 'impact model size catastrophic forgetting online continual learning study investigate impact model size online continual learning performance focus catastrophic forgetting employ resnet architecture vary size research examine network depth width affect model performance class incremental learning dataset key finding reveal large model guarantee well continual learning performance fact struggle adapt new task particularly online setting result challenge notion large model inherently mitigate catastrophic forgetting highlight nuanced relationship model size continual learning efficacy study contribute deep understanding model scalability practical implication continual learning scenario']"
70,768,70_bandit_regret_arm_game,"['bandit', 'regret', 'arm', 'game', 'reward', 'armed', 'algorithm', 'player', 'contextual', 'equilibrium']","['adversarial combinatorial bandit switch cost study problem adversarial combinatorial bandit switching cost switch select arm round consider bandit feedback semi bandit feedback setting oblivious adversarial case base arm time horizon derive low bound minimax regret design algorithm approach prove low bound design stochastic loss sequence feedback setting build idea previous work dekel et al lower bind bandit feedback semi bandit feedback k number base arm combinatorial arm play round approach low bound design algorithm operate batch divide time horizon batch restrict number switch action bandit feedback setting total loss combinatorial arm observe introduce batch algorithm achieve regret upper bind tend infinity semi bandit feedback setting loss combinatorial arm observe propose batch broad algorithm achieve regret upper bind', 'optimal regret bound collaborative learning bandit consider regret minimization general collaborative multi agent multi armed bandit model agent face finite set arm communicate agent central controller optimal arm agent model arm large expect mixed reward mixed reward arm weighted average reward agent make communication agent crucial near optimal sample complexity good arm identification know collaborative model question optimal regret remain open work address problem propose algorithm order optimal regret bound collaborative bandit model furthermore small constant number expect communication round need', 'conversion theorem minimax optimality continuum contextual bandit study contextual continuum bandit problem learner sequentially receive information vector choose action convex set minimize function associate context goal minimize underlie function receive contexts lead contextual notion regret strong standard static regret assume objective function respect contexts demonstrate algorithm achieve sub linear static regret extend achieve sub linear contextual regret prove static contextual regret conversion theorem provide upper bound contextual regret output algorithm function static regret input algorithm study implication general result fundamental case dependency objective function action variable lipschitz bandit b convex bandit c strongly convex smooth bandit lipschitz bandit combine result low bind slivkin prove minimax optimal contextual regret noise free adversarial setting achieve prove presence noise contextual regret rate function number query convex bandit strongly convex smooth bandit lastly present minimax lower bind imply key fact obtain sub linear contextual regret impossible function continuous respect context second convex bandit strongly convex smooth bandit algorithm propose achieve logarithmic factor minimax optimal rate contextual regret function number query']"
