Topic,Count,Name,Representation,Representative_Docs
98,823,98_spin_rashba_orbit_semiconductor,"['spin', 'rashba', 'orbit', 'semiconductor', 'hall', 'electron', 'dresselhaus', 'gaas', 'relaxation', 'polarization']","['frequency dependence induce spin polarization spin current quantum well dynamic response dimensional electron system spin orbit interaction study theoretically basis quantum kinetic equation take account elastic scattering electron spin polarization spin current induce applied electric field calculate class electron system describe p linear spin orbit hamiltonian absence nonequilibrium intrinsic static spin current confirm system arbitrary nonparabolic electron energy spectrum relation spin polarization spin current electric current establish general result apply quantum well grow crystallographic direction rashba dresselhaus type spin orbit coupling show existence fix momentum independent precession axis well equal rashba dresselhaus spin velocity symmetric well lead vanish spin polarizability arbitrary frequency applied electric field property explain absence dyakonov perel kachorovskii spin relaxation spin polarize precession axis result considerable frequency dispersion spin polarization low frequency vicinity fix precession axis predict possible effect extrinsic spin orbit coupling obtain result discuss', 'generate spin current semiconductor spin hall effect investigate electrically induce spin current generate spin hall effect gaas structure distinguish edge effect spin transport kerr rotation microscopy image spin polarization demonstrate observed spin accumulation transverse bulk electron spin current drive spin polarization nearly micron region minimal electric field model incorporate effect spin drift determine transverse spin drift velocity magnetic field dependence spin polarization', 'spin hall effect semiconductor heterostructure cubic rashba spin orbit interaction study spin hall effect system weak cubic rashba spin orbit interaction end derive particle spin diffusion equation explicit expression spin current tensor diffusive regime discuss impact electric field green function diffusion equation establish relationship spin current tensor spin diffusion equation model scrutiny use result calculate edge spin accumulation spin hall experiment new hall like contribution electric current system']"
99,811,99_scintillation_detector_xenon_wimp,"['scintillation', 'detector', 'xenon', 'wimp', 'recoil', 'scintillator', 'argon', 'liquid', 'kg', 'dark']","['coherent understanding low energy nuclear recoil liquid xenon liquid xenon detector obtain significant fraction sensitivity light gev particle dark matter look nuclear recoil kev detector threshold energy regime correct treatment detector threshold resolution remain unclear energy dependence scintillation yield liquid xenon nuclear recoil bear heavily detector sensitivity numerous measurement succeed obtain concordant result article ratio detect ionization scintillation leveraged constrain scintillation yield present rigorous treatment liquid xenon detector threshold energy resolution notably effective energy resolution differ significantly simple poisson distribution conclude calculation dark matter exclusion limit exist datum liquid xenon detector strongly constrain recent interpretation light dark matter', 'observation application single electron charge signal experiment dark matter experiment use liquid xenon time projection chamber tpc measure xenon nuclear recoil result scattering dark matter weakly interact massive particle wimp paper report observation single electron charge signal relate wimp interaction signal excellent sensitivity detector small charge signal explain photoionization impurity liquid xenon metal component inside tpc unique calibration source characterize detector explain infer crucial parameter experiment secondary scintillation gain extraction yield liquid gas phase electron drift velocity', 'new measurement relative scintillation efficiency xenon nuclear recoil kev liquid xenon important detection medium direct dark matter experiment search low energy nuclear recoil produce elastic scattering wimp quark exist measurement relative scintillation efficiency nuclear recoil kev lead inconsistent extrapolation low energy result different energy scale sensitivity reach liquid xenon dark matter detector report new measurement relative scintillation efficiency kev perform liquid xenon scintillation detector optimize maximum light collection great interior surface detector instrument photomultipli tube give scintillation yield photoelectron kev electron equivalent kev gamma ray find relative scintillation efficiency nuclear recoil kev stay constant value kev high energy recoil measure value consistent previously report datum light new measurement experiment result spin independent wimp nucleon cross section calculate assume constant relative scintillation efficiency change wimp mass gev wimp mass gev']"
100,810,100_hall_fractional_edge_fqh,"['hall', 'fractional', 'edge', 'fqh', 'laughlin', 'quantum', 'landau', 'state', 'quasiparticle', 'filling']","['fractional quantum hall effect zero magnetic field letter discuss recently propose fractional quantum hall effect absence landau level show parton construction explain property state include effective charge quasi particle statistic body ground state degeneracy low energy description state discuss generalize model construct hierarchical quantum hall state fill fraction', 'fractional quantum hall hierarchy second landau level generalize fractional quantum hall hierarchy picture apply arbitrary possibly non abelian fractional quantum hall state apply nu moore read state construct new explicit trial wavefunction describe fractional quantum hall effect second landau level result hierarchy state reproduce fill fraction observed hall conductance plateaus second landau level characterize electron pair ground state excitation spectrum include non abelian anyon ising type propose unifying picture p wave pairing characterize fractional quantum hall effect second landau level', 'topological invariant fractional quantum hall state calculate topological invariant value coincide chern number case integer quantum hall effect fractional quantum hall state case abelian fractional quantum hall state invariant show equal trace k matrix case non abelian fractional quantum hall state invariant calculate case case basis conformal field theory describe state invariant example distinguish different fractional hall state numerically single number uniquely label distinct state']"
101,808,101_neutron_matter_quark_star,"['neutron', 'matter', 'quark', 'star', 'hyperon', 'crust', 'nuclear', 'eos', 'strange', 'pasta']","['maximum mass hot neutron star quark core consider hot neutron star quark core mixed phase quark hadron matter hadronic matter crust determine equation state hadronic phase quark phase find equation state mixed phase gibbs condition finally compute structure hot neutron star quark core compare result neutron star quark core quark matter calculation mit bag model total energy system consider kinetic energy particle plus bag constant hadronic matter calculation low order constrain variational locv formalism calculation result maximum gravitational mass hot neutron star quark core substantially different quark core', 'new study transition uniform nuclear matter neutron star supernovae comprehensive microscopic study property bulk matter density nuclear saturation g zero finite temperature high neutron fraction outline preliminary result present matter expect exist inner crust neutron star core collapse massive star m', 'new equation state neutron star matter nucleus crust hyperon core equation state neutron star wide density range zero temperature construct chiral quark meson coupling model relativistic hartree fock approximation adopt uniform nuclear matter coupling constant determine reproduce experimental datum atomic nucleus hypernuclei crust region nucleus take account thomas fermi calculation octet baryon consider core region appear neutron star resultant maximum mass neutron star consistent constraint recently observe massive pulsar psr']"
102,792,102_software_development_uml_requirement,"['software', 'development', 'uml', 'requirement', 'project', 'engineering', 'quality', 'testing', 'agile', 'orient']","['frog octopus conceptual model software development propose conceptual model software development encompass approach traditional agile light heavy large small development effort model identify common aspect software development element find form software development project intent product people work time quality risk cost value variable main factor cause wide variation find software development world size age criticality architecture stability business model governance rate change geographic distribution model explanatory theory software development tool analysis practice technique process basis curriculum design software process adoption improvement support empirical research software development method model propose way depolarize debate agile method versus rest world unified model', 'test case generation mutation operator fault classification software testing important phase software development process phase easily miss software developer limited time complete project software developer finish software near delivery time not time test program create effective test case major difficulty software testing generation test case satisfy give adequacy criterion create manual test case tedious work software developer final rush hour new approach generate test case help software developer create test case software specification early stage software development coding program execution trace software development coding heuristic technique apply create quality test case mutation testing technique test software unit great potential improve quality testing assure high reliability software paper mutation testing base test case generation technique propose generate test case program execution trace test case generate cod paper detail mutation testing implementation generate test case propose algorithm demonstrate example', 'software process model analysis failure software development project software process model consist set activity undertake design develop maintain software system variety software process model design structure describe prescribe software development process software process model play important role software development form core software product software project failure devastating organization schedule slip buggy release missing feature mean end project financial ruin company oddly disagreement mean project fail paper discussion current process model analysis failure software development show need new research']"
103,790,103_brane_braneworld_bulk_scalar,"['brane', 'braneworld', 'bulk', 'scalar', 'gravity', 'cosmological', 'extra', 'sundrum', 'randall', 'thick']","['non minimal coupling brane study thick symmetric braneworld model non minimally couple bulk scalar analytic solution find category brane configuration standard brane deform one solution general relativity negative effective energy density location brane question stability metric tensor perturbation investigate tachyon gravity zero mode massless graviton state localize brane newtonian potential recover space time', 'need dark energy dynamical compactification extra dimension brane consider dimensional braneworld model study cosmological evolution brane universe introduce matter brane scale factor physical dimensional brane universe relate scale factor fourth dimension brane suppression extra dimension compare dimension require presence dark energy', 'de sitter brane bulk scalar propose new braneworld model arise scalar field bulk example induce brane line element de sitter anti de sitter bulk dimensional einstein equation exactly solve obtain warped spacetime solution derive single brane model thin brane thick variety field profile potential obtain analyse case note thick brane scenario field profile resemble kink thin brane finite bound domain extra dimension address localisation gravity matter field brane braneworld model']"
104,782,104_quark_tevatron_production_tev,"['quark', 'tevatron', 'production', 'tev', 'cdf', 'section', 'measurement', 'ttbar', 'cross', 'event']","['measurement quark mass ttbar cross section hadronic tau jet decay channel tev present direct measurement quark mass event decay hadronic jet decay channel datum correspond integrated luminosity collect cdf ii detector collision fermilab tevatron measure cross section quark mass extract likelihood base event probability calculate leading order signal background matrix element measure', 'measurement quark pair production cross section channel proton antiproton collision tev present measurement inclusive quark pair production cross section collision tev utilize datum correspond integrated luminosity collect detector fermilab tevatron collider consider final state contain isolate electron muon jet perform analysis exploit specific kinematic feature event second identification technique separate signal background case determine simultaneously cross section ratio production rate flavor jet flavor jet reduce impact systematic uncertainty relate background estimation assume quark mass gev obtain pb result agree prediction standard model', 'measurement quark pair production cross section event lepton quark jet cdf datum set present measurement quark pair production cross section proton antiproton collision tev datum collect fermilab tevatron cdf ii detector correspond integrated luminosity represent complete cdf run ii datum set select event consistent production quark pair require presence reconstructed lepton imbalance total event transverse momentum jet jet require identify consistent fragmentation quark secondary vertex finding algorithm candidate event estimate signal purity measure cross section pb assume quark mass result consistent standard model predict lead order calculation']"
105,779,105_banach_space_subspace_separable,"['banach', 'space', 'subspace', 'separable', 'countable', 'hypercyclic', 'compact', 'operator', 'subset', 'metrizable']","['new characterization banach space contain new characterization banach space contain subspace isomorphic obtain apply question embed injective tensor product banach space', 'closure derive set dual banach space main result paper dual banach space contain linear subspace set limit convergent bound net proper norm dense subset non quasi reflexive banach space contain infinite dimensional subspace separable dual let non reflexive banach space exist convex subset denote closure let quasi reflexive banach space absolutely convex subset', 'spaceability banach quasi banach sequence space let banach space prove large class banach quasi banach space sequence set subset e contain close infinite dimensional subspace non course result apply particular case show technique improve result existence space form norm attain linear operator']"
106,773,106_beam_accelerator_bunch_emittance,"['beam', 'accelerator', 'bunch', 'emittance', 'linac', 'rf', 'cavity', 'fermilab', 'magnet', 'design']","['simulation beam beam beam wire interaction rhic beam beam interaction dominant source emittance growth luminosity lifetime deterioration current carry wire propose compensate long range beam beam effect lhc strong localize long range beam beam effect experimentally investigate rhic collider tune shift beam transfer function beam loss rate measure dedicated experiment paper report simulation study effect beam wire interaction base diffusive aperture beam loss rate beam transfer function parallelize weak strong beam simulation code bbsimc simulation result compare measurement perform rhic', 'beam beam simulation code bbsim particle accelerator highly efficient fully parallelize dimensional tracking model simulate interaction collide hadron beam high energy ring collider simulate scheme mitigate effect describe model use weak strong approximation calculate head interaction test beam low intensity beam look table efficient calculation long range beam beam force self consistent poisson solver beam comparable intensity performance test model parallel environment present code calculate beam emittance beam loss tevatron fermilab compare measurement present result study scheme propose compensate beam beam interaction compensation long range interaction relativistic heavy ion collider rhic brookhaven large hadron collider lhc cern current carry wire b use low energy electron beam compensate head interaction rhic', 'bunch bunch measurement transverse coherent beam beam mode fermilab tevatron collider system bunch bunch detection transverse proton antiproton coherent oscillation tevatron describe base signal single beam position monitor locate region ring large amplitude function signal digitize large number turn fourier analyze offline dedicated algorithm enhance signal band limit noise apply beam excitation adversely affect circulate beam high luminosity device response time second frequency resolution fractional tune sensitive oscillation amplitude nm complement schottky detector diagnostic tool tune tune spread beam beam effect measurement coherent mode spectra present effect betatron tune beam beam parameter collision pattern provide experimental basis beam beam numerical code comparison simplified model beam beam oscillation describe']"
107,763,107_walk_random_branching_environment,"['walk', 'random', 'branching', 'environment', 'brownian', 'process', 'immigration', 'branch', 'limit', 'probability']","['pin random walk random walk proof conjecture radius convergence generating function collision local time independent copy irreducible symmetric transient random walk zd d study version consider radius convergence walk average keep fix radius convergence walk average easily compute explicit expression available conjecture weak regularity assumption random walk gap prove strongly transient random walk subsequently gap prove subclass random walk transient strongly transient present note settle conjecture proof base comparison variational formula derive additional weak regularity assumption random walk derive upper bound gap persist random walk exponential waiting time gap imply presence intermediate phase model random walk pin interaction explain imply presence intermediate phase class interact stochastic system couple branching process interact diffusion direct polymer bulk disorder', 'random walk cone study asymptotic behavior multidimensional random walk general cone find tail asymptotic exit time prove integral local limit theorem random walk condition stay cone main step proof consist construct positive harmonic function random walk minimal moment restriction increment proof tail asymptotic integral limit theorem use strong approximation random walk brownian motion proof local limit theorem suggest simple approach combine integral theorem random walk cone classical local theorem unrestricted random walk discuss possible application result order random walk lattice path enumeration', 'expansion self interact random walk derive perturbation expansion general self interact random walk step basis history path example model expansion apply reinforce random walk excited random walk true weakly self avoid walk loop erase random walk anneal random walk random environment paper expansion give rise useful formulae speed variance random walk quantity know exist result formulae paper author prove monotonicity property speed high dimension excited random walk related model certain model random walk random environment derive law large number central limit theorem explicit error term directly expansion strong assumption expansion coefficient assumption show satisfy excited random walk high dimension small excitation parameter model reinforce random walk underlie drift small reinforcement parameter certain model random walk random environment strong ellipticity condition extended version paper provide proof']"
108,747,108_holographic_qcd_ad_meson,"['holographic', 'qcd', 'ad', 'meson', 'quark', 'baryon', 'sugimoto', 'sakai', 'brane', 'chiral']","['excited baryon holographic qcd light holographic qcd approach describe baryon spectroscopy systematic nucleon transition form factor', 'meson wave function holographic approach discuss light wave function valence quark state meson ad cft correspondence consider kind wave function obtain different holographic soft wall approach', 'soft wall model ad qcd case light scalar meson study light scalar meson ad qcd soft wall model background dilaton field investigate feature approach describe qcd property strong coupling regime find mass decay constant compatible experiment qcd determination identify light scalar meson state organize linear regge trajectory slope vector meson strong coupling scalar state pair light pseudoscalar meson turn small odd experiment qcd estimate discrepancy relate description chiral symmetry break holographic model']"
109,745,109_quark_lattice_qcd_meson,"['quark', 'lattice', 'qcd', 'meson', 'pion', 'mev', 'mass', 'fm', 'flavor', 'sea']","['spectrum static light baryon twisted mass lattice qcd compute static light baryon spectrum flavor sea quark wilson twisted mass lattice qcd light valence quark consider quark mass sea quark corresponding pion mass range mev mev partially quench quark mass physical s quark extract mass state isospin strangeness s angular momentum light degree freedom j parity p present preliminary extrapolation light u d interpolation heavy b quark mass physical point compare available experimental result', 'charm baryon spectroscopy lattice qcd flavor present result calculation positive parity ground state charm baryon spectrum flavor dynamical quark calculation use relativistic heavy quark action valence charm quark clover wilson fermion valence light strange quark hisq sea quark spectrum calculate light pion mass mev lattice spacing fm fm fm extrapolate continuum light quark mass extrapolation perform heavy hadron chiral perturbation theory lead order heavy quark mass measure charmed baryon result consistency experimental value controversial obtain isospin average value mev uncertainty statistic fitting window systematic systematic lattice artifact lattice scale setting pion mass determination show sigma deviation experimental value predict discover doubly triply charm baryon mass mev mev mev mev respectively', 'b meson decay constant flavor lattice qcd domain wall light quark relativistic heavy quark calculate b meson decay constant ratio unquenched lattice qcd domain wall light quark relativistic b quark use gauge field ensemble generate rbc ukqcd collaboration domain wall fermion action iwasaki gauge action flavor light dynamical quark analyze datum lattice spacing fm unitary pion mass light mev enable control extrapolation physical light quark mass continuum b quark use anisotropic clover action relativistic heavy quark interpretation discretization error heavy quark action size light quark sector renormalize lattice heavy light axial vector current nonperturbative method compute bulk match factor nonperturbatively small correction close unity lattice perturbation theory improve lattice heavy light current extrapolate result physical light quark mass continuum heavy meson chiral perturbation theory provide complete systematic error budget obtain mev mev mev error statistical total systematic add quadrature result good agreement publish result provide important independent cross check flavor determination decay constant staggered light quark']"
110,725,110_laser_bunch_beam_pulse,"['laser', 'bunch', 'beam', 'pulse', 'wakefield', 'electron', 'fel', 'plasma', 'undulator', 'acceleration']","['low emittance electron beam generation laser wakefield accelerator laser pulse different wavelength ionization injection trigger short wavelength laser pulse inside nonlinear wakefield drive long wavelength laser examine multi dimensional particle cell simulation find bright electron beam generate color scheme collinear propagating transverse collide geometry fix laser intensity laser long short wavelength large small ponderomotive potential color scheme utilize property separate injection process wakefield excitation process strong wake generate relatively low laser intensity long wavelength laser driver laser large ponderomotive potential hand short wavelength laser produce electron small residual momenta inside wake lead electron beam small normalize emittance ten particle cell simulation electron beam charge normalized emittance generate combine drive laser injection laser improvement order magnitude compare typical result obtain single wavelength laser wake formation ionization injection', 'multi chromatic narrow energy spread electron bunch laser wakefield acceleration dual color laser method base laser wakefield acceleration control ionization injection trigger frequency triple laser propose produce electron bunch low energy spread color pulse co propagate background plasma peak amplitude combine laser field modulate time space laser propagation plasma dispersion ionization injection occur peak amplitude exceed certain threshold threshold exceed limited duration periodically different propagation distance lead multiple ionization injection separate electron bunch method demonstrate multi dimensional particle cell simulation electron bunch generate multi chromatic x ray source variety application', 'role direct laser acceleration energy gain electron laser wakefield accelerator ionization injection investigate role transverse electric field laser play acceleration electron laser wakefield accelerator lwfa operate quasi blowout regime particle cell code simulation order ensure longitudinal compression transverse focus laser pulse need wake self trap plasma electron employ ionization injection technique furthermore plasma density varied low density laser pulse occupy fraction wavelength wake oscillation accelerate bucket high density duration laser pulse fill entire bucket trap electron execute betatron oscillation ion column case low plasma density interact laser field energy gain longitudinal wakefield density increase significant contribution maximum energy direct laser acceleration dla electron undergo betatron motion plane polarization laser pulse eventually dla dominant energy gain mechanism acceleration longitudinal field high density']"
111,720,111_droplet_drop_slip_liquid,"['droplet', 'drop', 'slip', 'liquid', 'contact', 'foam', 'surface', 'wet', 'superhydrophobic', 'capillary']","['contact angle hysteresis cylindrical drop chemically heterogeneous striped surface contact angle hysteresis macroscopic droplet heterogeneous flat substrate study interface displacement model apparent contact angle droplet heterogeneous surface condition constant volume consider assume cylindrical liquid vapor surface meniscus minimize total free energy derive equation apparent contact angle similar different know cassie law modify cassie law guide predict behavior droplet heterogeneous strip surface examine scenario contact angle hysteresis periodically strip surface model change volume droplet predict sudden jump droplet edge continuous change apparent contact angle edge stripe result suggest drop volume increase advance contact line predominant drop configuration observe contact angle large decrease drop volume large value recede contact line yield drop configuration predominantly exhibit small contact angle', 'dynamic cylindrical droplet flat substrate lattice boltzmann modeling versus simple analytic model steady state motion cylindrical droplet action external body force investigate theoretically lattice boltzmann simulation long shape invariance droplet maintain droplet center mass velocity linearly scale force density square droplet radius non linear behavior appear droplet deformation significant deformation associate drop elongation occur sufficiently high external forcing independent force density droplet size center mass velocity find linear term inverse dynamic viscosity addition show energy mainly dissipate region near substrate particularly close phase contact line total viscous dissipation find proportional square force density inverse dynamic viscosity dependence center mass velocity equilibrium contact angle investigate simple analytic model provide reproduce observed behavior', 'static wet deformable substrate liquid soft solid young law fail soft solid liquid substrate substantial deformation near contact line liquid substrate capture neumann classic analysis provide geometrical construction minimise interfacial free energy soft solid total free energy include additional contribution elasticity linear elastic model incorporate plane restore force solid surface tension recently show accurately predict equilibrium shape thin elastic film large sessile droplet extend model find substrate deformation droplet arbitrary size macroscopic contact angle match young law large droplet match neumann prediction small droplet cross droplet size roughly give ratio solid surface tension elastic modulus cross macroscopic contact angle increase indicate substrate effectively wetting droplet size microscopic behaviour near contact line follow neumann construction give local force balance']"
112,711,112_photoproduction_reaction_eta_resonance,"['photoproduction', 'reaction', 'eta', 'resonance', 'meson', 'section', 'nucleon', 'cross', 'cla', 'proton']","['photoproduction eta meson photoproduction eta meson study mami accelerator crystal ball tap detector setup total cross section coherent eta photoproduction measure improve statistical quality total differential cross section evidence dominant final state interaction additionally photoproduction meson quasi free proton neutron study preliminary cross section neutron confirm narrow bump like structure w gev see different experiment deuterium target', 'analysis recent eta photoproduction datum recent datum eta meson photoproduction proton target energy range gev analyze regard overall consistency result elsa cla measurement compare prediction regge model reaction amplitude fix global fit measurement differential cross section polarization observable gamma p eta p high energy find recent experimental result differential cross section eta meson photoproduction good agreement cla datum consistent datum expense introduce energy dependent renormalization factor point indication datum possible excitation baryon resonance mass gev', 'photoproduction eta meson couple channel k matrix approach investigate photoproduction eta meson proton neutron couple channel effective lagrangian method base k matrix approach body final channel include pi n eta n phi n rho n gamma n k lambda k sigma non resonant meson baryon interaction include model nucleon intermediate state u channel meson exchange t channel amplitude u channel resonance nucleon resonance include explicitly calculation model describe simultaneously available datum total differential cross section beam target asymmetry hold reaction photon energy range close threshold gev polarization observable strong sensitivity resonance contribute weakly total cross section find pronounce bump like structure see excitation function cross section gamma energy gev explain interference effect resonance contribution']"
113,710,113_cloud_computing_service_resource,"['cloud', 'computing', 'service', 'resource', 'security', 'grid', 'workload', 'job', 'infrastructure', 'management']","['evolution cloud storage cloud computing infrastructure service enterprise drive cost availability agility manage risk accelerate cloud computing cloud particular product way deliver service consumable demand elastic scale need follow pay usage model common type cloud computing service model infrastructure service iaas service model provide server compute power network bandwidth storage capacity service subscriber cloud relate thing fundamental storage piece provide service cloud storage application possible paper introduce cloud storage cover key technology cloud computing cloud storage management insight cloud computing different type cloud service drive force cloud computing cloud storage advantage challenge cloud storage conclude pinpoint challenge address cloud storage provider', 'address security challenge cloud computing cloud computing new computing paradigm allow sharing resource remote server hardware network storage internet provide way application compute power compute infrastructure deliver user service cloud compute unique attribute promise cost effective information technology solution solution user compute need provide cloud service provider csp increase decrease dynamically require user datum application locate server geographical boundary lead number concern user prospective objective paper explore key issue cloud computing delay adoption', 'inter cloud data security strategy cloud computing complex infrastructure software hardware processing storage available service cloud computing offer immediate access large number world sophisticated supercomputer correspond processing power interconnect location world proffer speed ten trillion computation second information database software scatter internet service provider internet service cloud cloud service exchange datum cloud data exchange cloud exist problem security security important issue cloud computing term legal compliance user trust need consider phase design contrast traditional solution service proper physical logical personnel control cloud computing move application software database large data center management datum service trustworthy unique attribute pose new security challenge cloud computing offer incredible benefit communicator']"
114,709,114_granular_packing_jamming_shear,"['granular', 'packing', 'jamming', 'shear', 'jammed', 'stress', 'grain', 'flow', 'contact', 'friction']","['granular solid hydrodynamic granular elasticity elasticity theory useful calculate static stress distribution granular medium generalize dynamic case include plastic contribution strain complete hydrodynamic theory derive base hypothesis granular medium turn transiently elastic deform theory include true granular temperature employ free energy expression encapsulate jamming phase diagram space span pressure shear stress density granular temperature special case stationary granular temperature derive hydrodynamic theory reduce hypoplasticity state art engineering model', 'force network dynamic approach jamming sheared granular medium diverge correlation length jamming transition formulate rheological model granular shear flow base propagation stress force chain network model predict distinct flow regime characterize shear rate dependence stress tensor observe simulation experiment boundary separate flow regime quantitatively determined testable limit jammed granular solid model predict observe anomalous scaling shear modulus new relation shear strain yield', 'random close packing granular matter propose interpretation random close packing granular material phase transition discuss possibility experimental verification']"
115,707,115_bethe_baxter_ansatz_xxz,"['bethe', 'baxter', 'ansatz', 'xxz', 'chain', 'yang', 'integrable', 'boundary', 'matrix', 'gaudin']","['bethe state xxz chain arbitrary boundary field base inhomogeneous t q relation construct diagonal bethe ansatz bethe type eigenstate xxz chain arbitrary boundary field construct find employ set gauge transformation proper generator reference state construct bethe vector obtain respectively give inhomogeneous t q relation eigenvalue prove result bethe state eigenstate transfer matrix provide parameter generator satisfy associated bethe ansatz equation', 'complete bethe ansatz solution open spin s xxz chain general integrable boundary term consider open spin s xxz quantum spin chain n site general integrable boundary term generic value bulk anisotropy parameter value boundary parameter satisfy certain constraint derive set bethe ansatz equation find numerical evidence complete set eigenvalue transfer matrix case explicitly determine hamiltonian find expression eigenvalue term bethe root', 'bethe ansatz boundary energy open xxz chain review recent result bethe ansatz solution eigenvalue transfer matrix integrable open xxz quantum spin chain functional relation transfer matrix obey root unity consider case boundary parameter nonzero generalization baxter t equation involve independent describe use solution compute boundary energy chain thermodynamic limit conclude paper review result general integrable boundary term boundary parameter arbitrary']"
116,704,116_controller_control_stability_pid,"['controller', 'control', 'stability', 'pid', 'feedback', 'lyapunov', 'system', 'observer', 'switch', 'design']","['stabilization discrete switch system state delay asynchronous switching paper concern problem robust stabilization class uncertain discrete switch system state delay represent model roesser type switch instant controller experience delay respect system parameter uncertainty assume norm bound state feedback controller propose guarantee exponential stability discrete switch system dwell time approach utilize stability analysis controller design numerical example give illustrate effectiveness propose method', 'parametrization regular equivalence canonical controller application study control problem linear system behavioral framework focus class regular controller equivalent canonical controller canonical controller particular controller guarantee solution solution exist show case canonical controller regular main result paper parametrization regular controller equivalent canonical controller parametrization solve control problem problem relate design regular controller use control channel possible second problem design regular controller satisfy predefine input output partitioning constraint problem base parametrization present algorithm controller design', 'optimal control design limited model information discrete time linear system stochastically vary parameter value plant model information available control design process discuss design optimal state feedback controller interconnect discrete time linear system stochastically vary parameter parameter assume independently identically distribute random variable time design controller rely exact local plant model information ii statistical belief model rest system consider finite horizon infinite horizon quadratic cost function optimal state feedback controller derive case optimal controller show linear state depend model parameter statistic particular way furthermore study value model information optimal control design performance degradation ratio define supremum possible initial condition ratio cost optimal controller limited model information scale cost optimal controller model information upper bound performance degradation ratio present case fully actuate subsystem comparison design base limited statistical model information paper use power network example illustrate concept result']"
117,701,117_protein_rna_fold_folding,"['protein', 'rna', 'fold', 'folding', 'native', 'conformational', 'conformation', 'residue', 'unfold', 'peptide']","['protein folding gibbs free energy fundamental law protein fold thermodynamic principle amino acid sequence protein determine native structure native structure minimum gibb free energy chemical problem answer quantum mechanic quantum mechanic derivation gibbs free energy formula possible conformation x protein apply quantum statistic derive formula simplicity monomeric self fold globular protein cover point immediate application formula formula explain observed phenomena give unified explanation fold denaturation explain hydrophobic effect drive force protein folding clarify role play hydrogen bonding explain success deficient surface area model formula give clear kinetic force folding give natural way perform ab initio prediction protein structure minimize newton fast desciending method', 'fold protein alpha beta structure reduce model reduced model fold helix sheet structure propose study problem protein fold goal model find unbiased effective potential include effect water time predict dimensional structure protein give sequence reasonable time purpose focus real folding dynamic structural detail atomic scale adopt monte carlo method coarse grain representation protein chain backbone replace suitable geometrical object consistent know structure coarse grain representation effective potential develop new interaction dipole dipole interaction local hydrophobic interaction introduce show crucial hydrogen bond form secondary structure particular time demonstrate result reduced model successfully fold protein helix sheet structure biased potential analysis model fold protein reasonable accuracy provide promising starting point problem protein fold', 'discrete differential geometry protein new method encode dimensional structure protein nature dimensional structure protein encode corresponding gene paper describe new method encode dimensional structure protein binary sequence feature method correspondence protein folding integration protein approximate fold tetrahedron sequence binary code protein obtain second derivative shape fold tetrahedron sequence method hand extract static structural information protein gene describe distribution dimensional structure protein subjective hierarchical classification']"
118,699,118_category_monoidal_functor_homotopy,"['category', 'monoidal', 'functor', 'homotopy', 'simplicial', 'monad', 'operad', 'quillen', 'triangulate', 'colimit']","['stable infinity category paper expository account theory stable infinity category prove homotopy category stable infinity category triangulate collection stable infinity category close variety construction explain construct derive category abelian category projective object homotopy category suitable stable infinity category characterize stable infinity category universal mapping property', 'result morita theory stable model category prove result morita theory stable model category regard topological version recent algebraic theorem recollement triangulate category study algebraic case criterion answer follow question recollement derive category give symmetric ring spectrum term symmetric ring spectra result generate triangulate category sense neeman porta characterize algebraic generate category localization derive category dg category prove topological analogon topological triangulate category generate triangulate equivalent localization derive category symmetric ring spectrum object topological mean triangulate equivalent homotopy category spectral model category generate spectral model category quillen equivalent bousfield localization category module single quillen functor', 'limit category extension consider limit category extension certain know functor category group turn limit discuss high derive limit category extension']"
119,691,119_entanglement_entropy_chain_ground,"['entanglement', 'entropy', 'chain', 'ground', 'critical', 'spin', 'quantum', 'xy', 'discord', 'heisenberg']","['experimental determination thermal entanglement spin cluster magnetic susceptibility measurement present work report experimental observation thermal entanglement clusterized spin chain form compound presence entanglement investigate measure quantity entanglement witness entanglement formation derive magnetic susceptibility find pairwise entanglement exist tripartite entanglement observe theoretical study entanglement evolution function applied field temperature present', 'entanglement entropy conformal system boundary study entanglement entropy dimensional open critical system effective description give conformal field theory boundary pure state system form ground state excited state associate primary field entanglement entropy finite size behavior depend correlation underlie field theory analytical result check numerically find excellent agreement quantum chain rule theory central charge', 'bind entanglement xy model study multi spin entanglement anisotropic xy model concentrate simple case spin entanglement compare pairwise entanglement party quantum correlation long range robust increase temperature find region phase diagram system bound entanglement occur zero finite temperature bind entanglement ground state obtain tune magnetic field thermal bind entanglement emerge naturally effect temperature free ground state entanglement']"
