Topic,Count,Name,Representation,Representative_Docs
9,2526,9_dot_quantum_electron_spin,"['dot', 'quantum', 'electron', 'spin', 'exciton', 'coulomb', 'inas', 'blockade', 'current', 'semiconductor']","['excite state spectroscopy nearly close quantum dot charge detection demonstrate novel method measure discrete energy spectrum quantum dot connect weakly single lead train voltage pulse apply metal gate induce tunneling electron quantum dot reservoir effective tunnel rate depend number nature energy level dot accessible pulse measurement charge dynamic reveal energy spectrum dot demonstrate dot electron regime', 'electron quantum dot quantum computing tunnel couple electron quantum dot fabricate gaas algaas quantum absolute number electron dot determine finite bias coulomb blockade measurement gate voltage scan dot allow number electron control zero zeeman energy electronic state dot measure plane magnetic field g factor state find different electron bulk gaas tunnel coupling dot demonstrate tunneling strength estimate peak splitting coulomb blockade peak double dot', 'dissipative tunneling structure quantum dot quantum molecule problem tunneling control system quantum dot quantum quantum dot quantum dot quantum molecule quantum dot bulk contact study quantum tunneling dissipation process semiclassical instanton approximation system temperature correlation quantum dot radius quantum width quantum dot radius consider control parameter condition single electron blockade find limit quantum dot criterion extreme tunneling current quantum molecule present tunnel probability system investigation analytically obtain']"
10,2188,10_ray_agn_kev_source,"['ray', 'agn', 'kev', 'source', 'chandra', 'xmm', 'seyfert', 'newton', 'luminosity', 'line']","['chandra deep x ray observation galactic plane chandra acis instrument carry deep x ray observation typical galactic plane region l deg discrete x ray source know previously detect strong diffuse emission new point x ray source sigma confidence partially overlap field total x erg kev x erg kev study spectral distribution point source find soft source detect kev numerous hard source detect kev small number source detect soft hard band surface density hard source consistent high galactic region hard source consider active galactic nucleus see milky way hand bright hard x ray source extremely flat spectra iron line edge feature consider galactic presumably quiescent dwarf novae soft source thermal spectra small interstellar hydrogen column density exhibit x ray flare soft source probably x ray active nearby late type star', 'spectroscopic identification faint hard x ray source discover chandra report optical spectroscopic identification hard kev x ray select source discover chandra x ray flux source range x cg low value time fainter previous bepposax asca survey r band magnitude range chandra source broad line quasar redshift optical identification remain varied x ray obscure emission line agn starburst galaxy unusually apparently normal galaxy finding confirm extend fainter x ray flux bepposax result provide sample wide range x ray optical property ratio soft x ray optical luminosity galaxy factor high normal galaxy similar agn high x ray luminosity lack optical emission line suggest agn continuum beam dominate emission line obscure efficiently produce', 'x ray background agn deep x ray survey show cosmic x ray background xrb largely accretion supermassive black hole integrate cosmic time survey resolve kev x ray background discrete source optical spectroscopic identification source produce bulk x ray background mixture unobscured obscure agn predict xrb population synthesis model class highly luminous agn call detect deep chandra xmm newton survey new chandra agn redshift distribution peak low redshift base rosat datum new x ray luminosity function indicate space density seyfert galaxy peak significantly low redshift qsos show low redshift peak apply absorb unabsorbed agn see kev band previous finding strong dependence fraction agn luminosity confirm well statistic preliminary result ksec xmm newton observation lockman hole discuss']"
11,2137,11_solar_coronal_sunspot_flare,"['solar', 'coronal', 'sunspot', 'flare', 'cme', 'magnetic', 'corona', 'sun', 'cycle', 'flux']","['heating solar corona acceleration low speed solar wind acoustic wave generate corona investigate possibility solar coronal heating acoustic wave generate photosphere corona aim heating low latitude corona low speed wind expect come acoustic wave period tau trigger chromospheric reconnection model small scale magnetic reconnection event recently propose sturrock wave have finite amplitude eventually form shock shape sawtooth wave n wave directly heat surround corona dissipation wave energy outward propagation n wave treat base weak shock theory heating rate evaluate consistently physical property background coronal plasma set dissipation length ad hoc manner construct coronal structure upper chromosphere outside input acoustic wave have range energy flux time erg period tau heating n wave dissipation effectively work inner corona find wave time erg tau maintain peak coronal temperature model reproduce density profile observe streamer region short dissipation length location close surface observation resultant flow velocity solar wind low observed profile low speed wind cooperation heating acceleration source large dissipation length inevitable reproduce real solar corona', 'long term variation solar meridional circulation geomagnetic datum implication solar dynamo theory geomagnetic activity main peak year sunspot cycle cause type solar agent coronal mass ejection high speed solar wind stream variation number intensity relate variation solar toroidal poloidal field respectively long term variation lag aa index peak derive long term variation solar meridional circulation use relation test flux transport solar dynamo theory explain know characteristic solar cycle base relation prediction amplitude epoch maximum april sunspot cycle', 'tale minima solar cycle ongoing fast solar wind investigation measure physical property polar coronal hole minimum activity phase solar cycle present minimum solar cycle uvcs instrument soho observation h lyman alpha nm o vi nm provide spectroscopic diagnostic proton bulk outflow velocity velocity distribution function heliocentric distance pole sun observation allow follow change physical property polar coronal hole solar cycle approach current minimum recent space base observation report variety phenomenon associate current minimum present comparison observe oxygen line intensity line ratio profile polar coronal hole minima solar cycle new minimum manifest ultraviolet corona comparison physical property minima see uvcs extend corona possible time provide crucial empirical constraint model extend coronal heating acceleration fast solar wind']"
12,2054,12_group_subgroup_finitely_automorphism,"['group', 'subgroup', 'finitely', 'automorphism', 'free', 'finite', 'conjugacy', 'abelian', 'hyperbolic', 'let']","['subgroup direct product limit group s subgroup direct product limit group s type rational s subgroup finite index direct product limit group', 'automorphism group finite p group p group common finite p group admit automorphism order coprime p p odd reasonably difficult find finite p group automorphism group p group goal paper prove automorphism group finite p group p group asymptotic theorem involve fix follow parameter let infinity low p length number generator proof theorem depend variety topic count subgroup p group analyze low p series free group connection free lie algebra count submodule module hall polynomial numerical estimate gaussian coefficient', 'automorphism group accessible group article study outer automorphism group group g decompose finite graph group finite edge group finitely generate vertex group end essentially obtain take extension relative automorphism group vertex group group dehn twist group automorphism free product apply description obtain criterion finitely present necessary sufficient condition finite consequence hyperbolic group discuss']"
13,2019,13_graph_vertex_edge_algorithm,"['graph', 'vertex', 'edge', 'algorithm', 'problem', 'subgraph', 'tree', 'chromatic', 'cycle', 'matching']","['partial profile quasi complete graph enumerate graph homomorphism quasi complete graph graph obtain complete graph remove edge source graph complete graph quasi complete graph cycle path wheel broken wheel enumeration rise sequence integer index index number vertex source graph index number vertex target graph', 'maximum number vertex critically embed graph define boundary point graph embed euclidean plane vertex incident edge paper consider graph embed euclidean plane finite number boundary point simple geometric condition impose sum unit vector edge extend non boundary vertex equal zero graph critical graph ask maximise number vertex critical graph give size boundary main result paper sharp upper bind maximum number vertex planar critical graph degree non boundary vertex', 'polynomial algorithm k cluster problem interval graph paper deal problem find give graph give natural number k subgraph k node maximum number edge problem know k cluster problem np hard general graph chordal graph paper show k cluster problem solvable polynomial time interval graph particular present polynomial time algorithm class proper interval graph class general interval graph respectively algorithm base matrix representation interval graph contrast representation previous work matrix representation use maximal clique investigate graph']"
14,1928,14_cmb_microwave_wmap_anisotropy,"['cmb', 'microwave', 'wmap', 'anisotropy', 'cosmic', 'sky', 'gaussianity', 'foreground', 'map', 'background']","['topological property cosmic microwave background polarization map rapid progress observation temperature anisotropy cosmic microwave background cmb observation enable cosmologist characterize state universe recombination observational effort direct obtain polarization map cmb draw analogy cmb polarization map nematic liquid crystal point similar defect make use know result theory defect formation predict statistical distribution defect cmb polarization map provide novel tool probe cmb large angular scale', 'cmb constraint radion evolution brane world scenario version brane model modulus field extra dimension radion cosmological evolution induce variation higgs vacuum expectation value result cosmological variation electron mass formation cosmic microwave background cmb anisotropy affect cause change peak position amplitude cmb power spectra year wilkinson microwave anisotropy probe wmap cmb datum hubble parameter fix hubble space telescope hst result km obtain constraint ratio value cmb recombination present value', 'year wilkinson microwave anisotropy probe wmap observation parameter estimation methodology describe methodology compare wmap measurement cosmic microwave background cmb complementary data set theoretical model unprecedented quality wmap data tight constraint cosmological parameter derive require rigorous analysis approximation modeling lead significant bias describe use likelihood function characterize statistical property microwave background sky outline use monte carlo markov chain explore likelihood datum give model determine good fit cosmological parameter uncertainty add wmap data cbi acbar measurement cmb galaxy power spectrum obtain galaxy redshift survey matter power spectrum measure ly alpha forest datum set complement cmb measurement probe matter power spectrum nearby universe combine cmb require include analysis model galaxy bias redshift distortion non linear growth structure statistical systematic uncertainty model datum propagate analysis']"
15,1926,15_inflation_inflaton_inflationary_roll,"['inflation', 'inflaton', 'inflationary', 'roll', 'perturbation', 'scalar', 'curvaton', 'slow', 'primordial', 'gaussianity']","['primordial fluctuation bulk inflaton model inflationary brane model drive bulk inflaton exponential potential propose find family exact solution describe power law inflation brane solution enable derive exact solution metric perturbation analytically calculate scalar tensor perturbation obtain spectrum primordial fluctuation end inflation amplitude scalar tensor perturbation enhance way energy scale inflation sufficiently high tension brane relative amplitude scalar tensor perturbation suppress high energy inflation distinguishable feature inflation model drive inflaton brane tensor perturbation suppress high energy inflation point massive kaluza klein mode negligible high frequency space brane', 'quantum inflaton primordial perturbation cmb fluctuation compute primordial scalar vector tensor metric perturbation arise quantum field inflation quantum field inflation take account nonperturbative quantum dynamic inflaton consistently couple dynamic classical cosmological metric chaotic inflation quantum treatment avoid unnatural requirement initial state energy zero mode new inflation allow consistent treatment explosive particle production spinodal instability quantum field inflation condition quantum analog slow roll lead evolution formation condensate start regime effective classical inflation compute primordial perturbation take dominant quantum effect account result scalar vector tensor primordial perturbation express term classical inflation result n component field symmetric model adiabatic fluctuation dominate isocurvature entropy fluctuation negligible result agree current wmap observation predict correction power spectrum classical correction estimate order m inflaton mass h hubble constant horizon crossing turn cosmologically relevant scale quantum field treatment inflation provide foundation classical inflation permit compute quantum correction', 'brane inflation defect formation brane inflation production topological defect end inflationary phase discuss description inflationary setup discuss property cosmic string produce end inflation specific example brane inflation describe inflation inflation modular inflation']"
16,1921,16_antiferromagnet_heisenberg_spin_antiferromagnetic,"['antiferromagnet', 'heisenberg', 'spin', 'antiferromagnetic', 'chain', 'frustrated', 'magnetic', 'magnetization', 'ground', 'kagome']","['magnetic phase diagram spatially anisotropic frustrated heisenberg antiferromagnet stack square lattice magnetic phase diagram spatially anisotropic frustrated heisenberg antiferromagnet stacked square lattice investigate second order spin wave expansion effect interlayer coupling spatial anisotropy magnetic ordering order ground state explicitly study show increase near neighbor frustration second order correction play significant role stabilize magnetization obtain order magnetic phase neel stripe separate paramagnetic disorder phase second order spin wave expansion find width disorder phase diminish increase interlayer coupling decrease spatial anisotropy disappear obtain phase diagram differ significantly phase diagram obtain linear spin wave theory', 'second order quantum correction frustrated spatially anisotropic heisenberg antiferromagnet square lattice effect quantum fluctuation directional anisotropy frustration near neighbor near neighbor quantum heisenberg antiferromagnet square lattice investigate spin wave expansion calculate spin wave energy dispersion entire brillouin zone renormalize spin wave velocity magnetization second order s expansion antiferromagnetic neel collinear antiferromagnetic stripe phase show second order correction significant increase frustration correction magnetization spin wave velocity phase zero quantum critical point expect numerical analytical method show transition order phase separate disorder paramagnetic phase', 'quantum effect broken symmetry frustrated antiferromagnet investigate interplay frustration zero point quantum fluctuation ground state triangular heisenberg antiferromagnet finite size spin wave theory exact diagonalization quantum monte carlo method triangular heisenberg antiferromagnet perform systematic size scale analysis obtain strong evidence gapless spectrum finite value thermodynamic order parameter confirm existence long range good agreement finite size spin wave result exact quantum monte carlo datum support reliability spin wave expansion describe ground state low energy spin excitation triangular heisenberg antiferromagnet heisenberg model result indicate opening finite gap thermodynamic excitation spectrum mark melting antiferromagnetic order onset non magnetic ground state order characterize nature quantum disorder phase compute susceptibility important crystal symmetry break operator order phase effectiveness spin wave theory reproduce low energy excitation spectrum suggest uniform spin susceptibility model close linear spin wave prediction']"
17,1817,17_bundle_curve_projective_modulus,"['bundle', 'curve', 'projective', 'modulus', 'variety', 'surface', 'divisor', 'smooth', 'genus', 'fano']","['compactifie modulus space rational curve projective homogeneous variety space smooth rational curve degree projective variety compactification take closure hilbert scheme modulus space stable sheaf modulus space stable map respectively paper compare compactification explicit blow up projective homogeneous variety comparison result calculate betti number compactification grassmannian variety', 'rational map modulus space curve vector bundle let moduli space rank semistable vector bundle trivial de terminant smooth complex algebraic curve c genus g assume c non hyperellptic g paper construct large family point rational normal curve certain linear section allow interpretation subvarietie term modulus space curve g fact exist natural linear map modular meaning fiber birational g moduli space point genus zero curve g modular fiber isomorphic git compactification g family point rational normal curve recover fiber map classify extension line bundle associate effective divisor', 'moduli rank symplectic bundle curve genus let x complex projective curve smooth irreducible genus moduli space semistable symplectic vector bundle rank x variety dimension assemble result vector bundle rank odd degree x construct generically finite cover family dimensional projective space outline application']"
18,1761,18_photon_teleportation_entanglement_cloning,"['photon', 'teleportation', 'entanglement', 'cloning', 'entangle', 'entangled', 'state', 'parametric', 'quantum', 'fidelity']","['accidental cloning single photon qubit channel continuous variable quantum teleportation information encode polarization single photon transfer remote location channel continuous variable quantum teleportation finite entanglement teleportation cause random change photon number photon appear output continuous variable teleportation accidentally produce clone original input photon paper derive polarization statistic output component decompose optimal cloning term completely unpolarized noise find accidental cloning input photon nearly optimal experimentally feasible squeezing level indicate loss polarization information partially compensate availability clone', 'continuous variable teleportation single photon state property continuous variable teleportation single photon state investigate output state different input state non maximal entanglement epr beam photon statistic teleportation output determined correlation field information beta obtain teleportation process change photon number discuss result output photon statistic apply transmission qbit encode polarization single photon', 'odd number photon teleportation teleportation protocol entangled coherent state entangle squeeze state single photon epr state show particular instance general scheme rely detection odd number photon']"
