query,id,categories,similarity,text
optimization,2106.08020,math.OC,0.6331758557383536,"A note on the optimal convergence rate of descent methods with fixed
  step sizes for smooth strongly convex functions.   Based on a result by Taylor, Hendrickx, and Glineur (J. Optim. Theory Appl.,
178(2):455--476, 2018) on the attainable convergence rate of gradient descent
for smooth and strongly convex functions in terms of function values, an
elementary convergence analysis for general descent methods with fixed step
sizes is presented. It covers general variable metric methods, gradient related
search directions under angle and scaling conditions, as well as inexact
gradient methods. In all cases, optimal rates are obtained.
"
optimization,2406.13888,math.OC cs.LG,0.639917358736278,"Open Problem: Anytime Convergence Rate of Gradient Descent.   Recent results show that vanilla gradient descent can be accelerated for
smooth convex objectives, merely by changing the stepsize sequence. We show
that this can lead to surprisingly large errors indefinitely, and therefore
ask: Is there any stepsize schedule for gradient descent that accelerates the
classic $\mathcal{O}(1/T)$ convergence rate, at \emph{any} stopping time $T$?
"
optimization,1910.01277,math.OC cs.LG stat.ML,0.6346961428961201,"Escaping Saddle Points for Zeroth-order Nonconvex Optimization using
  Estimated Gradient Descent.   Gradient descent and its variants are widely used in machine learning.
However, oracle access of gradient may not be available in many applications,
limiting the direct use of gradient descent. This paper proposes a method of
estimating gradient to perform gradient descent, that converges to a stationary
point for general non-convex optimization problems. Beyond the first-order
stationary properties, the second-order stationary properties are important in
machine learning applications to achieve better performance. We show that the
proposed model-free non-convex optimization algorithm returns an
$\epsilon$-second-order stationary point with
$\widetilde{O}(\frac{d^{2+\frac{\theta}{2}}}{\epsilon^{8+\theta}})$ queries of
the function for any arbitrary $\theta>0$.
"
optimization,2412.04427,math.OC,0.6731226152413989,"A Proof of the Exact Convergence Rate of Gradient Descent.   We prove the exact worst-case convergence rate of gradient descent for smooth
strongly convex optimization on $\mathbb{R}^d$. Concretely, assuming that the
objective function $f$ is $\mu$-strongly convex and $L$-smooth, we identify the
smallest possible value of $\tau$ for which the inequality
$f(x_{N})-f_{*}\leq\tau\|x_{0}-x_{*}\|^{2}$ always holds. The result was
previously conjectured by Drori and Teboulle for the case $\mu=0$, and by
Taylor, Hendrickx, and Glineur for the case $\mu>0$.
"
optimization,2310.06733,math.OC cs.NA math.NA,0.6486630773135333,"Adaptive Preconditioned Gradient Descent with Energy.   We propose an adaptive step size with an energy approach for a suitable class
of preconditioned gradient descent methods. We focus on settings where the
preconditioning is applied to address the constraints in optimization problems,
such as the Hessian-Riemannian and natural gradient descent methods. More
specifically, we incorporate these preconditioned gradient descent algorithms
in the recently introduced Adaptive Energy Gradient Descent (AEGD) framework.
In particular, we discuss theoretical results on the unconditional
energy-stability and convergence rates across three classes of objective
functions. Furthermore, our numerical results demonstrate excellent performance
of the proposed method on several test bed optimization problems.
"
optimization,2507.20773,math.OC,0.6626249109945006,"Numerical Design of Optimized First-Order Algorithms. We derive several numerical methods for designing optimized first-order algorithms in unconstrained convex optimization settings. Our methods are based on the Performance Estimation Problem (PEP) framework, which casts the worst-case analysis of optimization algorithms as an optimization problem itself. We benchmark our methods against existing approaches in the literature on the task of optimizing the step sizes of memoryless gradient descent (which uses only the current gradient for updates) over the class of smooth convex functions. We then apply our methods to numerically tune the step sizes of several memoryless and full (i.e., using all past gradient information for updates) fixed-step first-order algorithms, namely coordinate descent, inexact gradient descent, and cyclic gradient descent, in the context of linear convergence. In all cases, we report accelerated convergence rates compared to those of classical algorithms."
optimization,1603.07421,cs.SY cs.LG math.OC,0.6661068658757134,"On the Powerball Method for Optimization.   We propose a new method to accelerate the convergence of optimization
algorithms. This method simply adds a power coefficient $\gamma\in[0,1)$ to the
gradient during optimization. We call this the Powerball method and analyze the
convergence rate for the Powerball method for strongly convex functions. While
theoretically the Powerball method is guaranteed to have a linear convergence
rate in the same order of the gradient method, we show that empirically it
significantly outperforms the gradient descent and Newton's method, especially
during the initial iterations. We demonstrate that the Powerball method
provides a $10$-fold speedup of the convergence of both gradient descent and
L-BFGS on multiple real datasets.
"
optimization,1810.12273,stat.ML cs.LG math.OC,0.6352270663468257,"Kalman Gradient Descent: Adaptive Variance Reduction in Stochastic
  Optimization.   We introduce Kalman Gradient Descent, a stochastic optimization algorithm
that uses Kalman filtering to adaptively reduce gradient variance in stochastic
gradient descent by filtering the gradient estimates. We present both a
theoretical analysis of convergence in a non-convex setting and experimental
results which demonstrate improved performance on a variety of machine learning
areas including neural networks and black box variational inference. We also
present a distributed version of our algorithm that enables large-dimensional
optimization, and we extend our algorithm to SGD with momentum and RMSProp.
"
optimization,2503.02155,math.OC,0.6271303232196556,"Nonconvex optimization and convergence of stochastic gradient descent,
  and solution of asynchronous game.   We review convergence and behavior of stochastic gradient descent for convex
and nonconvex optimization, establishing various conditions for convergence to
zero of the variance of the gradient of the objective function, and presenting
a number of simple examples demonstrating the approximate evolution of the
probability density under iteration, including applications to both classical
two-player and asynchronous multiplayer games
"
optimization,2411.17668,cs.LG cs.SY eess.SY math.OC stat.ML,0.6412729597189054,"Anytime Acceleration of Gradient Descent.   This work investigates stepsize-based acceleration of gradient descent with
{\em anytime} convergence guarantees. For smooth (non-strongly) convex
optimization, we propose a stepsize schedule that allows gradient descent to
achieve convergence guarantees of $O(T^{-1.119})$ for any stopping time $T$,
where the stepsize schedule is predetermined without prior knowledge of the
stopping time. This result provides an affirmative answer to a COLT open
problem \citep{kornowski2024open} regarding whether stepsize-based acceleration
can yield anytime convergence rates of $o(T^{-1})$. We further extend our
theory to yield anytime convergence guarantees of
$\exp(-\Omega(T/\kappa^{0.893}))$ for smooth and strongly convex optimization,
with $\kappa$ being the condition number.
"
