query,id,similarity,text
quantum_field,1107.4664,0.7196639642008076,"Gauge symmetry breaking in gauge theories---In search of clarification.   The paper investigates the spontaneous breaking of gauge symmetries in gauge
theories from a philosophical angle, taking into account the fact that the
notion of a spontaneously broken local gauge symmetry, though widely employed
in textbook expositions of the Higgs mechanism, is not supported by our leading
theoretical frameworks of gauge quantum theories. In the context of lattice
gauge theory, the statement that local gauge symmetry cannot be spontaneously
broken can even be made rigorous in the form of Elitzur's theorem.
Nevertheless, gauge symmetry breaking does occur in gauge quantum field
theories in the form of the breaking of remnant subgroups of the original local
gauge group under which the theories typically remain invariant after gauge
fixing. The paper discusses the relation between these instances of symmetry
breaking and phase transitions and draws some more general conclusions for the
philosophical interpretation of gauge symmetries and their breaking.
"
quantum_field,2304.00756,0.7069121543750079,"Gauge fixing and physical symmetries.   We analyze how gauge fixing, which is required by any practical continuum
approach to gauge systems, can interfere with the physical symmetries of such
systems. In principle, the gauge fixing procedure, which deals with the
(unphysical) gauge symmetry, should not interfere with the other (physical)
symmetries. In practice, however, there can be an interference which takes two
different forms. First, depending on the considered gauge, it might not always
be simple or possible to devise approximation schemes that preserve the
physical symmetry constraints on (gauge-independent) observables. Second, even
at an exact level of discussion, the (gauge-dependent) effective action for the
gauge field, and thus the related vertex functions, may not reflect the
physical symmetries of the problem. We illustrate these difficulties using a
very general class of gauge fixings that contains the usual gauge fixings as
particular cases. Using background field techniques, we then propose specific
gauge choices that allow one to keep the physical symmetries explicit, both at
the level of the observables and at the level of the effective action for the
gauge field. Our analysis is based on the notion of invariance modulo gauge
transformations. This is not only a convenient framework to discuss symmetries
in the presence of unphysical degrees of freedom, but it also allows one to
reinterpret certain well known phenomena in gauge theories without the need to
invoke the conceptually annoying ``breaking of a gauge symmetry''.
"
quantum_field,2110.07941,0.7067470924381555,"Breaking the gauge symmetry in lattice gauge-invariant models.   We consider the role that gauge symmetry breaking terms play on the continuum
limit of gauge theories in three dimensions. As a paradigmatic example we
consider scalar electrodynamics in which $N_f$ complex scalar fields interact
with a U(1) gauge field. We discuss under which conditions a gauge-symmetry
breaking term destabilizes the critical behavior (continuum limit) of the
gauge-invariant theory. We find that the gauge symmetry is robust at
transitions at which gauge fields are not critical. At charged transitions,
where gauge fields are critical, gauge symmetry is lost as soon as the
perturbation is added.
"
quantum_field,2503.04546,0.6737483896571921,"Symmetry Topological Field Theory for Flavor Symmetry.   In this Letter, we demonstrate that the Symmetry Topological Field Theory
(SymTFT) associated to a Quantum Field Theory (QFT) with continuous non-abelian
$G$-flavor symmetry is a $BF$-theory with gauge group $G$. We show that gauging
$G$-symmetry with a flat connection yields a theory with global symmetry
characterized by exchanging the conjugate variables in the quantization of
$BF$-theory. We construct the extended operators that generate the $G$-flavor
symmetry and the $(d-2)$-form $\text{Rep}(G)$-symmetry of the gauged QFT. We
demonstrate that $BF$-theory arises as the theory characterizing $G$-flavor
symmetry of a QFT in the AdS/CFT setup. 't Hooft anomalies of the $G$-flavor
symmetry are realized as extra terms in the action.
"
quantum_field,1312.2671,0.6880310356117905,"Gauge symmetries in 2D field theory.   A simple algorithm is proposed for constructing generators of gauge symmetry
as well as reducibility relations for arbitrary systems of field equations in
two dimensions.
"
quantum_field,0906.4955,0.6738247689192931,"At the root of things.   Modern theories of fundamental interactions describe strong, electromagnetic
and weak interactions as quantum field theories with certain kinds of embedded
internal symmetries called `gauge symmetries'. This article introduces quantum
field theories and gauge symmetries to the uninitiated.
"
quantum_field,1205.0890,0.6622991870393018,"(Non-)Aligned gauges and global gauge symmetry breaking.   The concept of (global) gauge symmetry breaking plays an important role in
many areas of physics. Since the corresponding symmetry is a gauge symmetry,
its breaking is actually gauge-dependent. Thus, it is possible to design gauges
which restore the symmetry as good as possible. Such gauge constructions will
be detailed here, illustrated with the use of lattice gauge theory. Their use
will be discussed for the cases of the Higgs effect, high-baryon density color
superconductors, and BRST symmetry.
"
quantum_field,2305.00117,0.672539709632709,"Henneaux-Teitelboim gauge symmetry and its applications to higher gauge
  theories.   When discussing the gauge symmetries of any theory, the Henneaux-Teitelboim
transformations are often underappreciated or even completely ignored, due to
their on-shell triviality. Nevertheless, these gauge transformations play an
important role in understanding the structure of the full gauge symmetry group
of any theory, especially regarding the subgroup of diffeomorphisms. We give a
review of the Henneaux-Teitelboim transformations and the resulting gauge group
in the general case, and then discuss its role in the applications to the class
of topological theories called nBF models, relevant for the constructions of
higher gauge theories and quantum gravity.
"
quantum_field,hep-th/0004190,0.6890321915698059,"Quantum and Classical Gauge Symmetries in a Modified Quantization Scheme.   The use of the mass term as a gauge fixing term has been studied by
Zwanziger, Parrinello and Jona-Lasinio, which is related to the non-linear
gauge $A_{\mu}^{2}=\lambda$ of Dirac and Nambu in the large mass limit. We have
recently shown that this modified quantization scheme is in fact identical to
the conventional {\em local} Faddeev-Popov formula {\em without} taking the
large mass limit, if one takes into account the variation of the gauge field
along the entire gauge orbit and if the Gribov complications can be ignored.
This suggests that the classical massive vector theory, for example, is
interpreted in a more flexible manner either as a gauge invariant theory with a
gauge fixing term added, or as a conventional massive non-gauge theory. As for
massive gauge particles, the Higgs mechanics, where the mass term is gauge
invariant, has a more intrinsic meaning.
  It is suggested to extend the notion of quantum gauge symmetry (BRST
symmetry) not only to classical gauge theory but also to a wider class of
theories whose gauge symmetry is broken by some extra terms in the classical
action. We comment on the implications of this extended notion of quantum gauge
symmetry.
"
quantum_field,hep-th/0006080,0.7337542396356596,"Gauge symmetries of the teleparallel theory of gravity.   We study gauge properties of the general teleparallel theory of gravity,
defined in the framework of Poincare gauge theory. It is found that the general
theory is characterized by two kinds of gauge symmetries: a specific gauge
symmetry that acts on Lagrange multipliers, and the standard Poincare gauge
symmetry. The canonical generators of these symmetries are explicitly
constructed and investigated.
"
