query_type,query_value,rank,doc_id,specter_score,title,categories,abstract
text,graph neural networks for citation analysis,11,2308.15706,0.7557281255722046,"Representing the Disciplinary Structure of Physics: A Comparative
  Evaluation of Graph and Text Embedding Methods",cs.SI physics.soc-ph,"  Recent advances in machine learning offer new ways to represent and study
scholarly works and the space of knowledge. Graph and text embeddings provide a
convenient vector representation of scholarly works based on citations and
text. Yet, it is unclear whether their representations are consistent or
provide different views of the structure of science. Here, we compare graph and
text embedding by testing their ability to capture the hierarchical structure
of the Physics and Astronomy Classification Scheme (PACS) of papers published
by the American Physical Society (APS). We also provide a qualitative
comparison of the overall structure of the graph and text embeddings for
reference. We find that neural network-based methods outperform traditional
methods and graph embedding methods such as node2vec are better than other
methods at capturing the PACS structure. Our results call for further
investigations into how different contexts of scientific papers are captured by
different methods, and how we can combine and leverage such information in an
interpretable manner.
"
text,graph neural networks for citation analysis,12,2305.02691,0.751514732837677,"PGB: A PubMed Graph Benchmark for Heterogeneous Network Representation
  Learning",cs.LG cs.SI,"  There has been rapid growth in biomedical literature, yet capturing the
heterogeneity of the bibliographic information of these articles remains
relatively understudied. Although graph mining research via heterogeneous graph
neural networks has taken center stage, it remains unclear whether these
approaches capture the heterogeneity of the PubMed database, a vast digital
repository containing over 33 million articles. We introduce PubMed Graph
Benchmark (PGB), a new benchmark dataset for evaluating heterogeneous graph
embeddings for biomedical literature. The benchmark contains rich metadata
including abstract, authors, citations, MeSH terms, MeSH hierarchy, and some
other information. The benchmark contains three different evaluation tasks
encompassing systematic reviews, node classification, and node clustering. In
PGB, we aggregate the metadata associated with the biomedical articles from
PubMed into a unified source and make the benchmark publicly available for any
future works.
"
text,graph neural networks for citation analysis,13,2410.21315,0.7506448030471802,"GraphLSS: Integrating Lexical, Structural, and Semantic Features for
  Long Document Extractive Summarization",cs.CL cs.AI,"  Heterogeneous graph neural networks have recently gained attention for long
document summarization, modeling the extraction as a node classification task.
Although effective, these models often require external tools or additional
machine learning models to define graph components, producing highly complex
and less intuitive structures. We present GraphLSS, a heterogeneous graph
construction for long document extractive summarization, incorporating Lexical,
Structural, and Semantic features. It defines two levels of information (words
and sentences) and four types of edges (sentence semantic similarity, sentence
occurrence order, word in sentence, and word semantic similarity) without any
need for auxiliary learning models. Experiments on two benchmark datasets show
that GraphLSS is competitive with top-performing graph-based methods,
outperforming recent non-graph models. We release our code on GitHub.
"
text,graph neural networks for citation analysis,14,2212.06574,0.7505663633346558,"Artificial intelligence technologies to support research assessment: A
  review",cs.DL cs.AI,"  This literature review identifies indicators that associate with higher
impact or higher quality research from article text (e.g., titles, abstracts,
lengths, cited references and readability) or metadata (e.g., the number of
authors, international or domestic collaborations, journal impact factors and
authors' h-index). This includes studies that used machine learning techniques
to predict citation counts or quality scores for journal articles or conference
papers. The literature review also includes evidence about the strength of
association between bibliometric indicators and quality score rankings from
previous UK Research Assessment Exercises (RAEs) and REFs in different subjects
and years and similar evidence from other countries (e.g., Australia and
Italy). In support of this, the document also surveys studies that used public
datasets of citations, social media indictors or open review texts (e.g.,
Dimensions, OpenCitations, Altmetric.com and Publons) to help predict the
scholarly impact of articles. The results of this part of the literature review
were used to inform the experiments using machine learning to predict REF
journal article quality scores, as reported in the AI experiments report for
this project. The literature review also covers technology to automate
editorial processes, to provide quality control for papers and reviewers'
suggestions, to match reviewers with articles, and to automatically categorise
journal articles into fields. Bias and transparency in technology assisted
assessment are also discussed.
"
text,graph neural networks for citation analysis,15,1909.11715,0.7505359649658203,GraphMix: Improved Training of GNNs for Semi-Supervised Learning,cs.LG stat.ML,"  We present GraphMix, a regularization method for Graph Neural Network based
semi-supervised object classification, whereby we propose to train a
fully-connected network jointly with the graph neural network via parameter
sharing and interpolation-based regularization. Further, we provide a
theoretical analysis of how GraphMix improves the generalization bounds of the
underlying graph neural network, without making any assumptions about the
""aggregation"" layer or the depth of the graph neural networks. We
experimentally validate this analysis by applying GraphMix to various
architectures such as Graph Convolutional Networks, Graph Attention Networks
and Graph-U-Net. Despite its simplicity, we demonstrate that GraphMix can
consistently improve or closely match state-of-the-art performance using even
simpler architectures such as Graph Convolutional Networks, across three
established graph benchmarks: Cora, Citeseer and Pubmed citation network
datasets, as well as three newly proposed datasets: Cora-Full, Co-author-CS and
Co-author-Physics.
"
text,graph neural networks for citation analysis,16,2309.11341,0.7502740621566772,Article Classification with Graph Neural Networks and Multigraphs,cs.LG cs.CL,"  Classifying research output into context-specific label taxonomies is a
challenging and relevant downstream task, given the volume of existing and
newly published articles. We propose a method to enhance the performance of
article classification by enriching simple Graph Neural Network (GNN) pipelines
with multi-graph representations that simultaneously encode multiple signals of
article relatedness, e.g. references, co-authorship, shared publication source,
shared subject headings, as distinct edge types. Fully supervised transductive
node classification experiments are conducted on the Open Graph Benchmark
OGBN-arXiv dataset and the PubMed diabetes dataset, augmented with additional
metadata from Microsoft Academic Graph and PubMed Central, respectively. The
results demonstrate that multi-graphs consistently improve the performance of a
variety of GNN models compared to the default graphs. When deployed with SOTA
textual node embedding methods, the transformed multi-graphs enable simple and
shallow 2-layer GNN pipelines to achieve results on par with more complex
architectures.
"
text,graph neural networks for citation analysis,17,2407.13329,0.749759316444397,CiteFusion: An Ensemble Framework for Citation Intent Classification Harnessing Dual-Model Binary Couples and SHAP Analyses,cs.CL,"Understanding the motivations underlying scholarly citations is essential to evaluate research impact and promote transparent scholarly communication. This study introduces CiteFusion, an ensemble framework designed to address the multi-class Citation Intent Classification task on two benchmark datasets: SciCite and ACL-ARC. The framework employs a one-vs-all decomposition of the multi-class task into class-specific binary subtasks, leveraging complementary pairs of SciBERT and XLNet models, independently tuned, for each citation intent. The outputs of these base models are aggregated through a feedforward neural network meta-classifier to reconstruct the original classification task. To enhance interpretability, SHAP (SHapley Additive exPlanations) is employed to analyze token-level contributions, and interactions among base models, providing transparency into the classification dynamics of CiteFusion, and insights about the kind of misclassifications of the ensemble. In addition, this work investigates the semantic role of structural context by incorporating section titles, as framing devices, into input sentences, assessing their positive impact on classification accuracy. CiteFusion ultimately demonstrates robust performance in imbalanced and data-scarce scenarios: experimental results show that CiteFusion achieves state-of-the-art performance, with Macro-F1 scores of 89.60% on SciCite, and 76.24% on ACL-ARC. Furthermore, to ensure interoperability and reusability, citation intents from both datasets schemas are mapped to Citation Typing Ontology (CiTO) object properties, highlighting some overlaps. Finally, we describe and release a web-based application that classifies citation intents leveraging the CiteFusion models developed on SciCite."
text,graph neural networks for citation analysis,18,2409.18240,0.7497552037239075,Measuring Research Interest Similarity with Transition Probabilities,cs.DL cs.SI stat.AP,"We introduce a family of paper and author similarity measures based on the concept that papers are more similar if they are more likely to be retrieved during a literature search following backward and forward citations. Since this browsing process resembles a walk in a citation network, we operationalize the concept using the transition probability (TP) of random walkers. The proposed measures are continuous, symmetric, and can be implemented on any citation network. We conduct validation tests of the TP concept and other extant alternatives to gauge which metric can classify papers and predict future co-authors most consistently across different scales of analysis (co-authorships, journals, and disciplines). Our results show that the proposed basic TP measure outperforms alternative metrics such as personalized PageRank and the Node2vec machine-learning technique in classification tasks at various scales. Additionally, we discuss how publication-level data can be leveraged to approximate the research interest similarity of individual scientists. This paper is accompanied by a Python package that implements all the tested metrics."
text,graph neural networks for citation analysis,19,2303.07539,0.749450147151947,"HCI Papers Cite HCI Papers, Increasingly So",cs.HC,"  To measure how HCI papers are cited across disciplinary boundaries, we
collected a citation dataset of CHI, UIST, and CSCW papers published between
2010 and 2020. Our analysis indicates that HCI papers have been more and more
likely to be cited by HCI papers rather than by non-HCI papers.
"
text,graph neural networks for citation analysis,20,2109.10007,0.7474945783615112,Generating Local Maps of Science using Deep Bibliographic Coupling,cs.DL cs.AI,"  Bibliographic and co-citation coupling are two analytical methods widely used
to measure the degree of similarity between scientific papers. These approaches
are intuitive, easy to put into practice, and computationally cheap. Moreover,
they have been used to generate a map of science, allowing visualizing research
field interactions. Nonetheless, these methods do not work unless two papers
share a standard reference, limiting the two papers usability with no direct
connection. In this work, we propose to extend bibliographic coupling to the
deep neighborhood, by using graph diffusion methods. This method allows
defining similarity between any two papers, making it possible to generate a
local map of science, highlighting field organization.
"
