Topic,Count,Name,Representation,Representative_Docs
34,928,34_game_player_agent_equilibrium,"['game', 'player', 'agent', 'equilibrium', 'strategy', 'nash', 'auction', 'payoff', 'cooperation', 'win']","['efficient win strategy random turn maker breaker game consider random turn positional game introduce pere schramm sheffield wilson turn positional game player game play ordinary positional game instead alternate turn coin toss turn decide identity player probability player analyze random turn version classical maker breaker game game box introduce os hamilton cycle game connectivity game play edge set game provide player randomized efficient strategy typically ensure win asymptotic order minimum value typically win game assume optimal strategy player', 'bound memory strategy partial information game study computational complexity solve stochastic game mean payoff objective instead identify special class simple strategy sufficient play form equilibrium consider general partial information multiplayer game ask achieve finite memory strategy give bind memory approximate zero sum value respect memoryless strategy player reachability game hand provide upper bound solve game fix number player decide polynomial space give game bind exist equilibrium strategy use memory mode give find equilibrium respect strategy similarly player zero sum game find strategy opponent strategy guarantee outcome give value construction apply parity objective minimal simplification result improve status quo know special case game particular zero sum concurrent mean payoff game approximate ordinary zero sum value restrict admissible strategy', 'separable low rank continuous game paper study nonzero sum separable game continuous game payoff sum product form include subclass finite game polynomial game investigate structure equilibrium separable game game admit finitely support nash equilibrium motivate bound support mixed equilibrium player finite game term rank payoff matrix define notion rank n player continuous game use provide bound cardinality support equilibrium strategy present general characterization theorem state continuous game finite rank separable rank result present efficient algorithm compute approximate equilibria player separable game fix strategy space time polynomial rank game']"
35,924,35_hall_topological_skyrmion_insulator,"['hall', 'topological', 'skyrmion', 'insulator', 'semimetal', 'weyl', 'magnetic', 'spin', 'fractional', 'state']","['type ii quantum spin hall insulator quantum spin hall effect usually realize dimensional material time reversal symmetry realize symmetry protection remain unexplored propose type ii quantum spin hall insulator quantize spin hall conductivity edge state opposite chirality polarization distribute different brillouin zone region connect conduction valence band boundary type ii quantum spin hall insulator require symmetry protection translational symmetry base symmetry analysis principle electronic structure calculation demonstrate type ii quantum spin hall insulator realize altermagnetic material lutting compensate magnetic material furthermore base lattice model find long symmetry exist type ii quantum spin hall insulator phase exist stably symmetry break type ii quantum spin hall insulator phase transform obstruct atomic insulator phase spin orbit coupling effect enhance work propose new mechanism realize quantum spin hall effect enrich type unconventional magnetic topological phase', 'dirac fermion topological phase magnetic topological insulator film develop dirac fermion theory topological phase magnetic topological insulator film theory base exact solution energy wave function effective model dimensional topological insulator ti film find ti film consist pair massless massive dirac fermion surface state series massive dirac fermion bulk state massive dirac fermion carry zero integer quantum hall conductance valence band fully occupy massless dirac fermion carry half quantum hall conductance chemical potential locate dirac point finite range magnetic exchange interaction magnetic layer film manipulate mass chirality dirac fermion give rise distinct topological phase cover know topological insulate phase quantum anomalous hall effect quantum spin hall effect axion effect novel topological metallic phase half quantize hall effect half quantum mirror hall effect metallic quantum anomalous hall effect', 'quantum spin hall effect topological insulator original motivation great interest topological insulator hope observe quantum spin hall effect material topological insulator state frequently quantum spin hall state despite impressive experimental result confirm existence quantum spin hall state quantum spin hall effect detect short overview originally suggest quantum spin hall effect quantum spin conductance determine topological chern number paper analyze crucial role boundary condition observation effect finally discuss quantum spin hall effect observe']"
36,908,36_protein_molecular_material_drug,"['protein', 'molecular', 'material', 'drug', 'molecule', 'machine', 'prediction', 'chemical', 'learning', 'structure']","['predict protein variant equivariant graph neural network pre train model successful protein engineering task notably sequence base model achieve state art performance protein fitness prediction structure base model experimentally develop protein enhanced function research gap compare sequence base method predict protein variant well wildtype protein paper aim address gap conduct comparative study ability equivariant graph neural network egnn sequence base approach identify promise amino acid mutation result propose structural approach achieve competitive performance sequence base method train significantly few molecule additionally find combine assay label datum structure pre train model yield similar trend sequence pre train model code train model find', 'structure aware compound protein affinity prediction graph neural network group lasso regularization explainable artificial intelligence xai approach increasingly apply drug discovery learn molecular representation identify substructure drive property prediction build end end explainable model structure activity relationship sar modeling compound property prediction face challenge limited number compound protein interaction activity datum specific protein target plenty subtle change molecular configuration site significantly affect molecular property exploit pair molecule activity cliff share scaffold differ substituent site characterize large potency difference specific protein target propose framework implement graph neural network gnns leverage property structure information activity cliff pair predict compound protein affinity half maximal inhibitory concentration enhance model performance explainability train gnn structure aware loss function group lasso sparse group lasso regularization prune highlight molecular subgraph relevant activity difference apply framework activity cliff datum molecule target proto oncogene tyrosine protein kinase src protein pdb id approach improve property prediction integrate common uncommon node information sparse group lasso reflect reduce root mean square error rmse improve pearson correlation coefficient pcc apply regularization enhance feature attribution gnn boost graph level global direction score improve atom level color accuracy advance strengthen model interpretability drug discovery pipeline particularly identify critical molecular substructure lead optimization', 'atomic convolutional network predict protein ligand bind affinity empirical scoring function base molecular force field cheminformatic descriptor widely conjunction molecular docking early stage drug discovery predict potency bind affinity drug like molecule give target model require expert level knowledge physical chemistry biology encode hand tune parameter feature allow underlying model select feature data drive procedure develop general dimensional spatial convolution operation learn atomic level chemical interaction directly atomic coordinate demonstrate application structure base bioactivity prediction atomic convolutional neural network train predict experimentally determined bind affinity protein ligand complex direct calculation energy associate complex protein ligand give crystal structure bind pose non covalent interaction present complex absent protein ligand sub structure identify model learn interaction strength associate feature test model predict bind free energy subset protein ligand complex find pdbbind dataset compare state art cheminformatic machine learning base approach find method achieve experimental accuracy atomic convolutional network outperform perform competitively cheminformatic base method unlike previous protein ligand prediction system atomic convolutional network end end fully differentiable represent new data drive physics base deep learning model paradigm offer strong foundation future improvement structure base bioactivity prediction']"
37,899,37_quark_meson_qcd_baryon,"['quark', 'meson', 'qcd', 'baryon', 'heavy', 'mass', 'lattice', 'decay', 'chiral', 'charm']","['computation heavy light decay constant non relativistic lattice qcd report result lattice calculation heavy light meson decay constant employ non relativistic qcd approach heavy quark wilson action light quark simulation carry lattice signal noise ratio ground state significantly improve compare simulation static approximation enable extract decay constant reliably compute heavy light decay constant value heavy quark mass estimate magnitude deviation heavy mass scale law meson find mev extrapolation static limit yield mev', 'isospin break decay constant heavy meson qcd sum rule present study strong isospin break ib effect qcd difference mass leptonic decay constant charmed beauty pseudoscalar vector meson method qcd sum rule apply sum rule analysis decay constant meson contain heavy quark light quark light mass range average u quark mass strange quark mass analyse dependence decay constant light quark mass extract good accuracy ib ratio decay constant lead order mass difference obtain yield mev mev mev mev case finding consistent recent lattice qcd result low case show tension standard deviation', 'b meson decay constant flavor lattice qcd domain wall light quark relativistic heavy quark calculate b meson decay constant ratio unquenched lattice qcd domain wall light quark relativistic b quark use gauge field ensemble generate rbc ukqcd collaboration domain wall fermion action iwasaki gauge action flavor light dynamical quark analyze datum lattice spacing fm unitary pion mass light mev enable control extrapolation physical light quark mass continuum b quark use anisotropic clover action relativistic heavy quark interpretation discretization error heavy quark action size light quark sector renormalize lattice heavy light axial vector current nonperturbative method compute bulk match factor nonperturbatively small correction close unity lattice perturbation theory improve lattice heavy light current extrapolate result physical light quark mass continuum heavy meson chiral perturbation theory provide complete systematic error budget obtain mev mev mev error statistical total systematic add quadrature result good agreement publish result provide important independent cross check flavor determination decay constant staggered light quark']"
38,882,38_software_code_bug_developer,"['software', 'code', 'bug', 'developer', 'project', 'llm', 'development', 'test', 'language', 'vulnerability']","['man island fully automatic programming code search code generation program repair automatic programming attempt minimize human intervention generation executable code long stand challenge software engineering community advance automatic programming researcher focus primary direction code search reuse exist code snippet external database code generation produce new code snippet natural language program repair refine exist code snippet fix detect bug despite significant advancement effectiveness state art technique limited usability search code correctness generate code motivate real world programming process developer usually use external tool aid cod process code search engine code testing tool work propose automatic programming framework leverage recent large language model llm integrate research area address inherent limitation particular framework leverage different code search strategy retrieve similar code snippet guide code generation process llm framework validate quality generate code compiler test case construct repair prompt query llm generate correct patch conduct preliminary experiment demonstrate potential framework help codellama solve programming problem improvement generic framework integrate code search generation repair tool combine research area time importantly demonstrate potential traditional se tool enhance usability llm automatic programming', 'survey evaluate large language model code generation task paper provide comprehensive review current method metric evaluate performance large language model llm code generation task rapid growth demand automate software development llm demonstrate significant potential field code generation paper begin review historical development llm application code generation detail method metric assess code generation capability llm include code correctness efficiency readability evaluation method base expert review user experience paper evaluate widely benchmark dataset identify limitation propose direction future improvement specifically paper analyze performance code generation model different task combine multiple evaluation metric code compilation interpretation success rate unit test pass rate performance efficiency metric comprehensively assess practical application llm code generation finally paper discuss challenge face evaluate llm code generation particularly ensure comprehensiveness accuracy evaluation method adapt evolve practice software development analysis discussion provide valuable insight optimize improve application llm code generation task', 'large language model code generation practitioner perspective large language model llm emerge cod assistant capable generate source code natural language prompt increase adoption llm software development academic research industry base project develop tool benchmark metric evaluate effectiveness llm generate code lack solution evaluate empirically ground method incorporate practitioner perspective assess functionality syntax accuracy real world application address gap propose develop multi model unified platform generate execute code base natural language prompt conduct survey software practitioner country continent work diverse professional role domain evaluate usability performance strength limitation model result present practitioner feedback insight use llm software development include strength weakness key aspect overlook benchmark metric broad understanding practical applicability finding help researcher practitioner informed decision systematically select llm software development project future research focus integrate diverse model propose system incorporate additional case study conduct developer interview deep empirical insight llm drive software development']"
39,850,39_solution_elliptic_equation_regularity,"['solution', 'elliptic', 'equation', 'regularity', 'existence', 'boundary', 'problem', 'sobolev', 'parabolic', 'fractional']","['regularity gradient estimate weak solution singular quasi linear parabolic equation paper study sobolev regularity estimate weak solution class singular quasi linear elliptic problem form t homogeneous dirichlet boundary condition bound spatial domain main focus case vector coefficient discontinuous singular x dependent solution global interior weight estimate establish weak solution equation weight function muckenhoupt class weight result obtain new linear equation singularity coefficient x', 'existence uniqueness positive solution class logistic type elliptic equation involve fractional laplacian paper study existence uniqueness positive solution following nonlinear fractional elliptic equation positive smooth function satisfy proof base comparison principle existence uniqueness asymptotic behavior boundary blow solution class elliptic equation involve fractional laplacian', 'boundary singularity positive solution nonlinear elliptic equation study behaviour near boundary point positive solution nonlinear elliptic equation force term vanish boundary result base priori estimate solution existence non existence uniqueness result solution nonlinear elliptic equation half unit sphere']"
40,812,40_parton_jet_gluon_production,"['parton', 'jet', 'gluon', 'production', 'hadron', 'transverse', 'inclusive', 'collision', 'quark', 'proton']","['multi jet production transverse momentum dependent parton distribution study impact transverse momentum dependent parton distribution detailed feature multi jet final state focus angular jet correlation dis datum', 'jet production double parton scattering collision lhc present prediction double parton scattering dps jet production cross section collision lhc rely experimental capability correlate centrality impact parameter proton nucleus collision discuss strategy extract double parton scatter contribution collision give direct access double parton distribution nucleon production cross section dps jet heavy quark jet large allow method datum accumulate run', 'theory jet deep inelastic scattering large center mass energy increase statistical precision wide range hadronic final state observable hera lepton proton collider provide detailed testing ground qcd dynamic fully flexible lead order calculation mandatory theoretical test discuss detail lead order qcd prediction jet cross section deep inelastic scattering complete neutral current charge current exchange leading order result jet final state present theoretical framework base phase space slicing method use universal crossing function describe detail analytical formulae necessary lead order calculation provide numerical result base fully differential ep jet event generator allow analyze infrared collinear safe observable general cut term parton momenta importance high order correction study jet algorithm implication comparison ongoing experimental analysis jet cross section high determination gluon density power correction event shape associate forward jet production low regime hera discuss study jet cross section polarized electron polarize proton collision show dijet event provide good measurement polarized gluon distribution region expect maximum']"
41,810,41_knot_link_homology_manifold,"['knot', 'link', 'homology', 'manifold', 'invariant', 'surgery', 'floer', 'heegaard', 'legendrian', 'polynomial']","['algorithm construction knot link give number cross diagram knot link braid algorithm construction knot link give number cross diagram knot link offer algorithm base simple proposition representation knot link closure braid n thread length braid exceed', 'refinement large integer surgery formula knot concordance compute knot floer filtration induce cable meridian knot manifold obtain large integer surgery knot formula term original knot floer complex knot sphere application knot concordance invariant hom equivalently define term filter map heegaard floer homology group induce handle attachment cobordism surgery knot', 'knot contact homology detect cable composite torus knot knot contact homology invariant knot derive legendrian contact homology numerous connection knot group use basic property knot group prove knot contact homology detect torus knot knot contact homology knot isomorphic cable respectively composite knot knot cable respectively composite']"
42,801,42_market_price_asset_financial,"['market', 'price', 'asset', 'financial', 'volatility', 'option', 'risk', 'stock', 'pricing', 'portfolio']","['market game real world market paper use development multi agent market model present unified approach joint question financial market movement simulate predict hedge examine effect different market clearing mechanism equilibrium clearing process lead dynamic closely resemble real financial movement replace synthetic price history simulation datum take real financial time series lead remarkable result agent collectively learn identify moment market profit attainable employ formalism bouchaud sornette conjunction agent base model general risk eliminate trade model presence transaction cost risk option writing greatly increase risk cost reduce use delta hedge strategy modify time dependent volatility structure', 'volatility multi share financial market model single index financial market model account empirically observe complex interaction share market describe multi share financial market model compare characteristic volatility standard deviation price fluctuation empirical characteristic particular find probability distribution similar log normal distribution long power law tail large fluctuation time development show superdiffusion result good quantitative agreement observation', 'financial market adaptative ecosystem study detail market price option liquid market market empirically correct simple inadequate black schole formula account important statistical feature asset fluctuation fat tail correlation scale fluctuation aspect include pricing model precisely reflect price fix market financial market behave efficient adaptive system']"
43,771,43_ising_glass_spin_critical,"['ising', 'glass', 'spin', 'critical', 'ise', 'temperature', 'transition', 'exponent', 'phase', 'random']","['monte carlo study ise spin glass random field system review recent numerical progress study finite dimensional strongly disorder magnetic system like spin glass random field system particular report detail result critical property non equilibrium dynamic ise spin glass furthermore present overview recent investigation random field ise model finally quantum spin glass', 'hobbyhorse magnetic system ising model purpose article present detailed numerical study second order phase transition ising model importance correctly present elementary theory phase transition computational algorithm finite size scale technique result important understanding ising model second order phase transition markov chain monte carlo simulation perform different lattice size periodic boundary condition energy magnetization specific heat magnetic susceptibility correlation function calculate critical exponent determine finite size scaling technique importance correlation length relevant parameter phase transition emphasize', 'non equilibrium relaxation interface energy ising model non equilibrium critical relaxation study dimensional ising model dynamical critical exponent estimate model relaxation order phase model consistent behavior interface energy dimensional ising model study critical exponent correlation length critical amplitude surface tension estimate respectively dynamic monte carlo renormalization group method apply equilibrium property dimensional ising model successfully']"
44,766,44_collision_heavy_rhic_ion,"['collision', 'heavy', 'rhic', 'ion', 'gev', 'transverse', 'multiplicity', 'hadron', 'rapidity', 'particle']","['consideration suppression charge particle high energy heavy ion collision experimental result relate charge particle suppression obtain relativistic heavy ion collider rhic brookhaven au au cu cu collision large hadron collider lhc cern pb pb xe xe collision compile term usual nuclear modification factor newly introduce function study focus range region maximum suppression evidence experiment core contribution present consideration missing suppression high charge particle multiplicity event pp collision tev present trend charge particle function measure rhic au au collision lhc pb pb collision suppression large gev gev follow saturation high energy tev pb pb collision clear change dependence dn dy central collision function collision energy evidence region gev', 'dimensional viscous hydrodynamic high baryon density apply viscous hydrodynamic cascade model heavy ion collision reaction gev accommodate model give collision energy range initial condition hydrodynamic phase take urqmd equation state finite baryon density base chiral model couple polyakov loop study collision energy dependence pion kaon rapidity distribution charge hadron elliptic flow shear viscosity affect model calculation compare datum pb pb collision cern sps au au collision beam energy scan bes program energy bnl rhic datum favour value shear viscosity collision energy range', 'measurement inclusive production collision gev star article present measurement inclusive production midrapidity collision gev star detector relativistic heavy ion collider suppression yield quantify nuclear modification factor observe respect scale production collision dependence collision centrality transverse momentum measure improve precision compare previous measurement gev centrality dependence measure compare result gev central collision significant collision energy dependence find uncertainty collision energy gev transport model calculation include dissociation regeneration contribution consistent experimental result uncertainty significant collision energy dependence suppression high energy heavy ion collision gev observe uncertainty newly measure result gev collision provide additional constraint theoretical calculation hot medium evolution cold nuclear matter effect']"
45,760,45_sentiment_news_social_political,"['sentiment', 'news', 'social', 'political', 'bias', 'twitter', 'hate', 'medium', 'language', 'legal']","['social sentiment inherent llm empirical study extraction inter demographic sentiment large language model llm suppose acquire unconscious human knowledge feeling social common sense bias training model large amount text clear sentiment specific social group capture llm study focus social group define term nationality religion race ethnicity validate extent sentiment social group capture extract llm specifically input question sentiment group llm apply sentiment analysis response compare result social survey validation result representative llm show high correlation relatively small p value nationality religion number data point relatively large result indicate llm response include inter group sentiment align actual social survey result', 'review web infodemic analysis detection trend multi modality deep neural network fake news misinformation matter concern people globe user internet social medium site encounter content false information frequently fake news detection analyzed prominent area research detection technique apply popular machine learning deep learning algorithm previous work domain cover fake news detection vastly text circulate online platform extensively observe analyze include news website twitter facebook reddit whatsapp youtube social application gradually gain attention emerge field researcher analyze online datum base multiple modality compose text image video speech contributing factor combination modality result efficient fake news detection present abundance survey consolidate textual fake news detection algorithm review primarily deal multi modal fake news detection technique include image video combination text provide comprehensive literature survey eighty article present state art detection technique identify research gap build pathway researcher advance domain', 'sentiment analysis news recent year bring significant growth volume research sentiment analysis highly subjective text type movie product review main difference text news article target clearly define unique text follow different annotation effort analysis issue encounter realise news opinion mining different text type identify subtask need address definition target separation good bad news content good bad sentiment express target analysis clearly mark opinion express explicitly need interpretation use world knowledge furthermore distinguish different possible view newspaper article author reader text address differently time analyse sentiment give definition present work mining opinion entity english language news test relative suitability sentiment dictionary b attempt separate positive negative opinion good bad news experiment describe test subject domain define vocabulary ignore result show idea appropriate context news opinion mining approach take consideration produce well performance']"
46,753,46_star_metallicity_abundance_cluster,"['star', 'metallicity', 'abundance', 'cluster', 'age', 'fe', 'stellar', 'galaxy', 'ngc', 'globular']","['extragalactic globular cluster near infrared ic ngc present result combine optical near infrared photometry globular cluster system giant elliptical ic ngc use reduce age metallicity degeneracy v h color color diagram derive cumulative age distribution red sub population globular cluster search age sub population age distribution compare determine simulate globular cluster system order set constraint relative age size globular cluster sub population galaxy find significant fraction globular cluster age gyr investigate metallicity distribution system small number statistic prevent make definite statement concern ngc find derive metallicity distribution ic cluster strongly depend assumed age distribution base likely result find large number young intermediate age cluster gyr select globular cluster sample find metallicity peak old cluster young cluster metal poor cluster find metallicity distribution young intermediate globular cluster population significantly affect choice apply single stellar population model mean metallicity second generation globular cluster change mention extremely high dex dex note model dependency severe increase age cluster population', 'chemical abundance metal rich old open cluster ngc ngc framework project aim derive homogeneous way property age distance redden detailed chemical abundance large sample old open cluster present metal abundance abundance ratio light c n o na mg al si ti heavy cr mn ni ba eu element galactic open cluster ngc ngc perform spectrum synthesis select line high resolution spectra red clump star ngc take uve feros spectrograph determine abundance element red clump star ngc observe sarg derive atmospheric parameter iron carbon oxygen abundance previous paper gratton et al average metallicity ngc fe rm dex systematic error dex obtain extensive spectral synthesis fe line intermediate age cluster closely resemble old open cluster ngc far chemical composition concern c n o significant abundance scatter underabundant respect solar value ngc ngc find evident star star scatter element measure cluster possible exception na ngc cluster similar abundance mg overabundant ngc ngc solar scale alpha element abundance compare abundance ratio literature value disk giant dwarf bulge giant find general good agreement run elemental ratio fe h disk object', 'chemical abundance analysis red giant branch star globular cluster context globular cluster know host multiple stellar population signature formation process globular cluster low mass globular think host multiple population aim investigate red giant branch star aim provide detailed chemical inventory cluster determine radial velocity provide additional insight possible presence multiple population cluster method obtain high resolution flame uve vlt spectra red giant branch star likely member perform local thermodynamic equilibrium abundance analysis base dimensional plane parallel model atmosphere abundance derive line equivalent width spectrum synthesis result measure abundance na iron peak fe v cr ni mn mg si ti neutron capture element y ba eu mean cluster heliocentric radial velocity metallicity sodium abundance ratio km s km s fe dex na dex respectively low na abundance appreciable spread suggestive cluster dominate generation star agreement result base low resolution spectroscopy low number star observe allow rule minor population second generation star observed chemical abundance compatible trend observe milky way star']"
47,748,47_adversarial_attack_defense_robustness,"['adversarial', 'attack', 'defense', 'robustness', 'watermark', 'backdoor', 'image', 'training', 'perturbation', 'dnn']","['boost adversarial attack momentum deep neural network vulnerable adversarial example pose security concern algorithm potentially severe consequence adversarial attack serve important surrogate evaluate robustness deep learning model deploy exist adversarial attack fool black box model low success rate address issue propose broad class momentum base iterative algorithm boost adversarial attack integrate momentum term iterative process attack method stabilize update direction escape poor local maxima iteration result transferable adversarial example improve success rate black box attack apply momentum iterative algorithm ensemble model adversarially train model strong defense ability vulnerable black box attack hope propose method serve benchmark evaluate robustness deep model defense method method win place nip non targeted adversarial attack target adversarial attack competition', 'robust private adversarial training make model vulnerable privacy attack adversarial training introduce way improve robustness deep learning model adversarial attack training method improve robustness adversarial attack increase model vulnerability privacy attack work demonstrate model inversion attack extract training datum directly model previously think intractable feasible attack robustly train model input space traditionally train model dominate adversarial example data point strongly activate certain class lack semantic meaning make difficult successfully conduct model inversion attack demonstrate effect dataset different model inversion attack vanilla gradient descent method gradient base method different scale generative adversarial network base attack', 'efficient step adversarial defense deep neural network recent year deep neural network demonstrate outstanding performance machine learn task researcher discover state art model vulnerable adversarial example legitimate example add small perturbation unnoticeable human eye adversarial training augment training datum adversarial example training process know defense improve robustness model adversarial attack robustness effective attack method adversarial training madry et suggest effectiveness iterative multi step adversarial attack particularly project gradient descent pgd consider universal order adversary apply adversarial training pgd imply resistance order attack computational cost adversarial training pgd multi step adversarial example high adversarial training simple attack technique paper strong adversarial example generate cost similar run fast gradient sign method fgsm allow defense adversarial attack robustness level comparable adversarial training multi step adversarial example empirically demonstrate effectiveness propose step defense approach different attack method improvement exist defense strategy']"
48,728,48_turbulent_flow_turbulence_reynold,"['turbulent', 'flow', 'turbulence', 'reynold', 'flame', 'wall', 'eddy', 'velocity', 'convection', 'vortex']","['large scale mean pattern turbulent convection large scale pattern know spiral defect chaos regime thermal convection rayleigh number ra continue exist dimensional numerical simulation turbulent rayleigh convection extend cylindrical cell aspect ratio uncover turbulent field average time turbulent fluctuation remove apply boussinesq closure estimate turbulent viscosity diffusivitie respectively result turbulent rayleigh number describe convection mean pattern spiral defect chaos range turbulent prandtl number small prandtl number finally demonstrate mean flow pattern robust additional finite amplitude wall force level turbulent fluctuation flow sufficiently high', 'model nonlinear dynamic turbulent shear flow investigate nonlinear dynamic turbulent shear flow rotation context simple physically motivated closure equation govern evolution reynold stress tensor model naturally account familiar phenomenon parallel shear flow subcritical transition turbulence finite reynolds number occurrence universal velocity profile close wall large reynold number rotate shear flow find depend rayleigh discriminant system model predict linear instability nonlinear instability complete stability reynold number increase large value investigate property couette taylor flow vary inner outer cylinder rotation rate identify region linear instability similar taylor region finite amplitude instability qualitatively compatible recent experiment discuss quantitative prediction model comparison range experimental torque measurement finally consider relevance work question hydrodynamic stability astrophysical accretion disc', 'significance simple invariant solution turbulent flow recent remarkable progress compute power numerical analysis enable fill gap dynamical system approach turbulence significant advance respect numerical discovery simple invariant set nonlinear equilibrium periodic solution resolve navier stoke flow review describe fundamental practical aspect dynamical system theory investigation turbulence focus recently find invariant solution significance dynamical statistical characterization low reynold number turbulent flow show near wall regeneration cycle coherent structure reproduce solution typical similarity law turbulence prandtl wall law kolmogorov law viscous range pattern intensity turbulence drive secondary flow square duct represent simple invariant solution']"
49,707,49_causal_treatment_trial_outcome,"['causal', 'treatment', 'trial', 'outcome', 'covariate', 'effect', 'estimator', 'inference', 'survival', 'estimate']","['survite learn heterogeneous treatment effect time event datum study problem infer heterogeneous treatment effect time event datum related problem estimate treatment effect binary continuous outcome ii predict survival outcome study recent machine learn literature combination albeit high practical relevance receive considerably attention ultimate goal reliably estimate effect treatment instantaneous risk survival probability focus problem learn discrete time treatment specific conditional hazard function find unique challenge arise context variety covariate shift issue mere combination study confound censor bias theoretically analyse effect adapt recent generalization bound domain adaptation treatment effect estimation setting discuss implication model design use result insight propose novel deep learning method treatment specific hazard estimation base balance representation investigate performance range experimental setting empirically confirm method outperform baseline address covariate shift source', 'power sample size marginal structural model marginal structural model fit inverse probability treatment weighting commonly control confound estimate causal effect observational datum plan study analyze marginal structural modeling determine require sample size give level statistical power challenging effect weight variance estimate causal mean paper consider utility design effect quantify effect weight precision causal estimate design effect define ratio variance causal mean estimator divide variance naive estimator counter fact confounding present weight need simple closed form approximation design effect derive outcome invariant estimate study design phase design effect approximate treatment group sample size calculation conduct randomized trial variance inflate design effect account weighting simulation demonstrate accuracy design effect approximation practical consideration discuss', 'evaluate weight dynamic treatment effect double machine learning consider evaluate causal effect dynamic treatment multiple treatment sequence period base double machine learning control observe time vary covariate data drive way selection observable assumption end use call neyman orthogonal score function imply robustness treatment effect estimation moderate local misspecification dynamic outcome treatment model robustness property permit approximate outcome treatment model double machine learn high dimensional covariate combine datum splitting prevent overfitting addition effect estimation total population consider weight estimation permit assess dynamic treatment effect specific subgroup treat treatment period demonstrate estimator asymptotically normal specific regularity condition investigate finite sample property simulation study finally apply method job corps study order assess different sequence training program large set covariate']"
50,679,50_equation_integrable_hierarchy_hamiltonian,"['equation', 'integrable', 'hierarchy', 'hamiltonian', 'transformation', 'symmetry', 'lax', 'solution', 'differential', 'toda']","['symmetry reduction integrable nonlocal partial differential equation paper symmetry analysis extend study nonlocal differential equation particular integrable nonlocal equation nonlocal nonlinear equation nonlocal modify korteweg de vrie equation lie point symmetry obtain base general theory reduce equation nonlocal local ordinary differential equation separately symmetry allow reduction nonlocal local equation depend invariant variable choose nonlocal modify korteweg de vrie equation analogously local situation reduce local equation integrable end define complex transformation connect nonlocal differential equation differential difference equation', 'class integrable lattice equation develop new approach classification integrable equation form u forward backward discrete derivative follow step classification procedure propose require dispersionless limit equation integrable characteristic variety define conformal structure einstein weyl solution secondly candidate equation select previous step apply test darboux integrability reduction obtain impose suitable cut condition', 'higher dimensional integrable deformation modify kdv equation derivation nonlinear integrable evolution partial differential equation high dimension holy grail field integrability know modify kdv equation prototypical example integrable evolution equation spatial dimension exist integrable analog modify kdv equation high spatial dimension follow present positive answer question particular rewrite integrable modify kdv equation conservation form add deformation mapping process allow construct high dimensional integrable equation illustrate idea example modify kdv hierarchy present lax pair higher dimensional integrable evolution equation']"
51,676,51_blockchain_security_attack_secure,"['blockchain', 'security', 'attack', 'secure', 'protocol', 'transaction', 'authentication', 'trust', 'iot', 'smart']","['analyse attack blockchain system layer base approach blockchain grow decentralize system build transparency immutability major attack blockchain base system leave gap trustability system article present comprehensive study attack blockchain system categorize layer base approach approach provide depth analysis feasibility motivation attack addition framework propose enable systematic analysis impact interconnection attack provide mean identify potential attack vector design appropriate countermeasure strengthen blockchain system', 'blockchain eye developer popularity blockchain technology continue grow rapidly industrial academic field study blockchain focus improvement security usability efficiency blockchain protocol application blockchain finance internet thing public service reveal concern line developer situation blockchain practice article investigate developer use discuss blockchain case study stack overflow post find blockchain relatively new topic stack overflow rise popularity detect type question developer post stack overflow identify blockchain relevant entity framework library tool build blockchain application finding help blockchain project community know improve help novice know start', 'comprehensive survey application blockchain secure vehicular network vehicular network promise feature traffic management route scheduling datum exchange entertainment large scale technological integration come challenge provide security blockchain technology popular choice study make vehicular network secure characteristic meet essential security requirement decentralization transparency tamper proof nature public audit study catalogue notable effort direction year analyze blockchain base security scheme vehicular network application security blockchain perspective application perspective focus application use secure blockchain base vehicular network transportation parking datum trading resource sharing security perspective focus security requirement attack blockchain perspective focus blockchain platform blockchain type consensus mechanism blockchain implementation compile popular simulation tool simulate blockchain simulate vehicular network additionally reader broad perspective research area discuss role state art emerge technology blockchain base vehicular network lastly summarize survey list common challenge future research direction field']"
