Topic,Count,Name,Representation,Representative_Docs
42,1991,42_elliptic_curve_modular_prime,"['elliptic', 'curve', 'modular', 'prime', 'hecke', 'conjecture', 'selmer', 'eisenstein', 'abelian', 'galois']","['class group statistic torsion field generate elliptic curve prime rational elliptic curve set denote torsion field generate class group module give fix odd prime number study average non vanishing certain galois stable quotient class group vary rational elliptic curve order accord result conditional rely prediction delaunay poonen rain statistical variation part tate shafarevich group elliptic curve prove result case elliptic curve fix prime allow vary', 'image galois elliptic curve discuss case mazur program b problem classify possible image galois representation attach elliptic curve equivalently classify rational point corresponding modular curve prime address prior work focus remain prime compute direct graph arithmetically maximal level modular curve compute explicit equation classify rational point n level curve genus jacobian analytic rank aside image know arise infinitely class elliptic curve find exceptional image arise prime complex multiplication exceptional image realize non cm rational conjecture list exceptional image complete counterexample arise unexpected rational point modular curve note yield efficient algorithm compute image galois elliptic curve appendix john voight generalize ribet observation simple abelian variety attach newform extend kolyvagin theorem analytic rank zero imply algebraic rank zero isogeny factor jacobian', 'congruence elliptic curve arise non surjective mod galois representation study quadratic twist elliptic curve exactly distinct prime factor parametrise double cover certain modular curve case modular curve question correspond normaliser cartan subgroup compute explicit model double cover find pair n exist infinitely elliptic curve power quadratic twist find example conjecture classify nontrivial n quadratic twist elliptic curve finally detailed analysis level case use elliptic chabauty determine rational point modular curve genus jacobian rank arise double cover modular curve consequence obtain new proof class number problem']"
43,1974,43_inflation_inflationary_primordial_inflaton,"['inflation', 'inflationary', 'primordial', 'inflaton', 'roll', 'scalar', 'reheat', 'universe', 'perturbation', 'gravitational']","['initial condition plateau inflation case study study initial condition inflation scenario inflaton potential plateau shape model favor planck datum obtain large number model class representative example consider higgs inflation term context palatini gravity inflation large number e fold generically occur large parameter space fine tuning parameter scale inflation inflaton field value inflation small planck scale discuss consequence detection primordial gravitational wave spectral tilt curvature perturbation recently propose trans planckian censorship conjecture', 'inflation gravity article present modeling inflationary scenario time theory gravity assume functional r denote ricci scalar trace energy momentum tensor model parameter constant investigate inflationary scenario inflation drive purely geometric effect outside gr find inflation observable independent number e folding setup computed value spectral index consistent late planck dataset scalar tensor ratio bit high proceed analyze behavior inflation drive gravity couple real scalar field take slow roll approximation generate interesting scenario klein gordon potential lead observationally consistent inflation observable result make clear cut addition ricci scalar scalar field trace energy momentum tensor play major role drive inflationary scenario', 'uniform rate inflation work consider inflation model quadratic potential negative cosmological constant analytical solution equation motion inflaton field find slow roll approximation result inflation field roll constant speed prediction cosmological perturbation calculate']"
44,1896,44_algebra_lie_superalgebra_baxter,"['algebra', 'lie', 'superalgebra', 'baxter', 'rota', 'leibniz', 'module', 'subalgebra', 'algebras', 'hom']","['conservative algebra algebra iv notion conservative algebra appear paper kantor later define conservative algebra algebra bilinear map vector space algebra belong know class algebra associative lie jordan leibniz algebra look like theory conservative algebra play similar role role theory lie algebra arbitrary conservative algebra obtain universal algebra n present paper series paper dedicate study algebra principal subalgebra', 'nilpotent lie algebra derivation center small corank let field characteristic zero integral domain field fraction r lie algebra let nilpotent subalgebra rank lie algebra prove center z rank f field constant lie algebra contain locally nilpotent subalgebra rank natural basis field prove lie algebra isomorphically embed abstract lie algebra triangular lie algebra study early author', 'unified construction vertex algebra infinite dimensional lie algebra paper unified construction vertex algebra arise infinite dimensional lie algebra include affine kac moody algebras virasoro algebras heisenberg algebras high rank analog orbifold deformation define notion quasi vertex lie algebra unify lie algebra start maximal quasi vertex lie algebra construct corresponding vertex lie algebra establish canonical isomorphism category restrict equivariant quasi universal enveloping vertex algebra unify previous construction vertex algebra infinite dimensional lie algebra shed light way associate vertex algebra lie algebra']"
45,1889,45_code_reed_mds_dna,"['code', 'reed', 'mds', 'dna', 'solomon', 'cyclic', 'construction', 'codeword', 'length', 'decode']","['new quantum code self dual code present new construction binary quantum code quaternary linear hermitian self dual code main ingredient construction nearly self orthogonal cyclic duadic code infinite family binary quantum code provide minimum distance low bound quantum code term minimum distance ingredient linear code present new result minimum distance linear cyclic code fix subcode finally list new record break quantum code obtain construction', 'construction cyclic code extend primitive cyclic code application linear code weight nice application include combinatorial design distribute storage system secret sharing scheme paper construct family linear code weight base special polynomial finite field family linear code extend primitive cyclic code affine invariant second family linear code reducible cyclic code parameter code dual determine application prove family linear code hold second application minimum locality code determined optimal locally recoverable code derive', 'dna code cod work introduce novel approach construct dna code linear code non chain extension study code ring determine generator code ring arbitrary length establish reverse constraint code necessary sufficient criterion derive reverse complement code present construction obtain dna code reversible code use construction code generate additional optimal new classical code finally provide example constacyclic code construct dna code established result parameter linear code well optimal accord code available']"
46,1778,46_comb_laser_photonic_soliton,"['comb', 'laser', 'photonic', 'soliton', 'fiber', 'microresonator', 'optical', 'waveguide', 'niobate', 'frequency']","['frequency scan microresonator soliton comb tracking frequency comb mode rapid large scanning dissipative kerr microresonator soliton comb characterization comb mode separation comb mode imperative emerge application frequency scan soliton comb scan speed limit gain feedback system measurement frequency shift comb mode demonstrate overcome limitation feedback incorporate feedback feedforward additional gain db feedforward signal dissipative kerr microresonator soliton comb scan ghz ghz ghz thz s furthermore propose demonstrate method measure frequency shift comb mode imbalance mach zehnder interferometer output different wavelength degree freedom optical frequency comb measurement different wavelength enable estimation frequency shift comb mode', 'optical frequency comb quadratically nonlinear resonator optical frequency comb remarkable invention decade originally conceive spectral counterpart train short pulse emit mode lock laser frequency comb subsequently generate continuously pump microresonator order parametric process recently direct generation optical frequency comb demonstrate continuous wave laser pump optical resonator second order nonlinear medium inside present concise introduction quadratic comb physical mechanism underlie formation mainly review recent experimental theoretical work formation dynamic quadratic frequency comb experimentally demonstrate comb generation configuration cavity second harmonic generation comb generate pump frequency second harmonic degenerate optical parametric oscillator comb generate pump frequency sub harmonic experiment support thorough theoretical analysis aim model dynamic quadratic comb frequency time domain provide useful insight physics new class optical frequency comb synthesizer quadratic comb establish new class efficient frequency comb synthesizer unique feature enable straightforward access new spectral region stimulate novel application', 'frequency comb generation synchronous pumped resonator thin film lithium niobate resonator base optical frequency comb generation enable technology myriad application range communication precision spectroscopy frequency comb generate nonlinear resonator drive continuous wave cw light require alignment pump frequency cavity resonance pulse light mandate pulse repetition rate cavity free spectral range fsr carefully match advancement nanophotonic ignite interest chip scale optical frequency comb realize pulse drive chip kerr comb remain challenging microresonator cavity limited tuning range fsr resonance frequency step overcome limitation demonstrate broadband frequency comb generation resonator synchronously pump tunable femtosecond pulse generator chip amplitude phase modulator notably employ pulse pump overcomes limitation kerr comb generation typically see crystalline resonator stimulate raman scattering']"
47,1776,47_privacy_private_dp_differentially,"['privacy', 'private', 'dp', 'differentially', 'differential', 'utility', 'membership', 'mechanism', 'guarantee', 'sgd']","['privacy practice private detection x ray image extend version machine learning ml help fight pandemic like enable rapid screening large volume image perform datum analysis maintain patient privacy create ml model satisfy differential privacy dp previous work explore private model base small dataset provide weak unclear privacy guarantee investigate practical privacy suggest improvement address open gap account inherent class imbalance evaluate utility privacy trade extensively strict privacy budget evaluation support empirically estimate practical privacy black box membership inference attack mia introduce dp help limit leakage threat pose mia practical analysis test hypothesis classification task result indicate need privacy level differ base task dependent practical threat mia result suggest increase dp guarantee empirical privacy leakage improve marginally dp appear limited impact practical mia defense finding identify possibility well utility privacy trade off believe empirical attack specific privacy estimation play vital role tune practical privacy', 'good true turn model differentially private dp weight imagine train machine learning model differentially private stochastic gradient descent dp sgd discover post training noise level high cripple model utility low compromise privacy dread realization hit start lengthy training process scratch avoid retrain nightmare study introduce groundbreake approach knowledge apply differential privacy noise model weight training offer comprehensive mathematical proof novel approach privacy bound use formal method validate privacy guarantee empirically evaluate effectiveness membership inference attack performance evaluation method allow single training run follow post hoc noise adjustment achieve optimal privacy utility trade off compare novel fine tuned model dp weight model traditional dp sgd model demonstrate approach yield statistically similar performance privacy guarantee result validate efficacy post training noise application promise significant time saving flexibility fine tune differential privacy parameter make practical alternative deploy differentially private model real world scenario', 'differentially private random feature model design privacy preserve machine learning algorithm receive great attention recent year especially setting datum contain sensitive information differential privacy dp widely mechanism datum analysis privacy guarantee paper produce differentially private random feature model random feature propose approximate large scale kernel machine study privacy preserve kernel machine consider parametrize regime feature sample non private random feature model learn solve min norm interpolation problem apply output perturbation technique produce private model method preserve privacy derive generalization error bind method good knowledge consider privacy preserve random feature model parametrize regime provide theoretical guarantee empirically compare method privacy preserve learning method literature result approach superior method term generalization performance synthetic datum benchmark data set additionally recently observe dp mechanism exhibit exacerbate disparate impact mean outcome dp learn algorithm vary significantly different group theoretically empirically random feature potential reduce disparate impact achieve well fairness']"
48,1721,48_prime_integer_partition_sum,"['prime', 'integer', 'partition', 'sum', 'number', 'conjecture', 'divisor', 'diophantine', 'arithmetic', 'congruence']","['gaussian prime sparse set exist set integer y infinitely prime form prove quasi explicit formula number prime form b b term zero hecke obtain expect asymptotic formula number prime provide set large subset consist multiple fix large integer particular asymptotic formula sparse subset prime arbitrary obtain lower bind number prime weak range bound contribution potential exceptional character', 'prime distribution paper estimation formula number prime give interval obtain prime distribution property prime pair construct disjoint infinite set sequence number prime pair p q increase gradually twin prime conjecture true prove integer exist prime pair p goldbach conjecture true', 'representation large integer sum prime positive density set prove subset prime low density prime large sufficiently large integer write sum prime constant statement good possible']"
49,1714,49_functional_dft_orbital_density,"['functional', 'dft', 'orbital', 'density', 'basis', 'calculation', 'electron', 'sham', 'electronic', 'kohn']","['improve result improve density density correct density functional theory dft calculation widespread chemistry material usually provide useful accuracy low computational cost wavefunction base method practical dft calculation require approximation unknown exchange correlation energy self consistently kohn sham scheme produce approximate energy approximate density density correct dft simply study relative contribution total energy error vast majority dft calculation error approximate density negligible certain class functional apply certain class problem density error sufficiently large contribute energy noticeably removal lead well result problem include reaction barrier torsional barrier involve halogen bond radical anion stretched bond etc case use accurate density significantly improve performance simple expedient hartree fock density article explain dc dft likely improve result dc dft produce accurate functional outline challenge prospect field', 'order plesset theory useful role density functional theory orbital practical utility plesset mp perturbation theory severely constrain use hartree fock hf orbital recently show use regularize orbital optimize orbital scaling energy lead significant reduction error phys chem lett work examine density functional theory dft optimize orbital similarly employ improve performance mp theory level find use dft orbital lead significantly improve performance prediction thermochemistry barrier height non covalent interaction dipole moment relative standard hf base mp theory scale dft orbital find surpass accuracy couple cluster single double ccsd dataset find result particularly functional sensitive case range separate hybrid functional low delocalization error perform good base dft orbital appear efficient non iterative scale wave function approach single reference electronic structure computation scale dft orbital find accurate case modern double hybrid functional likely considerably accurate', 'robust electron optimization orbital free density functional theory trust region image method present gaussian basis implementation orbital free density functional theory dft trust region image method trim optimization second order optimization scheme construct provide benchmark electron result tight convergence particle number constraint associate chemical potential electron density demonstrate preserve saddle point nature optimization simultaneously optimize density chemical potential order magnitude reduction number iteration require convergence obtain approach compare contrast new implementation nested optimization scheme forward chan cohen handy implementation allow semi local kinetic energy exchange correlation functional handle self consistently electron calculation electron gaussian basis setting calculation enable direct comparison wide range standard high accuracy quantum chemical method kohn sham density functional theory expect present implementation provide useful tool analyse performance approximate kinetic energy functional finite system']"
50,1693,50_bandit_regret_arm_armed,"['bandit', 'regret', 'arm', 'armed', 'reward', 'contextual', 'ucb', 'algorithm', 'thompson', 'online']","['query reward tradeoff multi armed bandit consider stochastic multi armed bandit set reward actively query observe provide tight low upper problem dependent guarantee regret number query interestingly prove fundamental difference problem unique multiple optimal arm unlike standard multi armed bandit problem present new simple ucb style sampling concept naturally adapt number optimal arm achieve tight regret query bound', 'model selection contextual stochastic bandit problem study bandit model selection stochastic environment approach rely meta algorithm select candidate base algorithm develop meta algorithm base algorithm abstraction work general class base algorithm different type adversarial meta algorithms method rely novel generic smoothing transformation bandit algorithm permit obtain optimal model selection guarantee stochastic contextual bandit problem long optimal base algorithm satisfy high probability regret guarantee lower bind base algorithm regret general impossible well regret model selection asymptotically technique address model selection variety problem misspecifie linear contextual bandit linear bandit unknown dimension reinforcement learning unknown feature map algorithm require knowledge optimal base regret adjust meta algorithm learning rate prior knowledge meta algorithm suffer regret large optimal base regret', 'asymptotically optimal bandit weighted information study problem regret minimization multi armed bandit setup agent allow play multiple arm round spread resource usually allocate arm iteration agent select normalize power profile receive gaussian vector outcome unknown variance sample inversely proportional power allocate arm reward correspond linear combination power profile outcome resemble linear bandit spread power agent choose collect information fast traditional multi armed bandit price reduce accuracy sample setup fundamentally different linear bandit regret know scale linear bandit setup agent receive detailed feedback derive tight problem dependent lower bind propose thompson sampling base strategy call weight thompson sampling design power profile posterior belief arm good arm upper bind match derive logarithmic lower bound finally apply strategy problem control system identification goal estimate maximum gain call linear dynamical system base batch input output sample']"
51,1690,51_imaging_microscopy_speckle_photoacoustic,"['imaging', 'microscopy', 'speckle', 'photoacoustic', 'hologram', 'resolution', 'diffraction', 'illumination', 'optical', 'microscope']","['acousto optic ptychography acousto optic imaging aoi enable optical contrast imaging deep inside scatter sample localize ultrasound modulation scattered light aoi allow optical investigation depth imaging resolution inherently limit ultrasound wavelength prohibit microscopic investigation propose novel computational imaging approach allow achieve optical diffraction limit imaging conventional aoi system achieve extract diffraction limit imaging information memory effect speckle correlation conventionally detect ultrasound modulate scatter light field specifically identify speckle correlation allow estimate fouri magnitude field inside ultrasound focus scan ultrasound focus enable robust diffraction limit reconstruction extended object ptychography exploit ultrasound focus scan spatial gate probe require ptychographic phase retrieval exploit short speckle decorrelation time dynamic medium usually consider hurdle wavefront shape base approach improved ptychographic reconstruction experimentally demonstrate non invasive imaging target extend memory effect range time resolution improvement conventional aoi surpass performance state art approach', 'circumvent optical diffraction limit customize speckle speckle pattern widely image technique ghost imaging dynamic speckle illumination microscopy structured illumination microscopy photoacoustic fluctuation imaging recent advance ability control statistical property speckle enable customization speckle pattern specific imaging application work design create special speckle pattern parallelize nonlinear pattern illumination microscopy base fluorescence photoswitche present proof principle experimental demonstration obtain spatial resolution time high diffraction limit illumination optic setup furthermore tailor speckle vastly outperform standard speckle work establish customize speckle potent tool parallelize super resolution microscopy', 'high resolution phase contrast imaging depth field limit ptychographic multi slice electron tomography resolve single atom large scale volume goal atomic resolution microscopy long time electron microscopy come close goal combination advanced electron optic computational imaging algorithm atomic resolution imaging volume large depth field limit electron optic far reach electron ptychography computational imaging method allow solve multiple scatter problem momentum resolve measurement provide opportunity surpass limit experimentally demonstrate atomic resolution dimensional phase contrast imaging volume surpass depth field limit multi slice ptychographic electron tomography reconstruct tilt series stem measurement nanocube yield resolution reconstructed volume']"
52,1673,52_star_cluster_abundance_fe,"['star', 'cluster', 'abundance', 'fe', 'gaia', 'metallicity', 'globular', 'age', 'milky', 'stellar']","['chrono chemodynamical analysis globular cluster ngc look fundamental brick bulge information galactic assembly time imprint chemodynamic globular cluster make important probe help understand formation evolution milky way discern situ ex situ origin object difficult study galactic bulge complex mixed component milky way investigate early evolution galactic bulge analyse globular cluster ngc derive chemical abundance kinematic dynamic property gather information high resolution spectroscopy flame uve photometry hubble space telescope galactic dynamic calculation apply globular cluster ngc derive age gyr metallicity fe ngc abundance pattern globular cluster compatible bulge field rr lyrae star situ study globular cluster orbital parameter suggest cluster currently confine bulge volume consider heliocentric distance kpc extinction coefficient ngc highly likely come main bulge progenitor low probability form accreted event age uncertain combined mg mn al fe abundance relatively low metallicity respect old moderately metal poor inner galaxy cluster suggest low metallicity floor globular cluster form situ early galactic bulge', 'chemical tagging n rich field star high resolution spectroscopy measure chemical abundance element n rich field star high resolution r optical spectra find na mg al si abundance n rich field star consistent star globular cluster gcs seven star estimate al find gc generation star hand element abundance especially ti distinguishable difference situ star accreted star discover interesting star consistently low mg fe si fe fe ti fe sc fe v fe co fe similar kinematic ba eu star dissolve dwarf galaxy enceladus abundance iron peak element abundance n rich field star metallicitie fe h consistent value milky way field star star dwarf galaxy indicate form situ addition neutron capture element n rich field star enrich asymptotic giant branch agb star mass', 'gaia eso survey detailed elemental abundance red giant peculiar globular cluster ngc context ngc globular cluster multiple stellar population subgiant branch clearly identify difference metallicity detect crucial piece information formation history cluster provide sum abundance value lack general consensus far separation subgiant branch base age abundance difference aim main aim determine carbon nitrogen oxygen abundance evolve giant globular cluster order check double population star coeval method high resolution spectra observe flame uve spectrograph eso vlt telescope analyse differential model atmosphere method result provide abundance chemical element sample giant ngc investigated star separate population difference dex mean metallicity dex mean c n dex mean s process dominate element iron abundance ratio s fe significant difference determine mean value abundance iron ratio carbon iron peak element europium conclusion average value population differ additional evidence give ngc compose cluster metal rich cluster gyr old metal poor global overview ngc property detailed abundance chemical element favour formation dwarf spheroidal galaxy accrete milky way']"
53,1656,53_clinical_medical_biomedical_patient,"['clinical', 'medical', 'biomedical', 'patient', 'llm', 'entity', 'note', 'healthcare', 'language', 'extraction']","['need clinical language model recent advance scale large language model llm result improvement nlp task remain unclear model train primarily general web text right tool highly specialized safety critical domain clinical text recent result suggest llm encode surprising medical knowledge raise important question utility small domain specific language model success general domain llm need specialized clinical model investigate question conduct extensive empirical analysis language model range m parameter measure performance different clinical task test ability parse reason electronic health record experiment train base large model scratch clinical note mimic iii iv directly investigate efficiency clinical token relatively small specialized clinical model substantially outperform context learning approach finetune limited annotated datum find pretraine clinical token allow small parameter efficient model match outperform large language model train general text release code model physionet credentiale health datum license datum use agreement', 'generation medical agent reshape decision making medical scenario artificial intelligence ai essential modern healthcare large language model llm offer promise advance clinical decision making traditional model base approach include leverage context demonstration specialized medical fine tuning demonstrate strong performance medical language processing struggle real time adaptability multi step reasoning handle complex medical task agent base ai system address limitation incorporate reasoning trace tool selection base context knowledge retrieval long term memory additional feature enable medical ai agent handle complex medical scenario decision making build real time interaction environment unlike conventional model base approach treat medical query isolated question medical ai agent approach complex task behave like human doctor paper study choice backbone llm medical ai agent foundation agent overall reasoning action generation particular consider emergent model examine impact agent reasoning tool use adaptability real time information retrieval diverse clinical scenario include high stake setting intensive care unit icus finding demonstrate ability enhance diagnostic accuracy consistency pave way smart responsive ai tool support well patient outcome decision make efficacy clinical practice', 'enrich unsupervised user embed medical concept clinical note electronic health record ehr present rich document information patient inference phenotype disease diagnosis study patient characteristic cohort selection unsupervised user embed aim encode patient fix length vector human supervision medical concept extract clinical note contain rich connection patient clinical category exist unsupervised approach user embedding clinical note explicitly incorporate medical concept study propose concept aware unsupervised user embed jointly leverage text document medical concept clinical corpora mimic iii diabetes evaluate user embedding extrinsic intrinsic task include phenotype classification hospital mortality prediction patient retrieval patient relatedness experiment clinical corpora approach exceed unsupervised baseline incorporate medical concept significantly improve baseline performance']"
54,1616,54_traffic_vehicle_driving_autonomous,"['traffic', 'vehicle', 'driving', 'autonomous', 'safety', 'lane', 'intersection', 'road', 'cavs', 'scenario']","['courteous behavior automate vehicle unsignalized intersection reinforcement learning transition today human drive traffic purely automate gradual evolution effect likely experience mixed traffic near future connected automate vehicle benefit human drive one traffic system different way example improve collision avoidance reduce traffic wave study carry improve intersection management significant bottleneck traffic intelligent traffic signal exclusively automate vehicle problem improve mixed traffic unsignalized intersection receive attention paper propose novel approach optimize traffic flow intersection mixed traffic situation deep reinforcement learning reinforcement learn agent learn policy centralized controller let connected autonomous vehicle unsignalized intersection right way yield vehicle optimize traffic flow implement approach test traffic simulator sumo base simulated real traffic datum experimental evaluation demonstrate method significantly improve traffic flow unsignalized intersection mixed traffic setting provide well performance wide range traffic situation compare state art traffic signal controller corresponding signalize intersection', 'method comparison surrogate safety measure multi vehicle scenario race high level automation vehicle imperative guarantee safety involved traffic participant high risk traffic situation vehicle understand traffic situation involve vehicle lack tool properly analyze paper propose method compare surrogate safety measure value highway multi vehicle traffic situation lane change involve vehicle method allow comprehensive statistical analysis highlight safety distance vehicle shift favor traffic conflict lead vehicle lane change vehicle', 'multi task lane free driving strategy connected automated vehicle multi agent deep reinforcement learning approach deep reinforcement learning show promise engineering application include vehicular traffic control non stationary nature traffic especially lane free environment degree freedom vehicle behavior pose challenge decision making wrong action lead catastrophic failure paper propose novel driving strategy connected automated vehicle cavs base competitive multi agent deep deterministic policy gradient approach developed multi agent deep reinforcement learning algorithm create dynamic non stationary scenario mirror real world traffic complexity make train agent robust algorithm reward function strategically uniquely formulate cover multiple vehicle control task include maintain desire speed overtake collision avoidance merging diverging maneuver additional consideration lateral longitudinal passenger comfort safety criterion take account employ inter vehicle force know nudging repulsive force manage maneuver cavs lane free traffic environment propose drive algorithm train evaluate lane free road simulation urban mobility platform experimental result demonstrate algorithm efficacy handle different objective highlight potential enhance safety efficiency autonomous driving lane free traffic environment']"
55,1606,55_beam_laser_plasma_bunch,"['beam', 'laser', 'plasma', 'bunch', 'wakefield', 'electron', 'accelerator', 'emittance', 'acceleration', 'pulse']","['characterisation laser wakefield acceleration efficiency octave span near ir spectrum measurement report experimental measurement energy transfer efficiency gev class laser wakefield accelerator transfer energy laser plasma wakefield plasma accelerated electron beam diagnose simultaneous measurement deceleration laser photon acceleration electron function plasma length extraction efficiency define ratio energy gain electron beam energy lose self guide laser mode maximise tuning plasma density length additional information provide octave span laser spectrum measurement allow independent optimisation plasma efficiency term require key goal improve overall efficiency laser wakefield accelerator', 'pulse direct laser acceleration laser drive plasma accelerator present method preliminary observation pulse direct laser acceleration laser drive plasma accelerator acceleration mechanism use second co propagate laser pulse overlap accelerate electron wakefield bubble increase energy cost emittance compare traditional laser wakefield acceleration lwfa end introduce method femtosecond scale control time delay co propagating pulse energy enhancement separation pulse approach bubble radius', 'high quality beam produce tightly focus laser drive wakefield accelerator propose use tightly focus laser generate high quality electron beam laser wakefield accelerator scheme expansion laser beam focal position enlarge size wakefield bubble reduce effective phase velocity wake trigger injection plasma electron scheme inject relatively long beam high charge energy spread inject beam minimize optimal acceleration distance choose beam chirp suppress particle cell simulation indicate electron beam charge order nanocoulomb energy spread normalize emittance generate uniform plasma laser pulse empirical formula give predict beam charge injection scheme simple setup pave way practical high quality laser wakefield accelerator table electron radiation source']"
56,1603,56_mri_reconstruction_ct_mr,"['mri', 'reconstruction', 'ct', 'mr', 'imaging', 'acquisition', 'artifact', 'pet', 'dose', 'image']","['multi task magnetic resonance imaging reconstruction meta learning single task deep learning method reconstruct magnetic resonance imaging mri datum acquire different imaging sequence inherently challenging train deep learning model typically lack generalizability dissimilarity image dataset different type contrast lead suboptimal learning performance paper propose meta learn approach efficiently learn image feature multiple mr image dataset algorithm perform multi task learning simultaneously reconstruct mr image acquire different imaging sequence different image contrast experiment result demonstrate ability new meta learn reconstruction method successfully reconstruct highly undersampled k space datum multiple mri dataset simultaneously outperform compelling reconstruction method previously develop single task learning', 'sinogram upsampling primal dual unet undersampled ct radial mri reconstruction computed tomography magnetic resonance imaging widely clinical imaging modality non invasive diagnosis modality come certain problem ct use harmful ionise radiation mri suffer slow acquisition speed problem tackle undersampling sparse sampling undersampled data lead low resolution introduce artefact technique include deep learning base method propose reconstruct datum undersampled reconstruction problem modality consider different problem tackle separately different research work paper propose unified solution sparse ct undersampled radial mri reconstruction achieve apply fouri transform base pre processing radial mri finally reconstruct modality sinogram upsampling combine filter projection primal dual network deep learning base method reconstruct sparsely sample ct datum paper introduce primal dual unet improve primal dual network term accuracy reconstruction speed propose method result average ssim perform sparse ct reconstruction fan beam geometry sparsity level achieve statistically significant improvement previous model result furthermore propose model result average ssim reconstruct undersampled brain abdominal mri datum acceleration factor respectively statistically significant improvement original model result', 'mri reconstruction regularized diffusion model dm magnetic resonance imaging mri powerful imaging technique widely visualize structure human body field plant science demand develop fast mri reconstruction algorithm fine structure object sample acquisition datum k space datum emphasize need efficient solution handle limited input maintain high quality imaging contrast previous method propose mri reconstruction method leverage regularized diffusion model combine optimization method incorporate diffusion base prior method improve image quality reduce noise enhance overall fidelity mri reconstruction conduct comprehensive experiment analysis clinical plant science mri dataset evaluate algorithm effectiveness sample k space datum demonstrate reconstruction performance undersampling pattern distribution pre train datum experiment method improve test competitor']"
57,1588,57_neutron_star_matter_eos,"['neutron', 'star', 'matter', 'eos', 'crust', 'quark', 'nuclear', 'tidal', 'deformability', 'radius']","['gravitational wave asteroseismology f mode neutron star binary merger phase gravitational wave signal coalesce binary neutron star yield important information property nuclear matter equation state early signal tidal effect property oscillation frequency merger product investigate direct link property isolated neutron star merger compare frequency fundamental oscillation mode neutron star gravitational wave frequency associate merger neutron star calculate quadrupolar oscillation non rotate rotate neutron star nonlinear hydrodynamic code conformally flat approximation obtain gravitational wave frequency associate peak amplitude binary neutron star set publicly available simulation find differ average equal mass system different total mass equation state assume gravitational wave frequency approximately equal twice orbital frequency near merger result indicate condition tidal resonance satisfied high accuracy near merger azimuthal quantum number establish universal relation tidal deformability equal mass binary system explain similar relation tidal deformability isolated neutron star demonstrate associate nearly incompressible property neutron star finding suggest possible relate gravitational wave signal merger binary neutron star system directly fundamental oscillation mode mass ratio', 'ab initio calculation hyper neutron matter equation state eos neutron matter play decisive role understanding property neutron star generation gravitational wave neutron star merger sufficient density know appearance hyperon generally soften eos lead reduction maximum mass neutron star observed value solar mass repulsive body force know solve call hyperon puzzle far perform initio calculation substantial number hyperon remain elusive work address challenge employ simulation base nuclear lattice effective field theory neutron pure neutron matter hyperon hyper neutron matter finite volume introduce novel auxiliary field quantum monte carlo algorithm allow simulate pure neutron matter hyper neutron matter system time density nuclear matter single auxiliary field sign oscillation time ab initio calculation include body body force n interaction consequently determine essential astrophysical quantity mass radius relation speed sound tidal deformability neutron star finding confirm existence relation give access moment inertia neutron star', 'neutron star dense matter equation state microscopic theory macroscopic observation past year witness tremendous progress understand property neutron star dense matter core possible electromagnetic observation neutron star detection gravitational wave merger observation provide novel constraint neutron star structure intimately related property dense neutron rich matter describe nuclear equation state constrain equation state wide range density probe astrophysical observation challenge physics involve broad system span order magnitude density review theoretical approach calculate model neutron star equation state regime density discuss relate consequent property neutron star describe equation state calculate nuclear interaction constrain benchmarke nuclear experiment review neutron star observation particular emphasis information provide gravitational wave signal electromagnetic observation finally discuss future challenge opportunity field']"
58,1560,58_planning_quadrotor_trajectory_obstacle,"['planning', 'quadrotor', 'trajectory', 'obstacle', 'robot', 'planner', 'path', 'controller', 'control', 'flight']","['graph neural network base method path planning problem sampling base path planning widely method robotic particularly high dimensional state space process path planning collision detection time consume operation paper propose learning base path planning method aim reduce number collision detection develop efficient neural network model base graph neural network gnn use environment map input model output weight neighbor base input current vertex information guide planner avoid obstacle evaluate propose method efficiency simulate random world real world experiment respectively result demonstrate propose method significantly reduce number collision detection improve path plan speed high dimensional environment', 'pe planner performance enhance quadrotor motion planner autonomous flight complex dynamic environment role motion planner pivotal quadrotor application exist method struggle adapt complex environment limit ability achieve fast safe robust flight letter introduce performance enhance quadrotor motion planner design autonomous flight complex environment include dense obstacle dynamic obstacle unknown disturbance global planner generate initial trajectory kinodynamic path search refine b spline trajectory optimization subsequently local planner take account quadrotor dynamic estimate disturbance global reference trajectory control cost time cost safety constraint generate real time control input utilize framework model predictive contouring control simulation real world experiment corroborate heighten robustness safety speed propose motion planner additionally motion planner achieve flight m s challenging complex racing scenario', 'model predictive path integral method fast proactive uncertainty aware uav planning cluttered environment current motion planning approach autonomous mobile robot assume low level controller system able track plan motion high accuracy practice tracking error affect factor lead potential collision robot traverse cluttered environment address problem paper propose novel recede horizon motion planning approach base model predictive path integral mppi control theory flexible sampling base control technique require minimal assumption vehicle dynamic cost function flexibility leveraged propose motion planning framework consider data inform risk function mppi algorithm motion planner reduce number sample require algorithm relax hardware requirement implementation propose approach validate trajectory generation quadrotor unmanned aerial vehicle uav fast motion increase trajectory tracking error lead collision nearby obstacle simulation hardware experiment demonstrate mppi motion planner proactively adapt obstacle uav negotiate slow near obstacle move quickly away obstacle result complete reduction collision produce lively motion']"
