query_id,query_text,rank,doc_id,specter_score,title,categories,abstract
gnn_citations,graph neural networks for citation analysis,14,2407.13329,0.7497593,CiteFusion: An Ensemble Framework for Citation Intent Classification Harnessing Dual-Model Binary Couples and SHAP Analyses,cs.CL,"Understanding the motivations underlying scholarly citations is essential to evaluate research impact and promote transparent scholarly communication. This study introduces CiteFusion, an ensemble framework designed to address the multi-class Citation Intent Classification task on two benchmark datasets: SciCite and ACL-ARC. The framework employs a one-vs-all decomposition of the multi-class task into class-specific binary subtasks, leveraging complementary pairs of SciBERT and XLNet models, independently tuned, for each citation intent. The outputs of these base models are aggregated through a feedforward neural network meta-classifier to reconstruct the original classification task. To enhance interpretability, SHAP (SHapley Additive exPlanations) is employed to analyze token-level contributions, and interactions among base models, providing transparency into the classification dynamics of CiteFusion, and insights about the kind of misclassifications of the ensemble. In addition, this work investigates the semantic role of structural context by incorporating section titles, as framing devices, into input sentences, assessing their positive impact on classification accuracy. CiteFusion ultimately demonstrates robust performance in imbalanced and data-scarce scenarios: experimental results show that CiteFusion achieves state-of-the-art performance, with Macro-F1 scores of 89.60% on SciCite, and 76.24% on ACL-ARC. Furthermore, to ensure interoperability and reusability, citation intents from both datasets schemas are mapped to Citation Typing Ontology (CiTO) object properties, highlighting some overlaps. Finally, we describe and release a web-based application that classifies citation intents leveraging the CiteFusion models developed on SciCite."
gnn_citations,graph neural networks for citation analysis,15,2109.09192,0.74834424,"Self-citation and its impact on research evaluation: Literature review.
  Part I",cs.DL,"  This review summarizes papers which analyze impact of self-citation on
research evaluation. We introduce a generalized definition of self-citation and
its variants: author, institutional, country, journal, discipline, publisher
self-citation. Formulae of the basic self-citation measures are given, namely
self-citing and self-cited rates. World literature on author, institutional,
country and journal self-citation is studied in more detail. Current views on
the role and impact of self-citation are compiled and analyzed. It is found
that there is a general consensus on some points: (a) pathological is as
excessive self-citation so its total absence; (b) self-citation has low impact
on large science units but may be critical for analysis of individual
researchers; (c) share of self-citations is generally higher for units with low
bibliometric performance, while top scientists, institutions, journals receive
the majority of their citations from outside. This review also considers how
bibliometric instruments and databases respond to challenge of possible
manipulation by self-citations and how they correct bibliometric indicators
calculated by them. The first part of the review presented here deals with the
fundamental terms and definitions, and the most discussed and studied type of
the self-citation, author self-citation. The paper was funded by RFBR, project
number 20-111-50209
"
gnn_citations,graph neural networks for citation analysis,16,2203.12455,0.7464558,Assessing Network Representations for Identifying Interdisciplinarity,cs.DL cs.SI,"  Many studies have sought to identify interdisciplinary research as a function
of the diversity of disciplines identified in an article's references or
citations. However, given the constant evolution of the scientific landscape,
disciplinary boundaries are shifting and blurring, making it increasingly
difficult to describe research within a strict taxonomy. In this work, we
explore the potential for graph learning methods to learn embedded
representations for research papers that encode their 'interdisciplinarity' in
a citation network. This facilitates the identification of interdisciplinary
research without the use of disciplinary categories. We evaluate these
representations and their ability to identify interdisciplinary research,
according to their utility in interdisciplinary citation prediction. We find
that those representations which preserve structural equivalence in the
citation graph are best able to predict distant, interdisciplinary interactions
in the network, according to multiple definitions of citation distance.
"
gnn_citations,graph neural networks for citation analysis,17,2105.05527,0.74645466,Self-citation Analysis using Sentence Embeddings,cs.DL,"  The purpose of citation indexes and metrics is intended to be a measure for
scientific innovation and quality for researchers, journals, and institutions.
However, those metrics are often prone to abuse and manipulation by excessive
and unethical self-citations induced by authors, reviewers, editors, or
journals. Identifying whether there are or not legitimate reasons for
self-citations is normally determined during the review process, where the
participating parts may have intrinsic incentives, rendering the legitimacy of
self-citations, after publication, questionable. In this paper, we conduct a
large-scale analysis of journal self-citations while taking into consideration
the similarity between a publication and its references. Specifically, we look
into PubMed Central articles published since 1990 and compute similarities of
article-reference pairs using sentence embeddings. We examine journal
self-citations with an aim to distinguish between justifiable and unethical
self-citations.
"
gnn_citations,graph neural networks for citation analysis,18,2103.14556,0.7446845,"Predicting the future success of scientific publications through social
  network and semantic analysis",cs.DL,"  Citations acknowledge the impact a scientific publication has on subsequent
work. At the same time, deciding how and when to cite a paper, is also heavily
influenced by social factors. In this work, we conduct an empirical analysis
based on a dataset of 2010-2012 global publications in chemical engineering. We
use social network analysis and text mining to measure publication attributes
and understand which variables can better help predicting their future success.
Controlling for intrinsic quality of a publication and for the number of
authors in the byline, we are able to predict scholarly impact of a paper in
terms of citations received six years after publication with almost 80 percent
accuracy. Results suggest that, all other things being equal, it is better to
co-publish with rotating co-authors and write the papers' abstract using more
positive words, and a more complex, thus more informative, language.
Publications that result from the collaboration of different social groups also
attract more citations.
"
gnn_citations,graph neural networks for citation analysis,19,2103.13946,0.74416304,"A comparative analysis of local network similarity measurements:
  application to author citation networks",cs.DL cs.SI,"  Understanding the evolution of paper and author citations is of paramount
importance for the design of research policies and evaluation criteria that can
promote and accelerate scientific discoveries. Recently many studies on the
evolution of science have been conducted in the context of the emergent science
of science field. While many studies have probed the link problem in citation
networks, only a few works have analyzed the temporal nature of link prediction
in author citation networks. In this study we compared the performance of 10
well-known local network similarity measurements to predict future links in
author citations networks. Differently from traditional link prediction
methods, the temporal nature of the predict links is relevant for our approach.
Our analysis revealed interesting results. The Jaccard coefficient was found to
be among the most relevant measurements. The preferential attachment
measurement, conversely, displayed the worst performance. We also found that
the extension of local measurements to their weighted version do not
significantly improved the performance of predicting citations. Finally, we
also found that a neural network approach summarizing the information from all
10 considered similarity measurements was not able to provide the highest
prediction performance.
"
gnn_citations,graph neural networks for citation analysis,20,2004.12275,0.7435628,Citation Cascade and the Evolution of Topic Relevance,cs.SI cs.DL,"  Citation analysis, as a tool for quantitative studies of science, has long
emphasized direct citation relations, leaving indirect or high order citations
overlooked. However, a series of early and recent studies demonstrate the
existence of indirect and continuous citation impact across generations. Adding
to the literature on high order citations, we introduce the concept of a
citation cascade: the constitution of a series of subsequent citing events
initiated by a certain publication. We investigate this citation structure by
analyzing more than 450,000 articles and over 6 million citation relations. We
show that citation impact exists not only within the three generations
documented in prior research, but also in much further generations. Still, our
experimental results indicate that two to four generations are generally
adequate to trace a work's scientific impact. We also explore specific
structural properties such as depth, width, structural virality, and size,
which account for differences among individual citation cascades. Finally, we
find evidence that it is more important for a scientific work to inspire trans
domain (or indirectly related domain) works than to receive only intra domain
recognition in order to achieve high impact. Our methods and findings can serve
as a new tool for scientific evaluation and the modeling of scientific history.
"
gnn_citations,graph neural networks for citation analysis,21,1701.00612,0.74294174,Citation indices and dimensional homogeneity,cs.DL,"  The importance of dimensional analysis and dimensional homogeneity in
bibliometric studies is always overlooked. In this paper, we look at this issue
systematically and show that most h-type indices have the dimensions of [P],
where [P] is the basic dimensional unit in bibliometrics which is the unit
publication or paper. The newly introduced Euclidean index, based on the
Euclidean length of the citation vector has the dimensions [P3/2]. An empirical
example is used to illustrate the concepts.
"
gnn_citations,graph neural networks for citation analysis,22,2509.04190,0.74294,The changing role of cited papers over time: An analysis of highly cited papers based on a large full-text dataset,cs.DL,"This paper examines how the role of cited papers evolves over time by analyzing nearly 900 highly cited papers (HCPs) published between 2000 and 2016 and the full text of over 220,000 papers citing them. We investigate multiple citation characteristics, including citation location within the full text, reference and in-text citation types, citation sentiment, and textual and bibliographic relatedness between citing and cited papers. Our findings reveal that as HCPs age, they tend to be cited earlier in papers citing them, mentioned fewer times in the full text, and more often cited alongside other references. Citation sentiment remains predominantly neutral, while both textual and bibliographic similarity between HCPs and their citing papers decline over time. These patterns indicate a shift from direct topical and methodological engagement toward more general, background, and symbolic referencing. The findings highlight the importance to consider citation context rather than relying solely on simple citation counts. Large-scale full-text analyses such as ours can help refine measures of scientific impact and advance scholarly search and science mapping by uncovering more nuanced connections between papers."
gnn_citations,graph neural networks for citation analysis,23,2210.12908,0.7429246,"Predicting the Citation Count and CiteScore of Journals One Year in
  Advance",cs.DL cs.LG,"  Prediction of the future performance of academic journals is a task that can
benefit a variety of stakeholders including editorial staff, publishers,
indexing services, researchers, university administrators and granting
agencies. Using historical data on journal performance, this can be framed as a
machine learning regression problem. In this work, we study two such regression
tasks: 1) prediction of the number of citations a journal will receive during
the next calendar year, and 2) prediction of the Elsevier CiteScore a journal
will be assigned for the next calendar year. To address these tasks, we first
create a dataset of historical bibliometric data for journals indexed in
Scopus. We propose the use of neural network models trained on our dataset to
predict the future performance of journals. To this end, we perform feature
selection and model configuration for a Multi-Layer Perceptron and a Long
Short-Term Memory. Through experimental comparisons to heuristic prediction
baselines and classical machine learning models, we demonstrate superior
performance in our proposed models for the prediction of future citation and
CiteScore values.
"
gnn_citations,graph neural networks for citation analysis,24,2503.02397,0.7418571,"A Binary Classification Social Network Dataset for Graph Machine
  Learning",cs.LG cs.AI,"  Social networks have a vast range of applications with graphs. The available
benchmark datasets are citation, co-occurrence, e-commerce networks, etc, with
classes ranging from 3 to 15. However, there is no benchmark classification
social network dataset for graph machine learning. This paper fills the gap and
presents the Binary Classification Social Network Dataset (\textit{BiSND}),
designed for graph machine learning applications to predict binary classes. We
present the BiSND in \textit{tabular and graph} formats to verify its
robustness across classical and advanced machine learning. We employ a diverse
set of classifiers, including four traditional machine learning algorithms
(Decision Trees, K-Nearest Neighbour, Random Forest, XGBoost), one Deep Neural
Network (multi-layer perceptrons), one Graph Neural Network (Graph
Convolutional Network), and three state-of-the-art Graph Contrastive Learning
methods (BGRL, GRACE, DAENS). Our findings reveal that BiSND is suitable for
classification tasks, with F1-scores ranging from 67.66 to 70.15, indicating
promising avenues for future enhancements.
"
gnn_citations,graph neural networks for citation analysis,25,2110.15513,0.74131435,"Generalization of bibliographic coupling and co-citation using the node
  split network",physics.soc-ph cs.DL,"  Bibliographic coupling (BC) and co-citation (CC) are the two most common
citation-based coupling measures of similarity between scientific items. One
can interpret these measures as second-neighbor relations distinguished by the
direction of the citation: BC is a similarity between two citing items, whereas
CC is that between two cited items. A previous study proposed a two-layer node
split network that can emulate clusters of coupling measures in a
computationally efficient manner; however, the lack of intralayer links makes
it impossible to obtain exact similarities. Here, we propose novel methods to
estimate intralayer similarity on a node split network using personalized
PageRank and neural embedding. We demonstrate that the proposed measures are
strongly correlated with the coupling measures. Moreover, our proposed method
can yield precise similarities between items even if they are distant from each
other. We also show that many links with high similarity are missing in the
original BC/CC network, which suggests that it is essential to consider
long-range similarities. Comparative experiments on global and local edge
sampling suggest that local sampling is stable for both similarities in node
split networks. This analysis offers valuable insights into the process of
searching for significantly related items regarding each coupling measure.
"
gnn_citations,graph neural networks for citation analysis,26,2301.11288,0.74127364,Classification of vertices on social networks by multiple approaches,cs.SI cs.LG,"  Due to the advent of the expressions of data other than tabular formats, the
topological compositions which make samples interrelated came into prominence.
Analogically, those networks can be interpreted as social connections, dataflow
maps, citation influence graphs, protein bindings, etc. However, in the case of
social networks, it is highly crucial to evaluate the labels of discrete
communities. The reason underneath for such a study is the non-negligible
importance of analyzing graph networks to partition the vertices by using the
topological features of network graphs, solely. For each of these
interaction-based entities, a social graph, a mailing dataset, and two citation
sets are selected as the testbench repositories. This paper, it was not only
assessed the most valuable method but also determined how graph neural networks
work and the need to improve against non-neural network approaches which are
faster and computationally cost-effective. Also, this paper showed a limit to
be excesses by prospective graph neural network variations by using the
topological features of networks trialed.
"
gnn_citations,graph neural networks for citation analysis,27,1712.00805,0.74106985,Exploration of an Interdisciplinary Scientific Landscape,cs.DL,"  Patterns of interdisciplinarity in science can be quantified through diverse
complementary dimensions. This paper studies as a case study the scientific
environment of a generalist journal in Geography, Cybergeo, in order to
introduce a novel methodology combining citation network analysis and semantic
analysis. We collect a large corpus of around 200,000 articles with their
abstracts and the corresponding citation network that provides a first citation
classification. Relevant keywords are extracted for each article through
text-mining, allowing us to construct a semantic classification. We study the
qualitative patterns of relations between endogenous disciplines within each
classification, and finally show the complementarity of classifications and of
their associated interdisciplinarity measures. The tools we develop accordingly
are open and reusable for similar large scale studies of scientific
environments.
"
gnn_citations,graph neural networks for citation analysis,28,2303.02667,0.7410104,Are self-citations a normal feature of knowledge accumulation?,cs.DL,"  Science is a cumulative activity, which can manifest itself through the act
of citing. Citations are also central to research evaluation, thus creating
incentives for researchers to cite their own work. Using a dataset containing
more than 63 million articles and 51 million disambiguated authors, this paper
examines the relative importance of self-citations and self-references in the
scholarly communication landscape, their relationship with the age and gender
of authors, as well as their effects on various research evaluation indicators.
Results show that self-citations and self-references evolve in different
directions throughout researchers' careers, and that men and older researchers
are more likely to self-cite. Although self-citations have, on average, a small
to moderate effect on author's citation rates, they highly inflate citations
for a subset of researchers. Comparison of the abstracts of cited and citing
papers to assess the relatedness of different types of citations shows that
self-citations are more similar to each other than other types of citations,
and therefore more relevant. However, researchers that self-reference more tend
to include less relevant citations. The paper concludes with a discussion of
the role of self-citations in scholarly communication.
"
gnn_citations,graph neural networks for citation analysis,29,1801.10311,0.7408631,"Could scientists use Altmetric.com scores to predict longer term
  citation counts?",cs.DL,"  Altmetrics from Altmetric.com are widely used by publishers and researchers
to give earlier evidence of attention than citation counts. This article
assesses whether Altmetric.com scores are reliable early indicators of likely
future impact and whether they may also reflect non-scholarly impacts. A
preliminary factor analysis suggests that the main altmetric indicator of
scholarly impact is Mendeley reader counts, with weaker news, informational and
social network discussion/promotion dimensions in some fields. Based on a
regression analysis of Altmetric.com data from November 2015 and Scopus
citation counts from October 2017 for articles in 30 narrow fields, only
Mendeley reader counts are consistent predictors of future citation impact.
Most other Altmetric.com scores can help predict future impact in some fields.
Overall, the results confirm that early Altmetric.com scores can predict later
citation counts, although less well than journal impact factors, and the
optimal strategy is to consider both Altmetric.com scores and journal impact
factors. Altmetric.com scores can also reflect dimensions of non-scholarly
impact in some fields.
"
gnn_citations,graph neural networks for citation analysis,30,1906.04588,0.7406417,"What Do Citation Counts Measure? An Updated Review of Studies on
  Citations in Scientific Documents Published between 2006 and 2018",cs.DL,"  The purpose of this paper is to update the review of Bornmann and Daniel
(2008) presenting a narrative review of studies on citations in scientific
documents. The current review covers 41 studies published between 2006 and
2018. Bornmann and Daniel (2008) focused on earlier years. The current review
describes the (new) studies on citation content and context analyses as well as
the studies that explore the citation motivation of scholars through surveys or
interviews. One focus in this paper is on the technical developments in the
last decade, such as the richer meta-data available and machine-readable
formats of scientific papers. These developments have resulted in citation
context analyses of large datasets in comprehensive studies (which was not
possible previously). Many studies in recent years have used computational and
machine learning techniques to determine citation functions and polarities,
some of which have attempted to overcome the methodological weaknesses of
previous studies. The automated recognition of citation functions seems to have
the potential to greatly enhance citation indices and information retrieval
capabilities. Our review of the empirical studies demonstrates that a paper may
be cited for very different scientific and non-scientific reasons. This result
accords with the finding by Bornmann and Daniel (2008). The current review also
shows that to better understand the relationship between citing and cited
documents, a variety of features should be analyzed, primarily the citation
context, the semantics and linguistic patterns in citations, citation locations
within the citing document, and citation polarity (negative, neutral,
positive).
"
gnn_citations,graph neural networks for citation analysis,31,2403.09295,0.7403805,"Seed-based information retrieval in networks of research publications:
  Evaluation of direct citations, bibliographic coupling, co-citations and
  PubMed related article score",cs.IR,"  In this contribution, we deal with seed-based information retrieval in
networks of research publications. Using systematic reviews as a baseline, and
publication data from the NIH Open Citation Collection, we compare the
performance of the three citation-based approaches direct citation,
co-citation, and bibliographic coupling with respect to recall and precision
measures. In addition, we include the PubMed Related Article score as well as
combined approaches in the comparison. We also provide a fairly comprehensive
review of earlier research in which citation relations have been used for
information retrieval purposes. The results show an advantage for co-citation
over bibliographic coupling and direct citation. However, combining the three
approaches outperforms the exclusive use of co-citation in the study. The
results further indicate, in line with previous research, that combining
citation-based approaches with textual approaches enhances the performance of
seed-based information retrieval. The results from the study may guide
approaches combining citation-based and textual approaches in their choice of
citation similarity measures. We suggest that future research use more
structured approaches to evaluate methods for seed-based retrieval of
publications, including comparative approaches as well as the elaboration of
common data sets and baselines for evaluation.
"
gnn_citations,graph neural networks for citation analysis,32,2404.17048,0.74033225,Transductive Spiking Graph Neural Networks for Loihi,cs.ET cs.LG cs.NE,"  Graph neural networks have emerged as a specialized branch of deep learning,
designed to address problems where pairwise relations between objects are
crucial. Recent advancements utilize graph convolutional neural networks to
extract features within graph structures. Despite promising results, these
methods face challenges in real-world applications due to sparse features,
resulting in inefficient resource utilization. Recent studies draw inspiration
from the mammalian brain and employ spiking neural networks to model and learn
graph structures. However, these approaches are limited to traditional Von
Neumann-based computing systems, which still face hardware inefficiencies. In
this study, we present a fully neuromorphic implementation of spiking graph
neural networks designed for Loihi 2. We optimize network parameters using Lava
Bayesian Optimization, a novel hyperparameter optimization system compatible
with neuromorphic computing architectures. We showcase the performance benefits
of combining neuromorphic Bayesian optimization with our approach for citation
graph classification using fixed-precision spiking neurons. Our results
demonstrate the capability of integer-precision, Loihi 2 compatible spiking
neural networks in performing citation graph classification with comparable
accuracy to existing floating point implementations.
"
gnn_citations,graph neural networks for citation analysis,33,2008.13020,0.74029225,"A Decade of In-text Citation Analysis based on Natural Language
  Processing and Machine Learning Techniques: An overview of empirical studies",cs.DL cs.LG,"  Citation analysis is one of the most frequently used methods in research
evaluation. We are seeing significant growth in citation analysis through
bibliometric metadata, primarily due to the availability of citation databases
such as the Web of Science, Scopus, Google Scholar, Microsoft Academic, and
Dimensions. Due to better access to full-text publication corpora in recent
years, information scientists have gone far beyond traditional bibliometrics by
tapping into advancements in full-text data processing techniques to measure
the impact of scientific publications in contextual terms. This has led to
technical developments in citation context and content analysis, citation
classifications, citation sentiment analysis, citation summarisation, and
citation-based recommendation. This article aims to narratively review the
studies on these developments. Its primary focus is on publications that have
used natural language processing and machine learning techniques to analyse
citations.
"
gnn_citations,graph neural networks for citation analysis,34,2309.09727,0.7397854,When Large Language Models Meet Citation: A Survey,cs.DL cs.CL,"  Citations in scholarly work serve the essential purpose of acknowledging and
crediting the original sources of knowledge that have been incorporated or
referenced. Depending on their surrounding textual context, these citations are
used for different motivations and purposes. Large Language Models (LLMs) could
be helpful in capturing these fine-grained citation information via the
corresponding textual context, thereby enabling a better understanding towards
the literature. Furthermore, these citations also establish connections among
scientific papers, providing high-quality inter-document relationships and
human-constructed knowledge. Such information could be incorporated into LLMs
pre-training and improve the text representation in LLMs. Therefore, in this
paper, we offer a preliminary review of the mutually beneficial relationship
between LLMs and citation analysis. Specifically, we review the application of
LLMs for in-text citation analysis tasks, including citation classification,
citation-based summarization, and citation recommendation. We then summarize
the research pertinent to leveraging citation linkage knowledge to improve text
representations of LLMs via citation prediction, network structure information,
and inter-document relationship. We finally provide an overview of these
contemporary methods and put forth potential promising avenues in combining
LLMs and citation analysis for further investigation.
"
gnn_citations,graph neural networks for citation analysis,35,2202.03805,0.73950064,Quantifying the topic disparity of scientific articles,cs.DL physics.soc-ph,"  Citation count is a popular index for assessing scientific papers. However,
it depends on not only the quality of a paper but also various factors, such as
conventionality, team size, and gender. Here, we examine the extent to which
the conventionality of a paper is related to its citation percentile in a
discipline by using our measure, topic disparity. The topic disparity is the
cosine distance between a paper and its discipline on a neural embedding space.
Using this measure, we show that the topic disparity is negatively associated
with the citation percentile in many disciplines, even after controlling team
size and the genders of the first and last authors. This result indicates that
less conventional research tends to receive fewer citations than conventional
research. Our proposed method can be used to complement the raw citation counts
and to recommend papers at the periphery of a discipline because of their less
conventional topics.
"
