query_type,query_value,rank,id,categories,similarity,title,abstract
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",11,1606.03386,cs.SI physics.soc-ph,0.8904033899307251,A Generalized Bass Model for Product Growth in Networks,"  Many products and innovations become well-known and widely adopted through
the social interactions of individuals in a population. The Bass diffusion
model has been widely used to model the temporal evolution of adoption in such
social systems. In the model, the likelihood of a new adoption is proportional
to the number of previous adopters, implicitly assuming a global (or
homogeneous) interaction among all individuals in the network. Such global
interactions do not exist in many large social networks, however. Instead,
individuals typically interact with a small part of the larger population. To
quantify the growth rate (or equivalently the adoption timing) in networks with
limited interactions, we study a stochastic adoption process where the
likelihood that each individual adopts is proportional to the number of
adopters among the small group of persons he/she interacts with (and not the
entire population of adopters). When the underlying network of interactions is
a random $k$-regular graph, we compute the sample path limit of the fraction of
adopters. We show the limit coincides with the solution of a differential
equation which can viewed as a generalization of the Bass diffusion model. When
the degree $k$ is bounded, we show the adoption curve differs significantly
from the one corresponds to the Bass diffusion model. In particular, the
adoption grows more slowly than what the Bass model projects. In addition, the
adoption curve is asymmetric, unlike that of the Bass diffusion model. Such
asymmetry has important consequences for the estimation of market potential.
Finally, we calculate the timing of early adoptions at finer scales, e.g.,
logarithmic in the population size.
"
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",12,1509.03357,physics.soc-ph cs.SI,0.8856309056282043,"Dynamics of social contagions with heterogeneous adoption thresholds:
  Crossover phenomena in phase transition","  Heterogeneous adoption thresholds exist widely in social contagions, but were
always neglected in previous studies. We first propose a non-Markovian
spreading threshold model with general adoption threshold distribution. In
order to understand the effects of heterogeneous adoption thresholds
quantitatively, an edge-based compartmental theory is developed for the
proposed model. We use a binary spreading threshold model as a specific
example, in which some individuals have a low adoption threshold (i.e.,
activists) while the remaining ones hold a relatively high adoption threshold
(i.e., bigots), to demonstrate that heterogeneous adoption thresholds markedly
affect the final adoption size and phase transition. Interestingly, the
first-order, second-order and hybrid phase transitions can be found in the
system. More importantly, there are two different kinds of crossover phenomena
in phase transition for distinct values of bigots' adoption threshold: a change
from first-order or hybrid phase transition to the second-order phase
transition. The theoretical predictions based on the suggested theory agree
very well with the results of numerical simulations.
"
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",13,2510.19630,econ.EM econ.TH stat.AP stat.ME,0.8853922486305237,Network Contagion Dynamics in European Banking: A Navier-Stokes Framework for Systemic Risk Assessment,"This paper develops a continuous functional framework for analyzing contagion dynamics in financial networks, extending the Navier-Stokes-based approach to network-structured spatial processes. We model financial distress propagation as a diffusion process on weighted networks, deriving a network diffusion equation from first principles that predicts contagion decay depends on the network's algebraic connectivity through the relation $\kappa = \sqrt{\lambda_2/D}$, where $\lambda_2$ is the second-smallest eigenvalue of the graph Laplacian and $D$ is the diffusion coefficient. Applying this framework to European banking data from the EBA stress tests (2018, 2021, 2023), we estimate interbank exposure networks using maximum entropy methods and track the evolution of systemic risk through the COVID-19 crisis. Our key finding is that network connectivity declined by 45\% from 2018 to 2023, implying a 26\% reduction in the contagion decay parameter. Difference-in-differences analysis reveals this structural change was driven by regulatory-induced deleveraging of systemically important banks, which experienced differential asset reductions of 17\% relative to smaller institutions. The networks exhibit lognormal rather than scale-free degree distributions, suggesting greater resilience than previously assumed in the literature. Extensive robustness checks across parametric and non-parametric estimation methods confirm declining systemic risk, with cross-method correlations exceeding 0.95. These findings demonstrate that post-COVID-19 regulatory reforms effectively reduced network interconnectedness and systemic vulnerability in the European banking system."
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",14,1601.07995,physics.soc-ph cond-mat.stat-mech cs.SI physics.data-an,0.8849046230316162,"Local cascades induced global contagion: How heterogeneous thresholds,
  exogenous effects, and unconcerned behaviour govern online adoption spreading","  Adoption of innovations, products or online services is commonly interpreted
as a spreading process driven to large extent by social influence and
conditioned by the needs and capacities of individuals. To model this process
one usually introduces behavioural threshold mechanisms, which can give rise to
the evolution of global cascades if the system satisfies a set of conditions.
However, these models do not address temporal aspects of the emerging cascades,
which in real systems may evolve through various pathways ranging from slow to
rapid patterns. Here we fill this gap through the analysis and modelling of
product adoption in the world's largest voice over internet service, the social
network of Skype. We provide empirical evidence about the heterogeneous
distribution of fractional behavioural thresholds, which appears to be
independent of the degree of adopting egos. We show that the structure of
real-world adoption clusters is radically different from previous theoretical
expectations, since vulnerable adoptions --induced by a single adopting
neighbour-- appear to be important only locally, while spontaneous adopters
arriving at a constant rate and the involvement of unconcerned individuals
govern the global emergence of social spreading.
"
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",15,1806.01728,q-fin.MF,0.8819218873977661,Financial asset bubbles in banking networks,"  We consider a banking network represented by a system of stochastic
differential equations coupled by their drift. We assume a core-periphery
structure, and that the banks in the core hold a bubbly asset. The banks in the
periphery have not direct access to the bubble, but can take initially
advantage from its increase by investing on the banks in the core. Investments
are modeled by the weight of the links, which is a function of the robustness
of the banks. In this way, a preferential attachment mechanism towards the core
takes place during the growth of the bubble. We then investigate how the bubble
distort the shape of the network, both for finite and infinitely large systems,
assuming a non vanishing impact of the core on the periphery. Due to the
influence of the bubble, the banks are no longer independent, and the law of
large numbers cannot be directly applied at the limit. This results in a term
in the drift of the diffusions which does not average out, and that increases
systemic risk at the moment of the burst. We test this feature of the model by
numerical simulations.
"
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",16,2511.08602,q-fin.RM econ.EM stat.AP stat.ME,0.870436429977417,Dynamic Spatial Treatment Effects and Network Fragility: Theory and Evidence from the 2008 Financial Crisis,"The 2008 financial crisis exposed fundamental vulnerabilities in interconnected banking systems, yet existing frameworks fail to integrate spatial propagation with network contagion mechanisms. This paper develops a unified spatial-network framework to analyze systemic risk dynamics, revealing three critical findings that challenge conventional wisdom. First, banking consolidation paradoxically increased systemic fragility: while bank numbers declined 47.3% from 2007 to 2023, network fragility measured by algebraic connectivity rose 315.8%, demonstrating that interconnectedness intensity dominates institutional count. Second, financial contagion propagates globally with negligible spatial decay (boundary d* = 47,474 km), contrasting sharply with localized technology diffusion (d* = 69 km)--a scale difference of 688 times. Third, traditional difference-in-differences methods overestimate crisis impacts by 73.2% when ignoring network structure, producing severely biased policy assessments. Using bilateral exposure data from 156 institutions across 28 countries (2007-2023) and employing spectral analysis of network Laplacian operators combined with spatial difference-in-differences identification, we document that crisis effects amplified over time rather than dissipating, increasing fragility 68.4% above pre-crisis levels with persistent effects through 2023. The consolidation paradox exhibits near-perfect correlation (R = 0.97) between coupling strength and systemic vulnerability, validating theoretical predictions from continuous spatial dynamics. Policy simulations demonstrate network-targeted capital requirements achieve 11.3x amplification effects versus uniform regulations. These findings establish that accurate systemic risk assessment and macroprudential policy design require explicit incorporation of both spatial propagation and network topology."
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",17,1011.3834,physics.soc-ph cs.SI q-fin.TR,0.8527254462242126,"Ising-like agent-based technology diffusion model: adoption patterns vs.
  seeding strategies","  The well-known Ising model used in statistical physics was adapted to a
social dynamics context to simulate the adoption of a technological innovation.
The model explicitly combines (a) an individual's perception of the advantages
of an innovation and (b) social influence from members of the decision-maker's
social network. The micro-level adoption dynamics are embedded into an
agent-based model that allows exploration of macro-level patterns of technology
diffusion throughout systems with different configurations (number and
distributions of early adopters, social network topologies). In the present
work we carry out many numerical simulations. We find that when the gap between
the individual's perception of the options is high, the adoption speed
increases if the dispersion of early adopters grows. Another test was based on
changing the network topology by means of stochastic connections to a common
opinion reference (hub), which resulted in an increment in the adoption speed.
Finally, we performed a simulation of competition between options for both
regular and small world networks.
"
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",18,1807.09897,math.PR,0.8526789546012878,Dynamic Contagion in a Banking System with Births and Defaults,"  We consider a dynamic model of interconnected banks. New banks can emerge,
and existing banks can default, creating a birth-and-death setup.
Microscopically, banks evolve as independent geometric Brownian motions.
Systemic effects are captured through default contagion: as one bank defaults,
reserves of other banks are reduced by a random proportion. After examining the
long-term stability of this system, we investigate mean-field limits as the
number of banks tends to infinity. Our main results concern the measure-valued
scaling limit which is governed by a McKean-Vlasov jump-diffusion. The default
impact creates a mean-field drift, while the births and defaults introduce jump
terms tied to the current distribution of the process. Individual dynamics in
the limit is described by the propagation of chaos phenomenon. In certain
cases, we explicitly characterize the limiting average reserves.
"
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",19,1802.03951,physics.soc-ph,0.8237888216972351,From continuous to discontinuous transitions in social diffusion,"  Models of social diffusion reflect processes of how new products, ideas or
behaviors are adopted in a population. These models typically lead to a
continuous or a discontinuous phase transition of the number of adopters as a
function of a control parameter. We explore a simple model of social adoption
where the agents can be in two states, either adopters or non-adopters, and can
switch between these two states interacting with other agents through a
network. The probability of an agent to switch from non-adopter to adopter
depends on the number of adopters in her network neighborhood, the adoption
threshold $T$ and the adoption coefficient $a$, two parameters defining a Hill
function. In contrast, the transition from adopter to non-adopter is
spontaneous at a certain rate $\mu$. In a mean-field approach, we derive the
governing ordinary differential equations and show that the nature of the
transition between the global non-adoption and global adoption regimes depends
mostly on the balance between the probability to adopt with one and two
adopters. The transition changes from continuous, via a transcritical
bifurcation, to discontinuous, via a combination of a saddle-node and a
transcritical bifurcation, through a supercritical pitchfork bifurcation. We
characterize the full parameter space. Finally, we compare our analytical
results with Montecarlo simulations on annealed and quenched degree regular
networks, showing a better agreement for the annealed case. Our results show
how a simple model is able to capture two seemingly very different types of
transitions, i.e., continuous and discontinuous and thus unifies underlying
dynamics for different systems. Furthermore the form of the adoption
probability used here is based on empirical measurements.
"
text,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",20,2510.24781,econ.EM econ.TH stat.AP stat.ME,0.7249888181686401,Dual-Channel Technology Diffusion: Spatial Decay and Network Contagion in Supply Chain Networks,"This paper develops a dual-channel framework for analyzing technology diffusion that integrates spatial decay mechanisms from continuous functional analysis with network contagion dynamics from spectral graph theory. Building on our previous studies, which establish Navier-Stokes-based approaches to spatial treatment effects and financial network fragility, we demonstrate that technology adoption spreads simultaneously through both geographic proximity and supply chain connections. Using comprehensive data on six technologies adopted by 500 firms over 2010-2023, we document three key findings. First, technology adoption exhibits strong exponential geographic decay with spatial decay rate $\kappa \approx 0.043$ per kilometer, implying a spatial boundary of $d^* \approx 69$ kilometers beyond which spillovers are negligible (R-squared = 0.99). Second, supply chain connections create technology-specific networks whose algebraic connectivity ($\lambda_2$) increases 300-380 percent as adoption spreads, with correlation between $\lambda_2$ and adoption exceeding 0.95 across all technologies. Third, traditional difference-in-differences methods that ignore spatial and network structure exhibit 61 percent bias in estimated treatment effects. An event study around COVID-19 reveals that network fragility increased 24.5 percent post-shock, amplifying treatment effects through supply chain spillovers in a manner analogous to financial contagion documented in our recent study. Our framework provides micro-foundations for technology policy: interventions have spatial reach of 69 kilometers and network amplification factor of 10.8, requiring coordinated geographic and supply chain targeting for optimal effectiveness."
