query_type,query_value,rank,id,categories,similarity,title,abstract
text,large language models transformers pretraining,11,2212.10503,cs.CL cs.LG,0.48976245522499084,"Mini-Model Adaptation: Efficiently Extending Pretrained Models to New
  Languages via Aligned Shallow Training","  Prior work shows that it is possible to expand pretrained Masked Language
Models (MLMs) to new languages by learning a new set of embeddings, while
keeping the transformer body frozen. Despite learning a small subset of
parameters, this approach is not compute-efficient, as training the new
embeddings requires a full forward and backward pass over the entire model. We
propose mini-model adaptation, a compute-efficient alternative that builds a
shallow mini-model from a fraction of a large model's parameters. New
language-specific embeddings can then be efficiently trained over the
mini-model and plugged into the aligned large model for rapid cross-lingual
transfer. We explore two approaches to learn mini-models: MiniJoint, which
jointly pretrains the primary model and the mini-model using a single
transformer with a secondary MLM head at a middle layer; and MiniPost, where we
start from a regular pretrained model, build a mini-model by extracting and
freezing a few layers, and learn a small number of parameters on top.
Experiments on XNLI, MLQA and PAWS-X show that mini-model adaptation matches
the performance of the standard approach using 2.3x less compute on average.
"
text,large language models transformers pretraining,12,2405.14159,cs.CL cs.AI,0.4882798194885254,Super Tiny Language Models,"  The rapid advancement of large language models (LLMs) has led to significant
improvements in natural language processing but also poses challenges due to
their high computational and energy demands. This paper introduces a series of
research efforts focused on Super Tiny Language Models (STLMs), which aim to
deliver high performance with significantly reduced parameter counts. We
explore innovative techniques such as byte-level tokenization with a pooling
mechanism, weight tying, and efficient training strategies. These methods aim
to significantly reduce reduce the parameter count compared to traditional
models -- in future works, we aim to build on these in a way that maintains and
improves upon the performance of base transformer models. This series of papers
will explore into various subproblems, including tokenizer-free models,
self-play based training, and alternative training objectives. We will target
models with 10M, 50M, and 100M parameters. Our ultimate goal is to make
high-performance language models more accessible and practical for a wide range
of applications.
"
text,large language models transformers pretraining,13,2311.02265,cs.CL,0.48800694942474365,Not all layers are equally as important: Every Layer Counts BERT,"  This paper introduces a novel modification of the transformer architecture,
tailored for the data-efficient pretraining of language models. This aspect is
evaluated by participating in the BabyLM challenge, where our solution won both
the strict and strict-small tracks. Our approach allows each transformer layer
to select which outputs of previous layers to process. The empirical results
verify the potential of this simple modification and show that not all layers
are equally as important.
"
text,large language models transformers pretraining,14,2104.11390,cs.CL,0.4859204590320587,Transfer training from smaller language model,"  Large language models have led to state-of-the-art accuracies across a range
of tasks. However,training large language model needs massive computing
resource, as more and more open source pre-training models are available, it is
worthy to study how to take full advantage of available model. We find a method
to save training time and resource cost by changing the small well-trained
model to large model. We initialize a larger target model from a smaller source
model by copy weight values from source model and padding with zeros or small
initialization values on it to make the source and target model have
approximate outputs, which is valid due to block matrix multiplication and
residual connection in transformer structure. We test the target model on
several data sets and find it is still comparable with the source model. When
we continue training the target model, the training loss can start from a
smaller value.
"
text,large language models transformers pretraining,15,2110.07143,cs.CL,0.48236754536628723,bert2BERT: Towards Reusable Pretrained Language Models,"  In recent years, researchers tend to pre-train ever-larger language models to
explore the upper limit of deep models. However, large language model
pre-training costs intensive computational resources and most of the models are
trained from scratch without reusing the existing pre-trained models, which is
wasteful. In this paper, we propose bert2BERT, which can effectively transfer
the knowledge of an existing smaller pre-trained model (e.g., BERT_BASE) to a
large model (e.g., BERT_LARGE) through parameter initialization and
significantly improve the pre-training efficiency of the large model.
Specifically, we extend the previous function-preserving on Transformer-based
language model, and further improve it by proposing advanced knowledge for
large model's initialization. In addition, a two-stage pre-training method is
proposed to further accelerate the training process. We did extensive
experiments on representative PLMs (e.g., BERT and GPT) and demonstrate that
(1) our method can save a significant amount of training cost compared with
baselines including learning from scratch, StackBERT and MSLT; (2) our method
is generic and applicable to different types of pre-trained models. In
particular, bert2BERT saves about 45% and 47% computational cost of
pre-training BERT_BASE and GPT_BASE by reusing the models of almost their half
sizes. The source code will be publicly available upon publication.
"
text,large language models transformers pretraining,16,2508.00544,cs.CL cs.LG,0.4792434573173523,PaPaformer: Language Model from Pre-trained Parallel Paths,"The training of modern large-language models requires an increasingly amount of computation power and time. Even smaller variants, such as small-language models (SLMs), take several days to train in the best-case scenarios, often requiring multiple GPUs. This paper explores methods to train and evaluate decoder-only transformer-based language models in hours instead of days/weeks. We introduces \textit{PaPaformer}, a decoder-only transformer architecture variant, whose lower-dimensional parallel paths are combined into larger model. The paper shows that these lower-dimensional paths can be trained individually with different types of training data and then combined into one larger model. This method gives the option to reduce the total number of model parameters and the training time with increasing performance. Moreover, the use of parallel path structure opens interesting possibilities to customize paths to accommodate specific task requirements."
text,large language models transformers pretraining,17,2103.05247,cs.LG cs.AI,0.4787868559360504,Pretrained Transformers as Universal Computation Engines,"  We investigate the capability of a transformer pretrained on natural language
to generalize to other modalities with minimal finetuning -- in particular,
without finetuning of the self-attention and feedforward layers of the residual
blocks. We consider such a model, which we call a Frozen Pretrained Transformer
(FPT), and study finetuning it on a variety of sequence classification tasks
spanning numerical computation, vision, and protein fold prediction. In
contrast to prior works which investigate finetuning on the same modality as
the pretraining dataset, we show that pretraining on natural language can
improve performance and compute efficiency on non-language downstream tasks.
Additionally, we perform an analysis of the architecture, comparing the
performance of a random initialized transformer to a random LSTM. Combining the
two insights, we find language-pretrained transformers can obtain strong
performance on a variety of non-language tasks.
"
text,large language models transformers pretraining,18,2008.07027,cs.CL,0.4638621211051941,"Adding Recurrence to Pretrained Transformers for Improved Efficiency and
  Context Size","  Fine-tuning a pretrained transformer for a downstream task has become a
standard method in NLP in the last few years. While the results from these
models are impressive, applying them can be extremely computationally
expensive, as is pretraining new models with the latest architectures. We
present a novel method for applying pretrained transformer language models
which lowers their memory requirement both at training and inference time. An
additional benefit is that our method removes the fixed context size constraint
that most transformer models have, allowing for more flexible use. When applied
to the GPT-2 language model, we find that our method attains better perplexity
than an unmodified GPT-2 model on the PG-19 and WikiText-103 corpora, for a
given amount of computation or memory.
"
text,large language models transformers pretraining,19,2111.04909,cs.CL cs.AI,0.4567633271217346,FPM: A Collection of Large-scale Foundation Pre-trained Language Models,"  Large-scale Transformer models have significantly promoted the recent
development of natural language processing applications. However, little effort
has been made to unify the effective models. In this paper, driven by providing
a new set of baseline models in the future, we adopt various novel transformer
architectures and launch a model set with the help of recent mainstream
technologies. We focus the discussions on optimizing the depth of the networks
based on the existing powerful encode-decoder structures. We show that by
properly avoiding training defects such as non-convergence and degradation,
scaling up off-the-shelf transformer architectures consistently delivers better
performance. To stimulate future research on large-scale language model
pretraining, we present extensive results and detailed discussions on network
performance improvements with respect to the network depth and confirm the
existence of the optimal number of layers under specific tasks. To the best of
our knowledge, we provide the largest Chinese generative model and the largest
Chinese encoding model. The BERT language models we trained on English datasets
deliver a 14.45% higher F1 score than the Turing-NLR.
"
text,large language models transformers pretraining,20,2010.13369,cs.LG,0.4409945607185364,"Accelerating Training of Transformer-Based Language Models with
  Progressive Layer Dropping","  Recently, Transformer-based language models have demonstrated remarkable
performance across many NLP domains. However, the unsupervised pre-training
step of these models suffers from unbearable overall computational expenses.
Current methods for accelerating the pre-training either rely on massive
parallelism with advanced hardware or are not applicable to language modeling.
In this work, we propose a method based on progressive layer dropping that
speeds the training of Transformer-based language models, not at the cost of
excessive hardware resources but from model architecture change and training
technique boosted efficiency. Extensive experiments on BERT show that the
proposed method achieves a 24% time reduction on average per sample and allows
the pre-training to be 2.5 times faster than the baseline to get a similar
accuracy on downstream tasks. While being faster, our pre-trained models are
equipped with strong knowledge transferability, achieving comparable and
sometimes higher GLUE score than the baseline when pre-trained with the same
number of samples.
"
