query_type,query_value,rank,id,categories,similarity,title,abstract
text,graph neural networks for citation analysis,11,2308.15706,cs.SI physics.soc-ph,0.6341898441314697,"Representing the Disciplinary Structure of Physics: A Comparative
  Evaluation of Graph and Text Embedding Methods","  Recent advances in machine learning offer new ways to represent and study
scholarly works and the space of knowledge. Graph and text embeddings provide a
convenient vector representation of scholarly works based on citations and
text. Yet, it is unclear whether their representations are consistent or
provide different views of the structure of science. Here, we compare graph and
text embedding by testing their ability to capture the hierarchical structure
of the Physics and Astronomy Classification Scheme (PACS) of papers published
by the American Physical Society (APS). We also provide a qualitative
comparison of the overall structure of the graph and text embeddings for
reference. We find that neural network-based methods outperform traditional
methods and graph embedding methods such as node2vec are better than other
methods at capturing the PACS structure. Our results call for further
investigations into how different contexts of scientific papers are captured by
different methods, and how we can combine and leverage such information in an
interpretable manner.
"
text,graph neural networks for citation analysis,12,2408.15371,cs.IR cs.LG,0.6195263862609863,"Temporal Graph Neural Network-Powered Paper Recommendation on Dynamic
  Citation Networks","  Due to the rapid growth of scientific publications, identifying all related
reference articles in the literature has become increasingly challenging yet
highly demanding. Existing methods primarily assess candidate publications from
a static perspective, focusing on the content of articles and their structural
information, such as citation relationships. There is a lack of research
regarding how to account for the evolving impact among papers on their
embeddings. Toward this goal, this paper introduces a temporal dimension to
paper recommendation strategies. The core idea is to continuously update a
paper's embedding when new citation relationships appear, enhancing its
relevance for future recommendations. Whenever a citation relationship is added
to the literature upon the publication of a paper, the embeddings of the two
related papers are updated through a Temporal Graph Neural Network (TGN). A
learnable memory update module based on a Recurrent Neural Network (RNN) is
utilized to study the evolution of the embedding of a paper in order to predict
its reference impact in a future timestamp. Such a TGN-based model learns a
pattern of how people's views of the paper may evolve, aiming to guide paper
recommendations more precisely. Extensive experiments on an open citation
network dataset, including 313,278 articles from
https://paperswithcode.com/about PaperWithCode, have demonstrated the
effectiveness of the proposed approach.
"
text,graph neural networks for citation analysis,13,2012.05742,cs.CL cs.LG,0.5976759195327759,Longitudinal Citation Prediction using Temporal Graph Neural Networks,"  Citation count prediction is the task of predicting the number of citations a
paper has gained after a period of time. Prior work viewed this as a static
prediction task. As papers and their citations evolve over time, considering
the dynamics of the number of citations a paper will receive would seem
logical. Here, we introduce the task of sequence citation prediction. The goal
is to accurately predict the trajectory of the number of citations a scholarly
work receives over time. We propose to view papers as a structured network of
citations, allowing us to use topological information as a learning signal.
Additionally, we learn how this dynamic citation network changes over time and
the impact of paper meta-data such as authors, venues and abstracts. To
approach the new task, we derive a dynamic citation network from Semantic
Scholar spanning over 42 years. We present a model which exploits topological
and temporal information using graph convolution networks paired with sequence
prediction, and compare it against multiple baselines, testing the importance
of topological and temporal information and analyzing model performance. Our
experiments show that leveraging both the temporal and topological information
greatly increases the performance of predicting citation counts over time.
"
text,graph neural networks for citation analysis,14,2302.01826,cs.DL,0.5376467108726501,Graph Embedding for Mapping Interdisciplinary Research Networks,"  Representation learning is the first step in automating tasks such as
research paper recommendation, classification, and retrieval. Due to the
accelerating rate of research publication, together with the recognised
benefits of interdisciplinary research, systems that facilitate researchers in
discovering and understanding relevant works from beyond their immediate school
of knowledge are vital. This work explores different methods of research paper
representation (or document embedding), to identify those methods that are
capable of preserving the interdisciplinary implications of research papers in
their embeddings. In addition to evaluating state of the art methods of
document embedding in a interdisciplinary citation prediction task, we propose
a novel Graph Neural Network architecture designed to preserve the key
interdisciplinary implications of research articles in citation network node
embeddings. Our proposed method outperforms other GNN-based methods in
interdisciplinary citation prediction, without compromising overall citation
prediction performance.
"
text,graph neural networks for citation analysis,15,1806.04641,cs.DL cs.NE,0.5241713523864746,Predicting Citation Counts with a Neural Network,"  We here describe and present results of a simple neural network that predicts
individual researchers' future citation counts based on a variety of data from
the researchers' past. For publications available on the open access-server
arXiv.org we find a higher predictability than previous studies.
"
text,graph neural networks for citation analysis,16,2006.09022,cs.SI cs.LG stat.AP,0.5175457000732422,NodeNet: A Graph Regularised Neural Network for Node Classification,"  Real-world events exhibit a high degree of interdependence and connections,
and hence data points generated also inherit the linkages. However, the
majority of AI/ML techniques leave out the linkages among data points. The
recent surge of interest in graph-based AI/ML techniques is aimed to leverage
the linkages. Graph-based learning algorithms utilize the data and related
information effectively to build superior models. Neural Graph Learning (NGL)
is one such technique that utilizes a traditional machine learning algorithm
with a modified loss function to leverage the edges in the graph structure. In
this paper, we propose a model using NGL - NodeNet, to solve node
classification task for citation graphs. We discuss our modifications and their
relevance to the task. We further compare our results with the current state of
the art and investigate reasons for the superior performance of NodeNet.
"
text,graph neural networks for citation analysis,17,2305.01572,cs.DL cs.AI,0.5101225972175598,H2CGL: Modeling Dynamics of Citation Network for Impact Prediction,"  The potential impact of a paper is often quantified by how many citations it
will receive. However, most commonly used models may underestimate the
influence of newly published papers over time, and fail to encapsulate this
dynamics of citation network into the graph. In this study, we construct
hierarchical and heterogeneous graphs for target papers with an annual
perspective. The constructed graphs can record the annual dynamics of target
papers' scientific context information. Then, a novel graph neural network,
Hierarchical and Heterogeneous Contrastive Graph Learning Model (H2CGL), is
proposed to incorporate heterogeneity and dynamics of the citation network.
H2CGL separately aggregates the heterogeneous information for each year and
prioritizes the highly-cited papers and relationships among references,
citations, and the target paper. It then employs a weighted GIN to capture
dynamics between heterogeneous subgraphs over years. Moreover, it leverages
contrastive learning to make the graph representations more sensitive to
potential citations. Particularly, co-cited or co-citing papers of the target
paper with large citation gap are taken as hard negative samples, while
randomly dropping low-cited papers could generate positive samples. Extensive
experimental results on two scholarly datasets demonstrate that the proposed
H2CGL significantly outperforms a series of baseline approaches for both
previously and freshly published papers. Additional analyses highlight the
significance of the proposed modules. Our codes and settings have been released
on Github (https://github.com/ECNU-Text-Computing/H2CGL)
"
text,graph neural networks for citation analysis,18,2104.04939,cs.DL cs.AI cs.ET cs.LG,0.47125929594039917,"A Graph Convolutional Neural Network based Framework for Estimating
  Future Citations Count of Research Articles","  Scientific publications play a vital role in the career of a researcher.
However, some articles become more popular than others among the research
community and subsequently drive future research directions. One of the
indicative signs of popular articles is the number of citations an article
receives. The citation count, which is also the basis with various other
metrics, such as the journal impact factor score, the $h$-index, is an
essential measure for assessing a scientific paper's quality. In this work, we
proposed a Graph Convolutional Network (GCN) based framework for estimating
future research publication citations for both the short-term (1-year) and
long-term (for 5-years and 10-years) duration. We have tested our proposed
approach over the AMiner dataset, specifically on research articles from the
computer science domain, consisting of more than 0.8 million articles.
"
text,graph neural networks for citation analysis,19,2003.12042,cs.SI cs.DL cs.LG physics.soc-ph,0.45158636569976807,"A Heterogeneous Dynamical Graph Neural Networks Approach to Quantify
  Scientific Impact","  Quantifying and predicting the long-term impact of scientific writings or
individual scholars has important implications for many policy decisions, such
as funding proposal evaluation and identifying emerging research fields. In
this work, we propose an approach based on Heterogeneous Dynamical Graph Neural
Network (HDGNN) to explicitly model and predict the cumulative impact of papers
and authors. HDGNN extends heterogeneous GNNs by incorporating temporally
evolving characteristics and capturing both structural properties of attributed
graph and the growing sequence of citation behavior. HDGNN is significantly
different from previous models in its capability of modeling the node impact in
a dynamic manner while taking into account the complex relations among nodes.
Experiments conducted on a real citation dataset demonstrate its superior
performance of predicting the impact of both papers and authors.
"
text,graph neural networks for citation analysis,20,2104.02562,cs.LG cs.SI,0.3570707142353058,Structured Citation Trend Prediction Using Graph Neural Networks,"  Academic citation graphs represent citation relationships between
publications across the full range of academic fields. Top cited papers
typically reveal future trends in their corresponding domains which is of
importance to both researchers and practitioners. Prior citation prediction
methods often require initial citation trends to be established and do not take
advantage of the recent advancements in graph neural networks (GNNs). We
present GNN-based architecture that predicts the top set of papers at the time
of publication. For experiments, we curate a set of academic citation graphs
for a variety of conferences and show that the proposed model outperforms other
classic machine learning models in terms of the F1-score.
"
