Topic,Count,Name,Representation,Representative_Docs
9,1201,9_black_hole_horizon_entropy,"['black', 'hole', 'horizon', 'entropy', 'hawk', 'dilaton', 'solution', 'schwarzschild', 'gravity', 'spacetime']","['black hole entropy noether charge consider general classical theory gravity dimension arise diffeomorphism invariant lagrangian theory vector field spacetime associate local symmetry noether current solution field equation noether charge assume theory admit stationary black hole solution bifurcate kill horizon canonical mass angular momentum solution define infinity law black hole mechanic hold perturbation nearby stationary black hole solution quantity play role black hole entropy formula simply time integral noether charge associate horizon kill field normalize unit surface gravity furthermore black hole entropy give local geometrical expression horizon black hole obtain natural candidate entropy dynamical black hole general theory gravity result validity second law black hole mechanic dynamical evolution initially stationary black hole final stationary state equivalent positivity total noether flux intimately relate positive energy property theory relationship derivation formula black hole entropy derivation euclidean method explain', 'entropy generation dimensional gravity tunneling approach entropy generation quantum gravity show valid apply d general relativity entropy de sitter reissner external event horizon d black hole obtain et al rederive tunneling metric spacetime analysis spacetime external horizon carry complete analogy d case find significant difference black hole particular initial configuration tunnel d black hole yield infinitely degenerate object d schwarzschild black hole discuss possible relation evaporation d black hole', 'statistical mechanic black hole entropy review new tentative approach black hole thermodynamic seek explain black hole entropy term microscopic quantum gravitational boundary state induce black hole horizon']"
10,1199,10_pulsar_ray_neutron_star,"['pulsar', 'ray', 'neutron', 'star', 'kev', 'qpo', 'observation', 'source', 'hz', 'psr']","['radio quiet pulsar ultra strong magnetic field notable absence radio pulsar have measure magnetic dipole surface field strength gauss naturally raise question form upper limit pulsar magnetization recently increase evidence neutron star possess high dipole spin field fact exist include grow list anomalous x ray pulsar axps long period spin high period derivative imply surface field gauss furthermore recently report x ray period period derivative soft gamma ray repeater sgr source suggest surface field gauss high field pulsar detect radio pulsar propose high field pulsar radio quiet electron positron pair production magnetosphere think essential radio emission efficiently suppress ultra strong field gauss action photon splitting quantum electrodynamical process photon split computed radio quiescence boundary radio pulsar diagram photon splitting overtake pair creation locate boundary know radio pulsar population neatly divide axps identify physical mechanism define new class high field radio quiet neutron star detectable pulse emission x ray energy', 'rosat observation radio gamma ray pulsar psr report detection psr rosat pspc observation recorded source count unpulse pulse fraction upper limit spectral analysis distinguish black body power law model argue lack pulsation similarity pulsar spin parameter vela pulsar favour power law model dn indicate synchrotron emission pulsar power nebula origin detected x radiation x ray flux derive power law model x kev energy range upper limit neutron star surface temperature log k neutron star medium stiff equation state fp model mo km slightly different value compute neutron star model available literature reflect difference equation state soft x ray emission detect supernova remnant propose associate psr', 'x ray emission property millisecond pulsar x radiation millisecond pulsar detect present paper summarize observation result analysis archival rosat datum addition present result recent observation psr rosat pspc hri detector pulse fraction independent energy range kev pulse width measure x ray energy comparable observe radio domain upper limit x ray luminosity pulsar bow shock visible find x erg s report discovery psr rosat hri make solitary galactic millisecond pulsar detect x ray energy pulse profile psr show marginal evidence double peak structure finally discuss observed emission property detect millisecond pulsar conclude measured power law spectra pulse profile close correlation pulsar spin energy observed x ray luminosity suggest non thermal origin bulk observed x ray']"
11,1154,11_algebra_hopf_quantum_representation,"['algebra', 'hopf', 'quantum', 'representation', 'group', 'lie', 'braid', 'affine', 'irreducible', 'baxter']","['generalize quantum current algebra general family new quantum deform current algebra propose identify infinite hopf family algebras structure enable define tensor product algebra standard quantum affine algebra turn special case algebra family case infinite hopf family structure degenerate standard hopf algebra relationship algebra family special example discuss free boson representation consider', 'quasi hopf deformation quantum group search elliptic quantum group lead modify quantum yang baxter relation special class quasi triangular quasi hopf algebra paper calculate deformation standard quantum group spectral parameter category quasi hopf algebra early investigation deformation quantum group category hopf algebra show quantum group generically rigid hopf algebra deformation exist restriction parameter particular affine kac moody algebra rigid loop algebra quotient case deform elliptic hopf algebra generalization quasi hopf deformation lift restriction elliptic quantum group central extension associate quasi hopf algebra universal r matrix satisfy modify yang baxter relation calculate explicitly modified classical yang baxter relation obtain elliptic solution work explicitly method construct universal r matrix associate felder quantization knizhnik zamolodchikov bernard equation throw light quasi hopf structure conformal field theory calogero moser model', 'representation q deform algebra algebra homomorphism q deform algebra generate element define relation extension hopf algebra construct algebra lead lie algebra group motion euclidean plane hopf algebra treat hopf universal envelop algebra know literature irreducible representation extend representation extension compose homomorphism irreducible representation obtain representation representation irreducible reducible representation decompose irreducible component way obtain irreducible representation root unity representation turn irreducible representation lie algebra representation classical analogue']"
12,1135,12_nucleus_nuclear_shell_neutron,"['nucleus', 'nuclear', 'shell', 'neutron', 'hartree', 'calculation', 'quadrupole', 'interaction', 'energy', 'nucleon']","['shell effect nucleus near neutron drip shell effect nucleus close neutron drip line investigate demonstrate relativistic mean field theory nucleus far stability manifest shell effect strongly behaviour accord prediction nuclear mass finite range droplet model include shell correction consequence find large neutron halo nucleus near neutron drip line shell effect predict exist skyrme mean field theory comparison significantly weak approach', 'ground state property spin odd nucleus bind energy quadrupole deformation parameter spin parity neutron deficient odd z nucleus region calculate relativistic mean field approximation ground state low lie configuration recently observe nucleus analyze calculated result compare theoretical prediction', 'nn correlation relativistic hartree fock finite nucleus different approximation scheme self consistent solution relativistic brueckner hartree fock equation finite nucleus discuss realistic boson exchange potential scheme effect correlation deduce study nuclear matter parameterize term effective exchange employ effective interaction relativistic hartree fock equation solve finite nucleus second approach effect correlation treat brueckner hartree fock approximation directly finite nucleus modification dirac spinor medium derive nuclear matter assume local density approximation approach yield similar result bind energy radius fair agreement experimental datum importance density dependent correlation effect demonstrate different ingredient spin orbit splitting shell model nucleus discuss']"
13,1076,13_language_grammar_word_text,"['language', 'grammar', 'word', 'text', 'speech', 'semantic', 'parse', 'corpus', 'sentence', 'lexical']","['translate free word order language paper discuss machine translation english text turkish relatively free word order language present algorithm determine topic focus target sentence salience center theory old new information contrastiveness discourse model order generate contextually appropriate word order target language', 'unsupervised language acquisition thesis present computational theory unsupervised language acquisition precisely define procedure learn language ordinary speak write utterance explicit help teacher theory base heavily concept borrow machine learning statistical estimation particular learn take place fit stochastic generative model language evidence thesis devoted explain condition hold general learning strategy arrive linguistically desirable grammar thesis introduce variety technical innovation common representation evidence grammar learn strategy separate content linguistic parameter representation algorithm base suffer search problem plague computational approach language acquisition theory test problem learn vocabulary grammar unsegmented text continuous speech mapping sound representation meaning perform extremely objective criterion acquire knowledge cause assign exactly structure utterance human work application datum compression language modeling speech recognition machine translation information retrieval task rely structural stochastic description language', 'finite state approximation phrase structure grammar phrase structure grammar effective model important syntactic semantic aspect natural language computationally demanding use language model real time speech recognition finite state model instead lack expressive power reconcile alternative design algorithm compute finite state approximation context free grammar context free equivalent augmented phrase structure grammar approximation exact certain context free grammar generate regular language include left linear right linear context free grammar algorithm build finite state language model limited domain speech recognition task']"
14,1013,14_burst_grb_gamma_ray,"['burst', 'grb', 'gamma', 'ray', 'afterglow', 'batse', 'fireball', 'shock', 'optical', 'energy']","['study short gamma ray burst carry detailed study morphology gamma ray burst grb time duration ms include fast fourier spectrum analysis comparison stern analysis long burst inner comparison property short burst comparison short burst property bulk grb burst transient source experiment batse catalogue time tag event tte batse datum available public analysis burst different rest grb event short burst appear nearly identical suggest separate class grb short burst euclidean space time distribution sharp contrast long burst ms imply source likely local finally compare burst model primordial black hole pbh evaporation quark gluon q g phase transition temperature shock wave model', 'late afterglow host galaxy grb present deep hst imaging ground base imaging spectroscopy optical afterglow associate long duration gamma ray burst grb host galaxy datum obtain day burst occur magnitude host r v optical afterglow r v day burst favor scenario optical light follow pure power law decay index alpha find evidence contribution supernova like suggest multiple class long duration gamma ray burst peak luminosity supernova mag fainter hst image spectra indicate gamma ray burst locate bright extended feature possibly star form region kpc nucleus galaxy z possibly seyfert galaxy late time afterglow host galaxy grb bear resemblance grb', 'x ray afterglow gamma ray burst consider possible interpretation recently detect ray afterglow gamma ray burst source grb cosmological galactic model gamma ray burst predict different flux spectral evolution x ray afterglow model base adiabatic expansion relativistic forward shock require efficient particle energization post burst acceleration expansion cool neutron star model predict distinctive spectral flux evolution test current x ray datum']"
15,1004,15_hall_fractional_edge_quantum,"['hall', 'fractional', 'edge', 'quantum', 'state', 'skyrmion', 'landau', 'electron', 'composite', 'effect']","['finite temperature fractional quantum hall effect investigate fractional quantum hall effect finite temperature fermion chern simon field theoretical approach absence impurity scattering essential aspect fractional quantum hall effect quantization hall conductance quasi particle charge statistic unrenormalized thermal fluctuation hand find low energy excitation spectrum finite undergo qualitative change temperature raise possible experimental consequence discuss', 'edge bulk fractional quantum hall liquid effective chern simon theory abelian quantum hall state edge propose study edge bulk property unified fashion impose condition current flow outside sample boundary condition action remain gauge invariant edge mode naturally derive find integer couple matrix satisfy condition filling landau level number gauge field quantum hall liquid hall conductance quantize irrespective detailed dynamic randomness edge', 'quantum theory hall effect discuss model classical integer quantum hall effect base semi classical schroedinger chern simon action ohm equation result equation motion quantization classical chern simon action typical quantum hall condition result quantize hall conductivity classical hall effect describe theory arise classical limit theory quantum hall effect model explain preference domain edge current boundary sample']"
16,970,16_unification_higgs_supersymmetric_mass,"['unification', 'higgs', 'supersymmetric', 'mass', 'supersymmetry', 'gut', 'yukawa', 'break', 'minimal', 'gauge']","['particle spectrum supersymmetric model gauge singlet scan complete parameter space supersymmetric standard model extend gauge singlet compatible following constraint universal soft supersymmetry break term gut scale finite run yukawa coupling gut scale present experimental bound sparticle higg scalar quark radiative correction higgs potential stop sector include find low limit gluino mass gev upper limit light neutral scalar higgs mass dependent size soft supersymmetry break term possibility higg scalar light gev reduce coupling z boson', 'sparticle mass spectra grand unified model yukawa couple unification examine spectrum superparticle obtain minimal grand unified model assume gauge symmetry break yield minimal supersymmetric standard model mssm effective theory gev model unification yukawa coupling imply value high value assume universality scalar mass usual mechanism radiative electroweak symmetry breaking break set weak scale sparticle mass consistent radiative electroweak symmetry breaking generate impose non universal gut scale scalar mass consistent universality plus extra contribution associate reduction rank gauge symmetry group spontaneously break comment consequence sparticle mass spectrum collider search supersymmetry implication unification light squark far light squark motivate dedicated search squark pair production collider', 'unification coupling quark sector minimal supersymmetric standard model analyze prediction strong gauge coupling quark light higgs mass framework gauge tau yukawa coupling unification minimal supersymmetric standard model prediction depend effective supersymmetric threshold scale slightly dependent squark slepton mass strongly dependent higgsino mass mass ratio gaugino strong weak interaction minimal supersymmetry break scheme supersymmetric mass order tev obtain run quark mass physical mass constrain gev moderate value perturbative unification achieve unification gauge tau yukawa coupling yield prediction quark mass gev gev remarkably close infrared quasi fix point value quantity light higgs mass obtain gev characteristic squark mass tev']"
17,965,17_polynomial_graph_tiling_formula,"['polynomial', 'graph', 'tiling', 'formula', 'function', 'number', 'identity', 'proof', 'partition', 'macdonald']","['upward extension jacobi matrix orthogonal polynomial orthogonal polynomial real line satisfy term recurrence relation recurrence coefficient determine tridiagonal semi infinite matrix jacobi matrix uniquely characterize orthogonal polynomial investigate new orthogonal polynomial add jacobi matrix new row column original jacobi matrix shift downward new row column contain new parameter newly obtain orthogonal polynomial correspond upward extension jacobi matrix explicit expression new orthogonal polynomial term original orthogonal polynomial associate polynomial new parameter fourth order differential equation new polynomial original orthogonal polynomial classical furthermore orthogonalizing measure new orthogonal polynomial obtain work detail parameter family jacobi polynomial associate polynomial jacobi polynomial', 'integrality variable kostka function variable kostka function scalar product macdonald polynomial schur polynomial respect scalar product make hall littlewood polynomial pairwise orthogonal conjecture macdonald state polynomial q t non negative integral coefficient prove kostka function polynomial integral coefficient main idea prove analogous statement non symmetric macdonald polynomial establish recursion relation affine hecke algebra', 'property family hypergeometric orthogonal polynomial variable limit case study koornwinder macdonald multivariable generalization askey wilson polynomial recover recently recently introduce family hypergeometric orthogonal polynomial variable consist multivariable wilson continuous hahn jacobi type polynomial respectively class polynomial provide system difference differential equation recurrence relation expression norm polynomial term norm constant polynomial']"
18,921,18_cmb_anisotropy_microwave_cosmic,"['cmb', 'anisotropy', 'microwave', 'cosmic', 'background', 'cobe', 'sky', 'power', 'cosmological', 'dmr']","['foreground contribution degree cmb anisotropy examine extent galactic extragalactic foreground hamper detection primordial cosmic microwave background cmb anisotropy limit discussion intermediate angular scale current future experiment design map cmb anisotropy angular scale fact scale crucial importance test condition early universe current theory gravitational collapse', 'skewness cosmic microwave background anisotropy inflationary gravity wave background context inflationary scenario observe large angle anisotropy cosmic microwave background cmb temperature believe probe primordial metric perturbation inflation perturbation inflation expect gaussian random field remain possibility nonlinear process late epoch induce secondary non gaussian feature correspond cmb anisotropy map non gaussianity induce nonlinear gravitational instability scalar density perturbation investigate exist literature paper highlight source non gaussianity arise high order scatter cmb photon metric perturbation provide simple elegant formalism derive cmb temperature fluctuation arise sachs wolfe effect linear order particular derive expression second order cmb temperature fluctuation multiple scatter effect point paper lead possibility tensor metric perturbation gravity wave gw exhibit gravitational instability contribute skewness cmb anisotropy map find flat universe skewness cmb contribute gravity wave multiple scatter effect comparable gravitational instability scalar perturbation equal contribution gravity wave scalar perturbation total rms cmb anisotropy secondary skewness find small cosmic variance lead conclusion inflationary scenario predict observed cmb anisotropy statistically consistent gaussian random distribution', 'gravitational wave contribution cmb anisotropy study possible contribution stochastic gravitational wave background anisotropy cosmic microwave background cmb cold mixed dark matter cdm mdm model test contribution recent detection cmb anisotropy large intermediate angular scale likelihood analysis indicate model blue power spectra n tensor scalar quadrupole ratio r consistent anisotropy datum consider find include possibility background cmb datum analysis drastically alter conclusion remain cosmological parameter']"
